date,actual_regime,actual_regime_probability,predicted_regime,brier,prob_MID_CYCLE,prob_LATE_CYCLE,prob_BUST,prob_RECOVERY
2018-01-01,LATE_CYCLE,0.2426910362321126,MID_CYCLE,0.7723748475111273,0.31369676611119945,0.2426910362321126,0.2538718818720588,0.1897403157846291
2018-01-02,LATE_CYCLE,0.24733649351086,BUST,0.7628714524128853,0.2753043977964663,0.24733649351086,0.29630215251906217,0.1810569561736115
2018-01-03,LATE_CYCLE,0.2549449626691281,MID_CYCLE,0.7469706816484519,0.2978171201412543,0.2549449626691281,0.2633540731728552,0.18388384401676244
2018-01-04,LATE_CYCLE,0.2606325348009126,BUST,0.7368534468197251,0.2618661196729656,0.2606325348009126,0.3004417017000023,0.1770596438261196
2018-01-05,LATE_CYCLE,0.27049052265672796,MID_CYCLE,0.714971580187325,0.2815400197998129,0.27049052265672796,0.26388712505880463,0.18408233248465455
2018-01-08,LATE_CYCLE,0.28063820300972775,LATE_CYCLE,0.6945957085186711,0.2711905469306409,0.28063820300972775,0.2637168382023331,0.18445441185729833
2018-01-09,LATE_CYCLE,0.2828738033254081,LATE_CYCLE,0.6896540012548226,0.27516659583936687,0.2828738033254081,0.2526280187467385,0.18933158208848647
2018-01-10,LATE_CYCLE,0.2858005853789329,LATE_CYCLE,0.6837164802177373,0.2707394735532958,0.2858005853789329,0.25341162269117684,0.19004831837659447
2018-01-11,LATE_CYCLE,0.27708212104846086,MID_CYCLE,0.702368690729171,0.28474186620274594,0.27708212104846086,0.2557035193336673,0.18247249341512586
2018-01-12,LATE_CYCLE,0.2837777676533583,LATE_CYCLE,0.6891610685903791,0.2754919602237097,0.2837777676533583,0.2601732756317446,0.1805569964911874
2018-01-15,LATE_CYCLE,0.28447882655331047,LATE_CYCLE,0.6872540851412463,0.2808687163579333,0.28447882655331047,0.2484302510777986,0.1862222060109576
2018-01-16,LATE_CYCLE,0.2870105779093568,LATE_CYCLE,0.6819393994977544,0.27858847780111134,0.2870105779093568,0.24567724620053122,0.18872369808900064
2018-01-17,LATE_CYCLE,0.2912366631023152,LATE_CYCLE,0.674033242704519,0.27353984271278775,0.2912366631023152,0.2504293070077267,0.1847941871771704
2018-01-18,LATE_CYCLE,0.28986207245708445,LATE_CYCLE,0.6761000277560328,0.2784366258595919,0.28986207245708445,0.23924071351230486,0.1924605881710188
2018-01-19,LATE_CYCLE,0.2909478158057513,LATE_CYCLE,0.6747736159682365,0.2795661788867549,0.2909478158057513,0.24331093312452395,0.18617507218296986
2018-01-22,LATE_CYCLE,0.2922266384009664,LATE_CYCLE,0.6724694653912231,0.2788394574254607,0.2922266384009664,0.24432280502979914,0.18461109914377374
2018-01-23,LATE_CYCLE,0.29810754584834165,LATE_CYCLE,0.6609536123279766,0.27093364533975955,0.29810754584834165,0.24736049213490516,0.18359831667699367
2018-01-24,LATE_CYCLE,0.2979008702933633,LATE_CYCLE,0.6611506159731789,0.27252563251902756,0.2979008702933633,0.24368755234966788,0.1858859448379412
2018-01-25,LATE_CYCLE,0.3111410722239444,LATE_CYCLE,0.6362699314017126,0.25322650708325956,0.3111410722239444,0.2547745798722227,0.1808578408205735
2018-01-26,LATE_CYCLE,0.30465820142556505,LATE_CYCLE,0.6476658782096664,0.26386443807523136,0.30465820142556505,0.24270962176541488,0.1887677387337887
2018-01-29,LATE_CYCLE,0.31490364000839177,LATE_CYCLE,0.6283963482605045,0.25027554393910006,0.31490364000839177,0.24796287811016215,0.18685793794234604
2018-01-30,LATE_CYCLE,0.30708744165432167,LATE_CYCLE,0.6428884519605396,0.2616546864675429,0.30708744165432167,0.24118072128304327,0.19007715059509217
2018-01-31,LATE_CYCLE,0.2979489793825736,LATE_CYCLE,0.6614215021368319,0.2766930064389279,0.2979489793825736,0.240266383384498,0.1850916307940005
2018-02-01,LATE_CYCLE,0.30232876954210286,LATE_CYCLE,0.652579071414457,0.2705517239396389,0.30232876954210286,0.24020702192694954,0.18691248459130874
2018-02-02,LATE_CYCLE,0.30625643641135625,LATE_CYCLE,0.6453270539507732,0.26649297557809803,0.30625643641135625,0.2432638113429815,0.18398677666756413
2018-02-05,LATE_CYCLE,0.2965048825471872,LATE_CYCLE,0.6644952165376724,0.27974293331504896,0.2965048825471872,0.23972183444770012,0.1840303496900637
2018-02-06,LATE_CYCLE,0.28808764971937784,LATE_CYCLE,0.6808654267298124,0.2865750672679367,0.28808764971937784,0.23973394131813236,0.18560334169455306
2018-02-07,LATE_CYCLE,0.29030349267945976,LATE_CYCLE,0.6752901005792672,0.2728889285557479,0.29030349267945976,0.24800252512236745,0.18880505364242484
2018-02-08,LATE_CYCLE,0.28585123272306423,MID_CYCLE,0.684993088961941,0.28879302260578077,0.28585123272306423,0.23633651230720965,0.18901923236394536
2018-02-09,LATE_CYCLE,0.2886117003851312,LATE_CYCLE,0.6784363797490902,0.27501347732274345,0.2886117003851312,0.2457479032113965,0.19062691908072887
2018-02-12,LATE_CYCLE,0.3077648162027344,LATE_CYCLE,0.6425910279429075,0.2130996725541287,0.3077648162027344,0.2795964250116786,0.19953908623145833
2018-02-13,LATE_CYCLE,0.29891065961843044,LATE_CYCLE,0.658021970035613,0.24516976998515216,0.29891065961843044,0.26300378175360584,0.19291578864281161
2018-02-14,LATE_CYCLE,0.30386878227617675,LATE_CYCLE,0.6482079577776766,0.22491207180500988,0.30386878227617675,0.2672331694039419,0.20398597651487158
2018-02-15,LATE_CYCLE,0.29707627140115067,LATE_CYCLE,0.661304132037599,0.2521467899264202,0.29707627140115067,0.2572038423549959,0.19357309631743327
2018-02-16,LATE_CYCLE,0.28850574884152264,LATE_CYCLE,0.6786718854489427,0.27851374790639827,0.28850574884152264,0.2403842900697568,0.19259621318232228
2018-02-19,LATE_CYCLE,0.2887377052902359,LATE_CYCLE,0.679719917534611,0.2856378680491925,0.2887377052902359,0.24161149899897605,0.18401292766159555
2018-02-20,LATE_CYCLE,0.28670654299175397,MID_CYCLE,0.6832669932143789,0.28726002734287404,0.28670654299175397,0.2376020000492113,0.1884314296161607
2018-02-21,LATE_CYCLE,0.2886667039018703,LATE_CYCLE,0.6798890743652584,0.2875656150617867,0.2886667039018703,0.23844047355123366,0.18532720748510934
2018-02-22,LATE_CYCLE,0.287389421148539,MID_CYCLE,0.6819799848068939,0.2885409115175436,0.287389421148539,0.23431429416486005,0.18975537316905738
2018-02-23,LATE_CYCLE,0.2866253394787578,LATE_CYCLE,0.6822234952108513,0.28177151675035234,0.2866253394787578,0.23560390039501589,0.19599924337587407
2018-02-26,LATE_CYCLE,0.2926375935026317,LATE_CYCLE,0.6705810143732749,0.27549615426447505,0.2926375935026317,0.23903160360056858,0.19283464863232475
2018-02-27,LATE_CYCLE,0.28974521938583647,LATE_CYCLE,0.6780248385311497,0.2891004963405863,0.28974521938583647,0.2360567671390166,0.18509751713456063
2018-02-28,LATE_CYCLE,0.2880528755565034,MID_CYCLE,0.6814435596300639,0.29237128623502096,0.2880528755565034,0.23293895156293273,0.18663688664554295
2018-03-01,LATE_CYCLE,0.2857952463261986,MID_CYCLE,0.6858005478935363,0.2941774563714625,0.2857952463261986,0.2319257075063229,0.18810158979601604
