mode,top1_accuracy,mean_brier,mean_entropy,lock_incidence,max_raw_target_beta_delta_vs_disabled,mean_target_beta_delta_vs_disabled,rows,approx_total_return,approx_max_drawdown,mean_target_beta,mean_raw_target_beta,mean_turnover,left_tail_mean_beta,penalty_days,reward_days
DISABLED,0.7202602230483272,0.6239176605047041,0.974899827313026,0.00046468401486988845,0.0,0.0,2152.0,0.8916740322293804,-0.22796648795971808,0.4688972125389578,0.8377342145030847,0.0003348693489666092,0.45284828892552115,0.0,0.0
SHADOW,0.7202602230483272,0.6239176605047041,0.974899827313026,0.00046468401486988845,0.0,0.0,2152.0,0.8916740322293804,-0.22796648795971808,0.4688972125389578,0.8377342145030847,0.0003348693489666092,0.45284828892552115,0.0,0.0
NEGATIVE_ONLY,0.7202602230483272,0.6239176605047041,0.974899827313026,0.00046468401486988845,0.0,0.0015477764332333965,2152.0,0.9334100251088804,-0.22796648795971808,0.46734943610572444,0.8377342145030847,0.0003356336256422657,0.45159951745058546,657.0,0.0
FULL,0.7202602230483272,0.6239176605047041,0.974899827313026,0.00046468401486988845,0.0,0.0015477764332333965,2152.0,0.9334100251088804,-0.22796648795971808,0.46734943610572444,0.8377342145030847,0.0003356336256422657,0.45159951745058546,657.0,200.0
