date,weight,P_cp,vol_guard_cap,ed_accel_signal,spread_signal,fisher_rho_signal,lambda_macro,s_t
2022-01-03,0.41088327653564205,0.011047880274973974,1.6655954705290705,-0.00339081974249672,-0.8382886374034441,0.4350051533997375,0.011041666666666667,0.01092421839637857
2022-01-04,0.4531029599883074,0.011375281537924527,1.692347832886745,-0.0008721560864726752,-0.7457573839762849,0.444830149689662,0.011368055555555555,0.011149749967151549
2022-01-05,0.492681516928432,0.011407010929707643,1.7169600062558052,0.0,0.04757915172542813,0.41356534539048645,0.01138888888888889,0.011278380448429597
2022-01-06,0.5297197702524683,0.01120605865708726,1.7396032057553408,0.0,0.0170160747137021,0.3943200190257047,0.0111875,0.01127259470512221
2022-01-07,0.5643270471088351,0.011974548546790061,1.7604349492949134,0.0033908197424966646,-0.21867538400400968,0.39556321683373186,0.011958333333333333,0.011623571625956135
2022-01-10,0.5966180130452079,0.011622224406346056,1.7796001533513204,0.0028460498036129156,-0.03374808787771525,0.41709757321994484,0.011604166666666669,0.01162346384838733
2022-01-11,0.626710132250909,0.011470972002187696,1.7972321410832148,0.001330311434479703,-0.3079653649595343,0.426193689672259,0.011458333333333334,0.01161126450069136
2022-01-12,0.6547216478827562,0.011441922566739446,1.8134535697965577,0.008252195084298697,-0.5263093954963783,0.2210542043341605,0.01142361111111111,0.011597717145975206
2022-01-13,0.6807699933322677,0.010364089885032629,1.828377284212833,0.00019834573356752871,0.23785848837038878,0.19261307597054417,0.010333333333333333,0.011499026965099801
2022-01-14,0.7049705595537985,0.012147438806540293,1.8421071014758064,0.0017550304895018742,-0.07389794189316451,0.20595407071769992,0.012118055555555556,0.011823232885820047
2022-01-18,0.72743575562439,0.012304125615357622,1.8547385333577417,0.0026914789021605934,0.9507724338686427,0.23869525679970352,0.01225,0.012063679250588835
2022-01-19,0.7482743098840998,0.011930095162425968,1.8663594506891223,0.0024212432820296392,1.2468058785801757,0.2371428113354157,0.01186111111111111,0.012052992523535807
2022-01-20,0.7675907675965838,0.010848598738547842,1.8770506946339927,0.00159063070140264,1.7264359554076678,0.198211756517625,0.010736111111111111,0.01195664102073677
2022-01-21,0.7854851483165872,0.01038383291993684,1.8868866390632733,0.0004891189188179212,2.605303242158099,0.1112259315490411,0.009965277777777778,0.011830816372672777
2022-01-24,0.8020527322598308,0.012991945442506217,1.8959357079382113,0.007289976206429294,2.849216783191308,0.30700517066968364,0.011930555555555555,0.012411380907589496
2022-01-25,0.8173839501163294,0.0122753520742341,1.9042608513031545,0.007897551683028747,3.1292134054973286,0.4960861071450963,0.010881944444444444,0.012400498600921064
2022-01-26,0.8315643550787153,0.015991188700367455,1.9119199831989022,0.0021172358515869627,3.4300728814757484,0.5383176014738293,0.01213888888888889,0.01419584365064426
2022-01-27,0.8315643550787153,0.0158222989595298,0.5,0.0013725174399396023,3.0210244657294627,0.47671949987421514,0.01125,0.01500907130508703
2022-01-28,0.8315643550787153,0.013612328651638191,0.5,0.000885618725341486,2.2873623041834183,0.433979387135445,0.010652777777777778,0.014897331892811125
2022-01-31,0.8315643550787153,0.012448866807148446,0.5,0.006806384880333027,1.519122240002053,0.3568118912492305,0.011347222222222224,0.014701454685958112
2022-02-01,0.8315643550787153,0.01169176997294696,0.5,0.006651549990735195,0.709077118993148,0.215174294144401,0.0115625,0.014460679908917222
2022-02-02,0.8315643550787153,0.011500150101467049,0.5,0.0,0.7478353151933678,0.14409351695673164,0.011465277777777779,0.014223837524321208
2022-02-03,0.8315643550787153,0.010669797726750177,0.5,0.0012773097377235532,1.3883291019331203,0.09507316129950732,0.010645833333333334,0.013939514340515526
2022-02-04,0.8315643550787153,0.011058901707904176,0.5,0.0006888240610623542,1.060767543443491,0.04899332370697061,0.011041666666666667,0.013709065329906619
2022-02-07,0.8315643550787153,0.011088436307715862,0.5,0.0,0.95500953058092,0.07710675734577754,0.011069444444444444,0.013499415008131357
2022-02-08,0.8315643550787153,0.010813913151246636,0.5,0.0,0.5509378727851553,0.11359718645742307,0.010791666666666666,0.01328457485958058
2022-02-09,0.8315643550787153,0.011128984120837526,0.5,0.0013150958106175614,0.13186665738746672,0.10729421568558653,0.011104166666666667,0.013112127600481136
2022-02-10,0.8315643550787153,0.009797931434685589,0.5,0.0015118331531516205,1.2515644245087016,0.3644899870801563,0.009784722222222222,0.012846991907217492
2022-02-11,0.8315643550787153,0.011567271825192023,0.5,0.0006177678547392706,2.2025079695229155,0.29147416298904544,0.01152777777777778,0.012744614300655455
2022-02-14,0.8315643550787153,0.011617412900720773,0.5,0.0,2.4398112982598743,0.24187440280962327,0.011548611111111112,0.012654438188660681
2022-02-15,0.8315643550787153,0.011719087678271237,0.5,0.0,1.6943035297855498,0.2516556882299359,0.0116875,0.012579610147829526
2022-02-16,0.8315643550787153,0.011593058195900124,0.5,0.0018205447518004902,1.2991774589576792,0.25831849661958295,0.011569444444444445,0.012500685991675173
2022-02-17,0.8315643550787153,0.012059944699635965,0.5,0.00851501556052453,2.324728343373283,0.291985181197308,0.01201388888888889,0.012465426688312038
2022-02-18,0.8315643550787153,0.011934589642402049,0.5,0.007569814862801616,2.204735393011226,0.35624950347642115,0.011902777777777778,0.012422959724639238
2022-02-22,0.8315643550787153,0.011986642935633153,0.5,0.007418135750203003,2.46049503912831,0.33048605754374427,0.011944444444444445,0.012388054381518751
2022-02-23,0.8315643550787153,0.01157574119443344,0.5,0.010541148724050098,2.9902456793449628,0.35582733104287256,0.011506944444444445,0.012323069326551927
2022-02-24,0.8315643550787153,0.011909137603477088,0.5,0.00634923847850799,2.7930281406031043,0.47674526356347025,0.011875,0.01228995478870594
2022-02-25,0.8315643550787153,0.01170685183884938,0.5,0.0032741557466205995,2.0773428433163743,0.5784594326688286,0.011694444444444445,0.012243306552717414
2022-02-28,0.8315643550787153,0.011840713162961385,0.5,0.0008176736490832504,2.7082783480979744,0.5332648337824104,0.011819444444444445,0.012211099081536933
2022-03-01,0.8315643550787153,0.012044796397056282,0.5,0.0011245998614484165,3.44628816828951,0.4310123921376501,0.011979166666666667,0.01219779486677848
2022-03-02,0.8315643550787153,0.012070562524923957,0.5,0.0016246980722537385,2.760833767090516,0.5184389591417943,0.01204861111111111,0.012187616279430118
2022-03-03,0.8315643550787153,0.012103868611605496,0.5,0.001150752565685087,2.6808893556953963,0.44187841292130253,0.012083333333333333,0.012180916466004148
2022-03-04,0.8315643550787153,0.011640335931483852,0.5,0.0016812866855737685,3.002991132116235,0.3908912918193299,0.011611111111111112,0.012137670023242524
2022-03-07,0.8315643550787153,0.011750710994676618,0.5,0.003229510250755574,3.9790758441036354,0.33593210062292694,0.01163888888888889,0.012106713300957252
2022-03-08,0.8315643550787153,0.011383609913939802,0.5,0.003908622938655348,3.5651255201397296,0.29106146700129315,0.011312500000000001,0.012048865029995857
2022-03-09,0.8315643550787153,0.011164694293535591,0.5,0.00381455881311632,2.88182487675852,0.21540114752800302,0.011131944444444444,0.011978131371079035
2022-03-10,0.8315643550787153,0.010711911549299053,0.5,0.002414666879347993,2.3378927286263043,0.15853367121491788,0.010694444444444446,0.011876833785336638
2022-03-11,0.8315643550787153,0.010298564857945381,0.5,0.0030771523971090398,2.4186252056280364,0.10854414221080892,0.010284722222222223,0.011750572271145336
2022-03-14,0.8315643550787153,0.009970782058680232,0.5,0.0037847527037716544,2.6018940888258992,0.07693152336662687,0.009958333333333333,0.011608189054148128
2022-03-15,0.8315643550787153,0.01038340013523154,0.5,0.005813134420178612,2.142159386881145,0.028503390677120488,0.010375,0.011510205940634802
2022-03-16,0.8315643550787153,0.010353132700073698,0.5,0.005061679826964927,1.434311725664352,-0.11728326359853576,0.010347222222222223,0.011417640081389915
2022-03-17,0.8315643550787153,0.009192936202160424,0.5,0.0010831122478431876,1.208248004952286,-0.07792221600834313,0.009187500000000001,0.011239663771051556
2022-03-18,0.8315643550787153,0.010502598543534023,0.5,0.0023878525162315256,0.8111940491026294,0.029930060981696323,0.010493055555555556,0.011180698552850154
2022-03-21,0.8315643550787153,0.010692170849280053,0.5,0.004515993346367209,0.7322574022409262,0.02095136818887205,0.010680555555555556,0.011141616336564545
2022-03-22,0.8315643550787153,0.010440168757060593,0.5,0.009860851560200778,0.6008378073892572,-0.21511738440059505,0.010430555555555556,0.01108550053020423
2022-03-23,0.8315643550787153,0.010423269451407615,0.5,0.006373071889924531,0.7353907892801133,-0.47381727259684925,0.010409722222222221,0.0110325220439005
2022-03-24,0.0,0.011231140233059097,0.62,0.0012984490710555852,0.3199678538908722,-0.3884615604343395,0.011215277777777777,0.011131831138479799
2022-03-25,0.0,0.011605629314255099,0.7304,0.00045009990441058356,0.1310582852558173,-0.2292040099525688,0.01159027777777778,0.01136873022636745
2022-03-28,0.0,0.011627999308475235,0.8319680000000002,0.0010180881669259456,-0.12493125675037874,-0.0990396621368402,0.011611111111111112,0.011498364767421342
2022-03-29,0.0,0.011647194721026509,0.9254105600000002,0.0010296853391631444,-0.2832411882389625,0.041809292795281866,0.011625,0.011572779744223926
2022-03-30,0.0,0.01157398799922523,1.0113777152000003,0.0,-0.18955687423743417,0.16209195646470137,0.011541666666666667,0.011573383871724578
2022-03-31,0.0,0.01064619660178319,1.0904674979840003,0.0005695482885770264,0.0755093927887958,0.2572286224322683,0.010618055555555554,0.011499208890129268
2022-04-01,0.0,0.011494017076407294,1.1632300981452803,0.0004055798925588494,-0.12867643427092357,0.36042773201836675,0.011472222222222222,0.011498793545031511
2022-04-04,0.0,0.011428444743714449,1.230171690293658,0.0035433907300252976,-0.3601958864076414,0.3702694225037547,0.011388888888888888,0.011493165640926147
2022-04-05,0.0,0.011592934213659931,1.2917579550701652,0.0038404285587301246,0.1729482900112298,0.3576194632517427,0.011500000000000002,0.011543049927293039
2022-04-06,0.00023720523969128493,0.011849498249630741,1.348417318664552,0.001033375467695885,0.40225703133836943,0.3708548475057824,0.011659722222222222,0.01169627408846189
2022-04-07,0.06028321442944584,0.013134827413075372,1.4005439331713878,0.0024421277429240718,0.2782406622644141,0.429837333258261,0.012159722222222223,0.012415550750768632
2022-04-08,0.1185157950426805,0.013850805841737967,1.4485004185176769,0.002152354879861207,0.18949367698700462,0.48719203583798754,0.011284722222222222,0.013133178296253298
2022-04-11,0.17463148354171776,0.020457842162845713,1.4926203850362627,0.0002888011224037035,0.8849309250732067,0.487942857950393,0.011381944444444445,0.016795510229549504
2022-04-12,0.2284183741454644,0.04308736551295275,1.5332107542333617,0.000809178117618492,0.8542188866097417,0.33092013166431405,0.011756944444444447,0.029941437871251128
2022-04-13,0.27973870210784857,0.05702586263293861,1.5705538938946928,0.0012294548048736864,0.3164895023417232,0.2376833270652849,0.011270833333333334,0.04348365025209487
2022-04-14,0.27973870210784857,0.20384603678270352,1.6049095823831174,0.00047037240574210326,0.5041038278559982,0.3059970284389494,0.012402777777777778,0.1236648435173992
2022-04-18,0.27973870210784857,0.5603091533390632,1.636516815792468,0.0002566758975091066,0.3839443338726304,0.29715680686254287,0.012375,0.3419869984282312
2022-04-19,0.27973870210784857,0.4034798490615169,1.6655954705290705,0.00044365286181113905,0.2061999952013475,0.24480520297307526,0.012006944444444445,0.37273342374487406
2022-04-20,0.27973870210784857,0.3426268937499842,1.692347832886745,0.0,-0.026596664761253424,0.129889096665903,0.011520833333333334,0.3703249013452829
2022-04-21,0.27973870210784857,0.6969560724106494,1.7169600062558052,0.0,0.4879525237213469,-0.23624806484492883,0.01313888888888889,0.5336404868779662
2022-04-22,0.0,0.7394350554659466,1.7396032057553408,0.0,1.684228569495536,-0.32101233144761027,0.013034722222222222,0.7394350554659466
2022-04-25,0.0,0.9089218140831522,1.7604349492949134,-0.00025667589750899555,1.4115901255879373,-0.4129771454235365,0.013145833333333334,0.9089218140831522
2022-04-26,0.0,0.40197857653953756,1.7796001533513204,-0.0025324827164163732,2.771921222153386,-0.7401754613696865,0.013368055555555557,0.868366355079663
2022-04-27,0.0,0.06838774505465076,0.5,-0.004745438437572691,2.3246309083822965,-0.9482613280297607,0.013659722222222222,0.804368066277662
2022-04-28,0.0,0.03757203469005669,0.5,-0.006249019995528404,1.9586193382948525,-1.042878391667116,0.013993055555555555,0.7430243837506536
2022-04-29,0.0,0.028667289957139186,0.5,0.0,2.629586807700634,-0.8886431996247682,0.012993055555555556,0.6858758162471725
2022-05-02,0.0,0.026670517643968206,0.5,0.0,2.3715081243448877,-0.8452124504009404,0.01365277777777778,0.6331393923589163
2022-05-03,0.0,0.025017804182502726,0.62,0.0,1.7174080929111384,-0.7615286374499252,0.013965277777777778,0.5844896653048033
2022-05-04,0.0,0.02314956155503917,0.7304,0.006249019995528404,0.9269818132624971,-0.5938319929967719,0.013777777777777778,0.5395824570048221
2022-05-05,0.0,0.02181515947392367,0.8319680000000002,0.009993958107503698,2.0807922027870362,-0.23978239112415053,0.0136875,0.49816107320235026
2022-05-06,0.0,0.0215652313474599,0.9254105600000002,0.009392413489681117,1.8550577009396207,-0.1021385065263066,0.01404861111111111,0.460033405853959
2022-05-09,0.0,0.020180105704310034,1.0113777152000003,0.005036050279173088,2.721513443987528,0.0031517177066678636,0.013479166666666667,0.42484514184198713
2022-05-10,0.0,0.019517259520444995,1.0904674979840003,0.004700157588980014,2.3372821565409705,0.04087027328631393,0.013430555555555555,0.39241891125626377
2022-05-11,0.0,0.019113112177578325,1.1632300981452803,0.002568751454622986,2.233664902878023,0.04916769954858446,0.013506944444444445,0.36255444732996894
2022-05-12,0.0,0.018885974542591125,1.230171690293658,0.00019413122478850742,2.0558639760966693,0.04250519293579598,0.013506944444444445,0.3350609695069787
2022-05-13,0.0,0.020735586931584706,1.2917579550701652,0.003205153151436435,1.4809644658296588,0.02434905781660852,0.013993055555555555,0.30991493890094723
2022-05-16,0.0,0.02575936388781129,1.348417318664552,0.0033781701911674844,1.201877517777262,-0.014659008552770466,0.01417361111111111,0.28718249289989634
2022-05-17,0.0,0.029355079876581848,1.4005439331713878,0.0013846726139982168,0.9332579768135496,-0.04278237656368352,0.013951388888888888,0.2665562998580312
2022-05-18,0.0,0.020026287322249973,1.4485004185176769,0.0010496487018860634,1.8465961888660374,-0.11392179007957573,0.013472222222222222,0.2468338988551687
2022-05-19,0.0,0.01784336341154363,1.4926203850362627,0.00035423967406011947,1.526051491123672,-0.17579423575700381,0.013118055555555555,0.2285146560196787
2022-05-20,0.0,0.01636621531449823,1.5332107542333617,0.0,1.5272156238454009,-0.1680328734093633,0.012923611111111111,0.21154278076326427
2022-05-23,0.0,0.01562601024079155,1.5705538938946928,-0.001114571041523016,1.3362907046016896,-0.15116904615445154,0.0125625,0.19586943912146645
2022-05-24,0.0,0.015949796710647196,1.6049095823831174,0.0008610954965969642,1.5048306693276217,-0.05903479077610745,0.012972222222222222,0.18147586772860091
2022-05-25,0.02494035323286048,0.01649785112072221,1.636516815792468,0.0006580711618591195,1.2912991721486717,0.04916599061516144,0.013472222222222224,0.16827762639997063
2022-05-26,0.07640552138539691,0.014303913136137273,1.6655954705290705,0.0011912088508224672,1.1194687575306959,0.13085271880648064,0.011673611111111112,0.15595972933886398
2022-05-27,0.12579985936765725,0.01457866332510049,1.692347832886745,0.0,0.7803675443448971,0.27851397398257144,0.01171527777777778,0.14464924405776292
2022-05-31,0.1731075752487492,0.014949473098838552,1.7169600062558052,0.0020819608733758654,0.8616257282974057,0.3627981151958745,0.012125000000000002,0.13427326238104897
2022-06-01,0.2183472749386246,0.014758089966117076,1.7396032057553408,-0.0020819608733758654,0.7620994759270877,0.46513819495050573,0.012006944444444445,0.12471204858785444
2022-06-02,0.2615438178365945,0.014565272222189658,1.7604349492949134,0.0,0.5759873123207876,0.6246181109281115,0.011784722222222222,0.11590030647860126
2022-06-03,0.3027159381690556,0.014647053106219924,1.7796001533513204,0.0,0.5835788153571722,0.6120192035312897,0.0115625,0.10780004620881076
2022-06-06,0.34189885208350157,0.014540046100904152,1.7972321410832148,0.0012093443229140854,0.6302802015775628,0.68010612050695,0.011479166666666667,0.10033924620017824
2022-06-07,0.3791274671212128,0.014564503901598472,1.8134535697965577,0.0,0.42885147660213113,0.5112568880770342,0.011055555555555556,0.09347726681629187
2022-06-08,0.4144442130325563,0.014563331023491577,1.828377284212833,0.0,0.4133659310361281,0.33545652477791643,0.010729166666666666,0.08716415195286785
2022-06-09,0.44796627312190784,0.013106343022081645,1.8421071014758064,0.0,0.8065567553323704,0.22212040862362284,0.010458333333333333,0.08123952723840495
2022-06-10,0.47980805130742166,0.01153447568592229,1.8547385333577417,-0.0003563506177457487,1.1096909856773771,0.28882910500781106,0.010611111111111111,0.07566312311420634
2022-06-13,0.5100133861815839,0.01123075441335161,1.8663594506891223,0.0,2.256433007117669,0.10656261569744392,0.010458333333333333,0.07050853361813797
2022-06-14,0.538576787698462,0.01201142056243849,1.8770506946339927,0.0,1.9844273990866084,0.054338226175213375,0.010625,0.06582876457368202
2022-06-15,0.5655206290271741,0.01252053168407173,1.8868866390632733,0.0007454051569379949,1.4031368825480384,0.09622628869730919,0.01120138888888889,0.0615641059425132
2022-06-16,0.5909017916569645,0.012531806653394888,1.8959357079382113,0.0,1.9935334276967862,0.009868343674576502,0.010798611111111111,0.05764152199938374
2022-06-17,0.614732360783877,0.013463663758139753,1.9042608513031545,0.000519967629670548,1.6433081352061465,0.02108567889272678,0.010979166666666668,0.054107293340084225
2022-06-21,0.6370280213548951,0.014545170629654016,1.9119199831989022,0.001709890012118409,1.458367761412797,0.07634339144831714,0.011500000000000002,0.05094232352324981
2022-06-22,0.6577608353981557,0.016670989443939754,1.91896638454299,0.002233406828373141,1.2227007323974592,0.11676700402182272,0.011166666666666667,0.04820061679690501
2022-06-23,0.6769805866800074,0.01770313229266289,1.9254490737795509,3.092128050918852e-05,1.2307935741985463,0.09769215476870319,0.011166666666666667,0.04576081803656564
2022-06-24,0.6946732710723029,0.02002830629412059,1.9314131478771868,0.002036869273135733,0.8930532155905231,0.05321219609803824,0.011784722222222224,0.04370221709717004
2022-06-27,0.7104798732440896,0.029196181555695807,1.9369000960470117,0.0019826408875124324,0.8352899875975934,0.013739821757702471,0.012222222222222223,0.042541734253852104
2022-06-28,0.7240312225121983,0.04035927630173931,1.9419480883632507,0.0015363396943270935,1.083526712346508,-0.003532639928836697,0.011777777777777778,0.04236713761768308
2022-06-29,0.6199408049477224,0.1292205883013156,1.9465922412941907,0.0011141050555218968,1.0388901492889522,0.02850995208809097,0.012104166666666668,0.08579386295949934
2022-06-30,0.3164763251989906,0.2581421238386866,1.9508648619906555,0.0007767455999445616,1.1302516175687642,-0.08018293477423241,0.011805555555555555,0.17196799339909297
2022-07-01,0.011601705453670563,0.3900366553139685,1.9547956730314031,-0.0007767455999445616,0.7572151969397144,-0.05661862281388542,0.012520833333333333,0.2810023243565307
2022-07-05,0.011601705453670563,0.44787188268804945,1.958412019188891,-0.0011141050555218968,0.9036003415579682,-0.0447442832282344,0.012576388888888889,0.3644371035222901
2022-07-06,0.011601705453670563,0.523123745037376,1.9617390576537796,-0.0006819597826466239,0.748850587916654,0.04757862329657451,0.012701388888888889,0.44378042427983305
2022-07-07,0.011601705453670563,0.5293541847652374,1.9647999330414774,-0.0009109115258767453,0.6237090005669369,0.08958252288417322,0.012333333333333335,0.48656730452253527
2022-07-08,0.0,0.7912139324728349,1.9676159383981593,0.0,0.35519463352456815,0.09135423341179738,0.012659722222222222,0.7912139324728349
2022-07-11,0.0,0.7024511509685974,1.9702066633263065,-0.001957836445460659,0.6305893158993601,0.18304618766956013,0.012937500000000001,0.7024511509685974
2022-07-12,0.0,0.6811303990967633,1.972590130260202,-0.0009800570519679086,0.8301563095528275,0.21253035870153192,0.012875000000000001,0.7007454908188507
2022-07-13,0.0,0.4088384194890366,1.9747829198393858,-0.0005298691241144571,0.7371192436317665,0.3117222575058809,0.013055555555555556,0.6773929251124656
2022-07-14,0.0,0.7011614258942425,1.976800286252235,-0.000295336753039499,0.6534597924816073,0.41079091473766477,0.01186111111111111,0.7011614258942425
2022-07-15,0.0,0.8376139920090854,1.9786562633520561,-0.000930092797335913,0.24691936311119494,0.4538765832706726,0.012027777777777778,0.8376139920090854
2022-07-18,0.0,0.7591164530725043,1.9803637622838917,0.0002561099061497707,0.4408659082113133,0.582390318328218,0.012965277777777779,0.7591164530725043
2022-07-19,0.0,0.7849356776112961,1.9819346613011803,0.0009693196442256413,0.29074465546608835,0.5188280794016721,0.012743055555555556,0.7849356776112961
2022-07-20,0.0,0.6172414028939519,1.983379888397086,0.0005298691241144571,0.17265003844072616,0.3522932458576146,0.012624999999999999,0.7715201356339086
2022-07-21,0.0,0.3569041821188908,1.984709497325319,0.0004894147747431798,0.02576094205254222,0.16180801882677262,0.012069444444444445,0.7383508593527072
2022-07-22,0.0,0.4790875414868957,1.9859327375392934,0.014777940208879126,0.006935707137279228,-0.36434600544694856,0.011284722222222222,0.7176097939234423
2022-07-25,0.0,0.3264862442762034,1.98705811853615,0.014041717254087316,0.0640806645254443,-0.5318236434747521,0.011743055555555555,0.6863199099516631
2022-07-26,0.0,0.3265158963184512,1.988093469053258,0.001618846981943256,0.3080504478109264,-0.5418796487898876,0.011965277777777778,0.6575355888610062
2022-07-27,0.0,0.21222613875115406,1.9890459915289973,0.0019225355004670597,0.03358582863578876,-0.5655404208427397,0.012104166666666668,0.621910832852218
2022-07-28,0.0,0.12722747015821928,1.9899223122066776,0.0013812292372902268,-0.14024498564650464,-0.549670247543125,0.012020833333333333,0.5823361638366982
2022-07-29,0.0,0.08468249349488366,1.9907285272301434,0.0008441373486767212,-0.33134187327171943,-0.5093435059806801,0.011236111111111112,0.542523870209353
2022-08-01,0.0,0.0404576829590739,1.9914702450517319,0.0,-0.05078270797085132,-0.45185282089403705,0.011895833333333335,0.5023585752293307
2022-08-02,0.0,0.029123569916060302,1.9921526254475934,0.0,0.1514151348912831,-0.41800705856005926,0.011930555555555557,0.4644997748042691
2022-08-03,0.0,0.022566222869599736,1.9927804154117859,-0.0003304224348855689,-0.2253596069782193,-0.33738180122394146,0.011770833333333333,0.4291450906494956
2022-08-04,0.0,0.021761576169647863,1.993357982178843,-0.0013916599643764016,-0.32487506419130285,-0.23046527899983615,0.012208333333333335,0.3965544094911078
2022-08-05,0.0,0.01989865852319673,1.9938893436045355,0.0,-0.38350591666060896,-0.17915904069585734,0.012444444444444445,0.36642194941367495
2022-08-08,0.0,0.018497752853072615,1.9943781961161726,-0.003068396250473282,-0.36201174642856815,-0.0490220429837046,0.011708333333333333,0.3385880136888268
2022-08-09,0.0,0.016701775477114197,1.9948279404268787,-0.005637670788058213,-0.27527346186258655,0.0896660404864649,0.01173611111111111,0.3128371146318898
2022-08-10,0.0,0.01732966998938898,1.9952417051927285,-0.014279811004820009,-0.6663621129006954,0.40583876161352767,0.012006944444444445,0.2891965190604897
2022-08-11,0.0,0.016929195769485865,1.9956223687773103,-0.013237980471575095,-0.5833218390964959,0.6247392107224002,0.011909722222222223,0.2674151331972094
2022-08-12,0.0,0.019927834334858015,1.9959725792751255,-0.000864827108822408,-0.7172251916389568,0.6003775573935107,0.011847222222222223,0.2476161492882213
2022-08-15,0.0,0.018644892184587182,1.9962947729331155,-0.001990542663389494,-0.642195793847549,0.6454096726566596,0.012125,0.22929844871993058
