window,rows,raw_total_return,raw_max_drawdown,final_total_return,final_max_drawdown,benchmark_total_return,benchmark_max_drawdown,mean_beta_gap
2018Q4,66,-0.13414855317825214,-0.16883355119704402,-0.07381697619288174,-0.09500369701906286,-0.1690320995039124,-0.22699401116657714,0.2509472369958342
2020_COVID,54,-0.04684533976623506,-0.19963111556527868,-0.01394727443873578,-0.13853313933411815,-0.06505079636815525,-0.28559383229631397,0.1663796990794958
2022_H1,129,-0.2517983400778939,-0.2705477819216958,-0.15745426125729323,-0.17914909535826684,-0.30002504214647996,-0.32352744767478725,0.2779093760248313
