window,rows,stable_vs_benchmark_regime,probability_within_band_share,delta_within_band_share,acceleration_within_band_share,transition_intensity_mean
2018_Q4,103,0.7184466019417476,0.5194174757281553,0.6868932038834952,0.5072815533980582,0.24724357022947946
2020_COVID,63,0.7777777777777778,0.44841269841269843,0.7103174603174603,0.5515873015873016,0.20197151270044275
2022_TIGHTENING,146,0.9452054794520548,0.571917808219178,0.7636986301369864,0.5804794520547946,0.1931169041769024
2023_RECOVERY,113,0.6194690265486725,0.38495575221238937,0.7920353982300885,0.5862831858407079,0.3163228340054112
2024_PULLBACK,98,0.6632653061224489,0.5510204081632653,0.7627551020408163,0.6173469387755102,0.2807740868561311
