variant,decision,shadow_total_return,shadow_cagr,shadow_max_drawdown,shadow_sharpe,production_total_return,production_sharpe,q1_2022_avg_weight,q1_2023_avg_weight,excess_return_vs_locked,excess_sharpe_vs_locked,decision_priority,rank
recovery_accelerated,DO_NOT_LIVE_INTEGRATE_YET,2.18034116496004,0.15960069987362013,-0.2823202239504219,0.9062093278373626,1.7612862960513116,0.861903475132695,0.7709872667807937,0.8159661310212697,0.556873650972042,0.061321443546376364,1,1
orthogonal_consensus,DO_NOT_LIVE_INTEGRATE_YET,1.8102921406579608,0.1413869294762895,-0.26630803551761517,0.8645100128950658,1.7612862960513116,0.861903475132695,0.7164044568727502,0.6771359015466173,0.1868246266699627,0.019622128604079525,1,2
barbell_balance,DO_NOT_LIVE_INTEGRATE_YET,1.7302762378211058,0.13717513298182538,-0.2572719613046659,0.8508834353455988,1.7612862960513116,0.861903475132695,0.707473586882314,0.5694444444444444,0.10680872383310769,0.00599555105461258,1,3
stress_hardened,DO_NOT_LIVE_INTEGRATE_YET,1.5656710907520432,0.12816098167261303,-0.2467635009831738,0.8518788673595813,1.7612862960513116,0.861903475132695,0.6595617151814664,0.5,-0.05779642323595491,0.006990983068595025,1,4
fdas_guardrail,DO_NOT_LIVE_INTEGRATE_YET,1.4608957371877564,0.12215687713496859,-0.2271966089240368,0.8103630845376923,1.7612862960513116,0.861903475132695,0.6101694915254238,0.5874232710458442,-0.1625717768002417,-0.03452479975329392,1,5
