actual_regime,rows,mean_true_regime_probability,mean_true_regime_rank,mean_entropy,mean_expected_l1_error,mean_prob_MID_CYCLE,mean_prob_LATE_CYCLE,mean_prob_BUST,mean_prob_RECOVERY
BUST,342,0.33270975066251296,1.932748538011696,0.6546677161910399,1.334580498674974,0.09574017101861555,0.5304113378013827,0.33270975066251296,0.041138740517488635
LATE_CYCLE,588,0.4836806267325758,1.3962585034013606,0.5868936512634153,1.032638746534848,0.29914232283788755,0.4836806267325758,0.18912563982818595,0.02805141060135055
MID_CYCLE,1019,0.6674626772798207,1.3601570166830226,0.5295345723106291,0.6650746454403585,0.6674626772798207,0.15928900779182914,0.10498839317915017,0.06825992174919993
RECOVERY,203,0.45068046541797946,1.1921182266009853,0.7853250264285967,1.0986390691640409,0.08896409482091358,0.19437618333404438,0.26597925642706244,0.45068046541797946
