date,target_beta,final_beta_base,raw_target_beta,raw_beta_base,entropy,predicted_regime,actual_regime,raw_regime,stable_regime,deployment_state,lock_active,target_bucket,close,actual_regime_probability,brier,prob_MID_CYCLE,prob_LATE_CYCLE,prob_BUST,prob_RECOVERY
2020-01-01,3.490970338248456,0.5,5.1625660728863485,1.0658943100859715,0.28223012106828294,RECOVERY,MID_CYCLE,RECOVERY,RECOVERY,DEPLOY_FAST,False,QLD,204.89633178710938,0.006775616232150246,1.808164067667641,0.006775616232150246,0.06769344563486267,0.021866824333924454,0.9036641137990626
2020-01-02,0.005638760828412342,0.5,0.00965331513159182,1.0439122527936942,0.38782316244746556,RECOVERY,MID_CYCLE,RECOVERY,RECOVERY,DEPLOY_FAST,True,QLD,208.31753540039062,0.005024602864043206,1.7142105592078907,0.005024602864043206,0.12119443875719282,0.032044925487905995,0.8417360328908579
2020-01-03,0.005638760828412342,0.5,0.225436839873503,0.993300491286236,0.6055467324037604,RECOVERY,MID_CYCLE,RECOVERY,RECOVERY,DEPLOY_FAST,False,CASH,206.40939331054688,0.020141695857386566,1.4916012752217331,0.020141695857386566,0.23563854770179618,0.05665629136247768,0.6875634650783397
2020-01-06,0.005638760828412342,0.5,2.070866055112773,0.95605852370585,0.8159915295536303,RECOVERY,MID_CYCLE,RECOVERY,RECOVERY,DEPLOY_FAST,True,CASH,207.73931884765625,0.1198598118332393,1.1312453731951149,0.1198598118332393,0.3245360199085727,0.05765781523042399,0.4979463530277641
2020-01-07,0.005638760828412342,0.5,1.9403213052825092,0.9010701386166584,0.8592179311647175,LATE_CYCLE,MID_CYCLE,LATE_CYCLE,RECOVERY,DEPLOY_FAST,False,CASH,207.7103729248047,0.20040146176071644,0.9412432501791137,0.20040146176071644,0.4796068752931841,0.05834608769885781,0.26164557524724164
2020-01-08,0.005638760828412342,0.5,0.8660934550722146,0.9801461233055653,0.7143152068138373,RECOVERY,MID_CYCLE,RECOVERY,RECOVERY,DEPLOY_SLOW,False,CASH,209.27163696289062,0.06712979127725183,1.316430567388753,0.06712979127725183,0.2774764834510248,0.04982992088566995,0.6055638043860533
2020-01-09,0.005638760828412342,0.5,2.114751453831007,0.9734843495418374,0.7190066801132661,RECOVERY,MID_CYCLE,RECOVERY,RECOVERY,DEPLOY_SLOW,False,CASH,211.0448455810547,0.06194400945891092,1.317679381104743,0.06194400945891092,0.30010327467838116,0.05048377851459541,0.5874689373481125
2020-01-10,0.005638760828412342,0.5,2.3992274134665057,0.9061365768222595,0.8385617581545874,LATE_CYCLE,MID_CYCLE,LATE_CYCLE,RECOVERY,DEPLOY_SLOW,False,CASH,210.5051727294922,0.15283854400768893,1.0492258255011828,0.15283854400768893,0.48336795973895286,0.05594863475880981,0.3078448614945484
2020-01-13,0.005638760828412342,0.5,2.2509416389454193,0.8993558125944434,0.8330552370641552,LATE_CYCLE,MID_CYCLE,LATE_CYCLE,RECOVERY,DEPLOY_SLOW,False,CASH,212.9337615966797,0.17753091723834175,1.0061254167145712,0.17753091723834175,0.5073031574905447,0.05116691405759847,0.2639990112135151
2020-01-14,0.005638760828412342,0.5,1.6242809439058654,0.9074641691270383,0.8547346359625304,LATE_CYCLE,MID_CYCLE,LATE_CYCLE,RECOVERY,DEPLOY_SLOW,False,CASH,212.09535217285156,0.22049250308713214,0.8995076427023174,0.22049250308713214,0.47122018193293225,0.04853420997394808,0.25975310500598753
2020-01-15,0.36533809951053686,0.5,1.0840899075954413,0.8763298217213201,0.7845901453480061,LATE_CYCLE,MID_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,212.1820526123047,0.21799243154926706,0.9704704774307472,0.21799243154926706,0.575986458937588,0.04845832907079485,0.15756278044235011
