name,family,feature_count,features,selection_top1_accuracy,selection_mean_brier,selection_mean_entropy,selection_stable_critical_recall,selection_raw_critical_recall,selection_mean_true_regime_probability,selection_mean_true_regime_rank,selection_mean_expected_l1_error,selection_min_regime_true_probability,selection_max_regime_true_rank,holdout_top1_accuracy,holdout_mean_brier,holdout_mean_entropy,holdout_stable_critical_recall,holdout_raw_critical_recall,holdout_mean_true_regime_probability,holdout_mean_true_regime_rank,holdout_mean_expected_l1_error,holdout_min_regime_true_probability,holdout_max_regime_true_rank,rank::selection_top1_accuracy,rank::selection_mean_brier,rank::selection_mean_entropy,rank::selection_stable_critical_recall,rank::selection_mean_true_regime_probability,rank::selection_mean_true_regime_rank,rank::selection_mean_expected_l1_error,rank::selection_min_regime_true_probability,rank::selection_max_regime_true_rank,selection_composite_rank
qqq_core_9__copper_gold_roc_126d__spread_21d__labor_slack,core_plus_optional,9,"real_yield_structural_z,core_capex_momentum,copper_gold_roc_126d,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.1708253358925144,0.9397850771329684,0.7133089024924263,0.0,0.0,0.2435971443052844,2.3032629558541267,1.512805711389431,0.1741917531969353,2.5172413793103448,0.641728624535316,0.4770985471824806,0.6038507323967722,0.8,0.8,0.5286328227837858,1.470724907063197,0.9427343544324284,0.3106065316289181,1.9298245614035088,40.0,13.0,62.0,1.0,33.0,6.0,33.0,19.0,21.0,25.333333333333332
qqq_core_9__breakeven_accel__copper_gold_roc_126d__spread_21d,core_plus_optional,9,"real_yield_structural_z,breakeven_accel,core_capex_momentum,copper_gold_roc_126d,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum",0.1727447216890595,0.941234354627704,0.7119691885941843,0.0,0.0,0.2434115713197366,2.2994241842610363,1.5131768573605269,0.1740372439076921,2.5095785440613025,0.6394052044609665,0.4757227288220881,0.6030793187463307,0.8010752688172043,0.8010752688172043,0.5295192989288523,1.474442379182156,0.9409614021422952,0.3177210527914785,1.932748538011696,36.0,19.0,60.0,1.0,36.0,4.0,36.0,21.0,19.0,25.77777777777778
qqq_core_10__breakeven_accel__copper_gold_roc_126d__spread_21d__labor_slack,core_plus_optional,10,"real_yield_structural_z,breakeven_accel,core_capex_momentum,copper_gold_roc_126d,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.1727447216890595,0.941234354627704,0.7119691885941843,0.0,0.0,0.2434115713197366,2.2994241842610363,1.5131768573605269,0.1740372439076921,2.5095785440613025,0.6394052044609665,0.4757227288220881,0.6030793187463307,0.8010752688172043,0.8010752688172043,0.5295192989288523,1.474442379182156,0.9409614021422952,0.3177210527914785,1.932748538011696,36.0,19.0,60.0,1.0,36.0,4.0,36.0,21.0,19.0,25.77777777777778
qqq_core_7__copper_gold_roc_126d,core_plus_optional,7,"real_yield_structural_z,core_capex_momentum,copper_gold_roc_126d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum",0.2072936660268714,0.9418551828434152,0.6918720046218002,0.0,0.0,0.2454980408715034,2.435700575815739,1.509003918256993,0.1576150416137046,2.846743295019157,0.6263940520446096,0.4839299248909865,0.6009440694303353,0.6204301075268818,0.6204301075268818,0.5247548334803875,1.524628252788104,0.9504903330392248,0.2444510828097214,2.3567251461988303,8.0,21.0,31.0,1.0,15.0,61.0,15.0,36.0,58.0,27.333333333333332
qqq_core_8__copper_gold_roc_126d__labor_slack,core_plus_optional,8,"real_yield_structural_z,core_capex_momentum,copper_gold_roc_126d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.2072936660268714,0.9418551828434152,0.6918720046218002,0.0,0.0,0.2454980408715034,2.435700575815739,1.509003918256993,0.1576150416137046,2.846743295019157,0.6263940520446096,0.4839299248909866,0.6009440694303353,0.6204301075268818,0.6204301075268818,0.5247548334803875,1.524628252788104,0.9504903330392248,0.2444510828097213,2.3567251461988303,8.0,21.0,31.0,1.0,15.0,61.0,15.0,36.0,58.0,27.333333333333332
drop_core_capex_momentum,leave_one_out,11,"real_yield_structural_z,move_21d,breakeven_accel,copper_gold_roc_126d,usdjpy_roc_126d,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.1612284069097888,0.9559174074578224,0.7026241959468815,0.0,0.0,0.2407302934587233,2.3166986564299425,1.5185394130825531,0.1859854354898374,2.475095785440613,0.6881970260223048,0.4586764027993677,0.591286816646068,0.8182795698924731,0.8182795698924731,0.5425981381593066,1.4400557620817844,0.9148037236813868,0.3263924110395095,1.935672514619883,59.0,38.0,43.0,1.0,38.0,16.0,38.0,10.0,4.0,27.444444444444443
qqq_core_8__breakeven_accel__copper_gold_roc_126d,core_plus_optional,8,"real_yield_structural_z,breakeven_accel,core_capex_momentum,copper_gold_roc_126d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum",0.2072936660268714,0.9435428630217036,0.6903989177090732,0.0,0.0,0.2453216093191542,2.431861804222649,1.5093567813616915,0.1574091504823175,2.839080459770115,0.6287174721189591,0.4816167723512434,0.6007486307195901,0.621505376344086,0.621505376344086,0.5258941558916678,1.5223048327137547,0.9482116882166644,0.2514436585205139,2.3508771929824563,8.0,29.0,27.0,1.0,19.0,57.0,19.0,38.0,54.0,28.0
qqq_core_9__breakeven_accel__copper_gold_roc_126d__labor_slack,core_plus_optional,9,"real_yield_structural_z,breakeven_accel,core_capex_momentum,copper_gold_roc_126d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.2072936660268714,0.9435428630217036,0.6903989177090732,0.0,0.0,0.2453216093191542,2.431861804222649,1.5093567813616915,0.1574091504823175,2.839080459770115,0.6287174721189591,0.4816167723512434,0.6007486307195901,0.621505376344086,0.621505376344086,0.5258941558916678,1.5223048327137547,0.9482116882166644,0.2514436585205139,2.3508771929824563,8.0,29.0,27.0,1.0,19.0,57.0,19.0,38.0,54.0,28.0
qqq_core_9__move_21d__breakeven_accel__usdjpy_roc_126d,core_plus_optional,9,"real_yield_structural_z,move_21d,breakeven_accel,core_capex_momentum,usdjpy_roc_126d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum",0.1957773512476007,0.9815753021884728,0.6762178555370882,0.0,0.0,0.2338374065680898,2.404990403071017,1.5323251868638206,0.1400795435214641,2.8314176245210727,0.6143122676579925,0.5267692909504168,0.603103644306726,0.621505376344086,0.621505376344086,0.5007420327985185,1.599442379182156,0.9985159344029632,0.2558081808576177,2.453216374269006,27.0,50.0,1.0,1.0,45.0,33.0,45.0,54.0,50.0,34.0
qqq_core_10__move_21d__breakeven_accel__usdjpy_roc_126d__labor_slack,core_plus_optional,10,"real_yield_structural_z,move_21d,breakeven_accel,core_capex_momentum,usdjpy_roc_126d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.1957773512476007,0.9815753021884728,0.6762178555370882,0.0,0.0,0.2338374065680898,2.404990403071017,1.5323251868638206,0.1400795435214641,2.8314176245210727,0.6143122676579925,0.5267692909504168,0.603103644306726,0.621505376344086,0.621505376344086,0.5007420327985185,1.599442379182156,0.9985159344029632,0.2558081808576177,2.453216374269006,27.0,50.0,1.0,1.0,45.0,33.0,45.0,54.0,50.0,34.0
qqq_core_8__move_21d__usdjpy_roc_126d,core_plus_optional,8,"real_yield_structural_z,move_21d,core_capex_momentum,usdjpy_roc_126d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum",0.1957773512476007,0.9796801599035562,0.6776476374576743,0.0,0.0,0.234169147260705,2.4088291746641075,1.5316617054785897,0.1405342098987487,2.839080459770115,0.616635687732342,0.5282240652767709,0.6033436560102191,0.6204301075268818,0.6204301075268818,0.4999945085381857,1.6008364312267658,1.0000109829236286,0.2503634105325503,2.4590643274853803,27.0,48.0,5.0,1.0,43.0,39.0,43.0,50.0,54.0,34.44444444444444
qqq_core_9__move_21d__usdjpy_roc_126d__labor_slack,core_plus_optional,9,"real_yield_structural_z,move_21d,core_capex_momentum,usdjpy_roc_126d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.1957773512476007,0.9796801599035562,0.6776476374576743,0.0,0.0,0.234169147260705,2.4088291746641075,1.5316617054785897,0.1405342098987487,2.839080459770115,0.616635687732342,0.5282240652767709,0.6033436560102191,0.6204301075268818,0.6204301075268818,0.4999945085381857,1.6008364312267658,1.0000109829236286,0.2503634105325503,2.4590643274853803,27.0,48.0,5.0,1.0,43.0,39.0,43.0,50.0,54.0,34.44444444444444
qqq_core_8__move_21d__breakeven_accel,core_plus_optional,8,"real_yield_structural_z,move_21d,breakeven_accel,core_capex_momentum,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum",0.2092130518234165,0.9735132496360984,0.6809397599606779,0.0,0.0,0.2345598571906385,2.470249520153551,1.5308802856187227,0.1311082492233826,2.9731800766283527,0.5943308550185874,0.5400842134337341,0.60880579707003,0.6279569892473118,0.6279569892473118,0.4920522150844306,1.6110594795539033,1.0158955698311387,0.2516212390772023,2.432748538011696,2.0,42.0,9.0,1.0,41.0,64.0,41.0,66.0,64.0,36.666666666666664
qqq_core_9__move_21d__breakeven_accel__labor_slack,core_plus_optional,9,"real_yield_structural_z,move_21d,breakeven_accel,core_capex_momentum,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.2092130518234165,0.9735132496360984,0.6809397599606779,0.0,0.0,0.2345598571906385,2.470249520153551,1.5308802856187227,0.1311082492233826,2.9731800766283527,0.5943308550185874,0.5400842134337341,0.60880579707003,0.6279569892473118,0.6279569892473118,0.4920522150844306,1.6110594795539033,1.0158955698311387,0.2516212390772023,2.432748538011696,2.0,42.0,9.0,1.0,41.0,64.0,41.0,66.0,64.0,36.666666666666664
qqq_core_7__move_21d,core_plus_optional,7,"real_yield_structural_z,move_21d,core_capex_momentum,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum",0.2072936660268714,0.9714228767546976,0.6825253528751515,0.0,0.0,0.23487559379184,2.472168905950096,1.53024881241632,0.1315408103730536,2.9731800766283527,0.5934014869888475,0.5413703828002412,0.6091332012278498,0.6333333333333333,0.6333333333333333,0.4913484203052843,1.6143122676579926,1.0173031593894315,0.246548861494618,2.4444444444444446,8.0,40.0,13.0,1.0,39.0,66.0,39.0,64.0,64.0,37.111111111111114
qqq_core_8__move_21d__labor_slack,core_plus_optional,8,"real_yield_structural_z,move_21d,core_capex_momentum,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.2072936660268714,0.9714228767546976,0.6825253528751515,0.0,0.0,0.2348755937918399,2.472168905950096,1.53024881241632,0.1315408103730536,2.9731800766283527,0.5934014869888475,0.5413703828002412,0.6091332012278498,0.6333333333333333,0.6333333333333333,0.4913484203052843,1.6143122676579926,1.0173031593894315,0.246548861494618,2.4444444444444446,8.0,40.0,13.0,1.0,40.0,66.0,39.0,64.0,64.0,37.22222222222222
qqq_core_7__usdjpy_roc_126d,core_plus_optional,7,"real_yield_structural_z,core_capex_momentum,usdjpy_roc_126d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum",0.1957773512476007,0.9843736075308064,0.6783980584731348,0.0,0.0,0.2311804266329842,2.4145873320537428,1.5376391467340311,0.1365882969365178,2.8544061302681993,0.6115241635687733,0.5303345809336861,0.607693837946874,0.6096774193548387,0.6096774193548387,0.4976130585580647,1.612918215613383,1.0047738828838706,0.2336811513269241,2.5292397660818713,27.0,54.0,7.0,1.0,51.0,49.0,51.0,56.0,62.0,39.77777777777778
qqq_core_8__usdjpy_roc_126d__labor_slack,core_plus_optional,8,"real_yield_structural_z,core_capex_momentum,usdjpy_roc_126d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.1957773512476007,0.9843736075308064,0.6783980584731348,0.0,0.0,0.2311804266329842,2.4145873320537428,1.5376391467340316,0.1365882969365178,2.8544061302681993,0.6115241635687733,0.5303345809336861,0.607693837946874,0.6096774193548387,0.6096774193548387,0.4976130585580647,1.612918215613383,1.0047738828838706,0.2336811513269241,2.5292397660818713,27.0,54.0,7.0,1.0,51.0,49.0,52.0,56.0,62.0,39.888888888888886
qqq_core_6,first_principles_core,6,"real_yield_structural_z,core_capex_momentum,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum",0.2092130518234165,0.9760485755545992,0.6831114238695887,0.0,0.0,0.2319840186494183,2.4779270633397315,1.5360319627011634,0.1276296706907797,2.9846743295019156,0.5947955390334573,0.5396265585864332,0.6149881047030861,0.6172043010752688,0.6172043010752688,0.4903344140069335,1.620353159851301,1.0193311719861329,0.2301583495408456,2.5146198830409356,2.0,44.0,15.0,1.0,47.0,68.0,47.0,68.0,68.0,40.0
qqq_core_7__labor_slack,core_plus_optional,7,"real_yield_structural_z,core_capex_momentum,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.2092130518234165,0.9760485755545992,0.6831114238695887,0.0,0.0,0.2319840186494183,2.4779270633397315,1.5360319627011634,0.1276296706907797,2.9846743295019156,0.5947955390334573,0.5396265585864332,0.6149881047030861,0.6172043010752688,0.6172043010752688,0.4903344140069335,1.620353159851301,1.0193311719861329,0.2301583495408456,2.5146198830409356,2.0,44.0,15.0,1.0,47.0,68.0,47.0,68.0,68.0,40.0
qqq_core_8__breakeven_accel__usdjpy_roc_126d,core_plus_optional,8,"real_yield_structural_z,breakeven_accel,core_capex_momentum,usdjpy_roc_126d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum",0.1957773512476007,0.9862769972122396,0.6769536647724156,0.0,0.0,0.2308627568744921,2.4107485604606524,1.5382744862510158,0.1361421127959211,2.846743295019157,0.6096654275092936,0.5284066495338927,0.6073682331512288,0.6086021505376344,0.6086021505376344,0.4986413293421981,1.6110594795539033,1.0027173413156036,0.2403749598708184,2.5233918128654973,27.0,62.0,3.0,1.0,53.0,41.0,53.0,62.0,58.0,40.0
qqq_core_9__breakeven_accel__usdjpy_roc_126d__labor_slack,core_plus_optional,9,"real_yield_structural_z,breakeven_accel,core_capex_momentum,usdjpy_roc_126d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.1957773512476007,0.9862769972122396,0.6769536647724156,0.0,0.0,0.2308627568744921,2.4107485604606524,1.5382744862510158,0.1361421127959211,2.846743295019157,0.6096654275092936,0.5284066495338927,0.6073682331512288,0.6086021505376344,0.6086021505376344,0.4986413293421981,1.6110594795539033,1.0027173413156036,0.2403749598708184,2.5233918128654973,27.0,62.0,3.0,1.0,53.0,41.0,53.0,62.0,58.0,40.0
qqq_core_8__breakeven_accel__labor_slack,core_plus_optional,8,"real_yield_structural_z,breakeven_accel,core_capex_momentum,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.2092130518234165,0.9781440632517698,0.6815155526552799,0.0,0.0,0.2316812856082195,2.4779270633397315,1.536637428783561,0.1272041945662127,2.9846743295019156,0.5980483271375465,0.5378132726967598,0.614631418774978,0.6118279569892473,0.6118279569892473,0.491322990043714,1.6138475836431228,1.017354019912572,0.2364262136710644,2.502923976608187,2.0,46.0,11.0,1.0,49.0,68.0,49.0,70.0,68.0,40.44444444444444
qqq_core_7__breakeven_accel,core_plus_optional,7,"real_yield_structural_z,breakeven_accel,core_capex_momentum,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum",0.2092130518234165,0.9781440632517698,0.6815155526552799,0.0,0.0,0.2316812856082195,2.4779270633397315,1.5366374287835611,0.1272041945662127,2.9846743295019156,0.5980483271375465,0.5378132726967598,0.614631418774978,0.6118279569892473,0.6118279569892473,0.491322990043714,1.6138475836431228,1.017354019912572,0.2364262136710644,2.502923976608187,2.0,46.0,11.0,1.0,49.0,68.0,50.0,70.0,68.0,40.55555555555556
drop_liquidity_252d,leave_one_out,11,"real_yield_structural_z,move_21d,breakeven_accel,core_capex_momentum,copper_gold_roc_126d,usdjpy_roc_126d,spread_21d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.1669865642994241,0.9584169005657456,0.7255027534235204,0.0,0.0,0.2297485433221715,2.4433781190019195,1.540502913355657,0.1669427338586075,2.6628352490421454,0.6482342007434945,0.489704304163606,0.6174868325138946,0.8129032258064516,0.8129032258064516,0.5188151950112885,1.482806691449814,0.9623696099774234,0.3113771833608105,1.932748538011696,46.0,39.0,69.0,1.0,55.0,63.0,55.0,31.0,25.0,42.666666666666664
qqq_core_9__move_21d__usdjpy_roc_126d__spread_21d,core_plus_optional,9,"real_yield_structural_z,move_21d,core_capex_momentum,usdjpy_roc_126d,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum",0.1362763915547025,0.9898516561954788,0.6997064181657623,0.0,0.0,0.2260961121598696,2.3896353166986564,1.5478077756802606,0.149462207623257,2.6704980842911876,0.662639405204461,0.5039777910355037,0.607550090982536,0.7516129032258064,0.7516129032258064,0.5131550996724059,1.483271375464684,0.9736898006551884,0.314549510994953,1.9912280701754383,70.0,64.0,39.0,1.0,60.0,27.0,60.0,40.0,26.0,43.0
qqq_core_10__move_21d__usdjpy_roc_126d__spread_21d__labor_slack,core_plus_optional,10,"real_yield_structural_z,move_21d,core_capex_momentum,usdjpy_roc_126d,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.1362763915547025,0.9898516561954788,0.6997064181657623,0.0,0.0,0.2260961121598696,2.3896353166986564,1.5478077756802606,0.149462207623257,2.6704980842911876,0.662639405204461,0.5039777910355037,0.607550090982536,0.7516129032258064,0.7516129032258064,0.5131550996724059,1.483271375464684,0.9736898006551884,0.314549510994953,1.9912280701754383,70.0,64.0,39.0,1.0,60.0,27.0,60.0,40.0,26.0,43.0
drop_copper_gold_roc_126d,leave_one_out,11,"real_yield_structural_z,move_21d,breakeven_accel,core_capex_momentum,usdjpy_roc_126d,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.1401151631477927,0.991382665093316,0.6984675136943874,0.0,0.0,0.2257942190169018,2.3761996161228405,1.5484115619661964,0.1491168441000249,2.6590038314176243,0.662639405204461,0.5027324104414926,0.6068400492357712,0.7537634408602151,0.7537634408602151,0.513934787070581,1.4842007434944238,0.972130425858838,0.321398149081188,1.97953216374269,68.0,68.0,37.0,1.0,68.0,23.0,68.0,42.0,23.0,44.22222222222222
qqq_core_10__move_21d__breakeven_accel__usdjpy_roc_126d__spread_21d,core_plus_optional,10,"real_yield_structural_z,move_21d,breakeven_accel,core_capex_momentum,usdjpy_roc_126d,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum",0.1401151631477927,0.991382665093316,0.6984675136943874,0.0,0.0,0.2257942190169018,2.3761996161228405,1.5484115619661964,0.1491168441000249,2.6590038314176243,0.662639405204461,0.5027324104414926,0.6068400492357712,0.7537634408602151,0.7537634408602151,0.513934787070581,1.4842007434944238,0.972130425858838,0.321398149081188,1.97953216374269,68.0,68.0,37.0,1.0,68.0,23.0,68.0,42.0,23.0,44.22222222222222
qqq_core_9__move_21d__breakeven_accel__spread_21d,core_plus_optional,9,"real_yield_structural_z,move_21d,breakeven_accel,core_capex_momentum,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum",0.1631477927063339,0.9847522616166628,0.7040011407188596,0.0,0.0,0.2260290273063399,2.401151631477927,1.5479419453873202,0.1403192177474642,2.731800766283525,0.620817843866171,0.5284674990665816,0.6118606810819742,0.7462365591397849,0.7462365591397849,0.4992629225703771,1.5232342007434945,1.0014741548592456,0.3152674007661317,1.956140350877193,57.0,58.0,46.0,1.0,62.0,31.0,62.0,52.0,32.0,44.55555555555556
qqq_core_10__move_21d__breakeven_accel__spread_21d__labor_slack,core_plus_optional,10,"real_yield_structural_z,move_21d,breakeven_accel,core_capex_momentum,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.1631477927063339,0.9847522616166628,0.7040011407188596,0.0,0.0,0.2260290273063399,2.401151631477927,1.5479419453873202,0.1403192177474642,2.731800766283525,0.620817843866171,0.5284674990665816,0.6118606810819742,0.7462365591397849,0.7462365591397849,0.4992629225703771,1.5232342007434945,1.0014741548592456,0.3152674007661317,1.956140350877193,57.0,58.0,46.0,1.0,62.0,31.0,62.0,52.0,32.0,44.55555555555556
qqq_core_8__usdjpy_roc_126d__spread_21d,core_plus_optional,8,"real_yield_structural_z,core_capex_momentum,usdjpy_roc_126d,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum",0.1439539347408829,0.9912341340314812,0.6978470252224079,0.0,0.0,0.2258787126847082,2.3915547024952017,1.5482425746305837,0.1453880297473727,2.6934865900383143,0.6598513011152416,0.5000881216006738,0.6142960169725983,0.7505376344086021,0.7505376344086021,0.5126795889290974,1.4855947955390334,0.9746408221418054,0.3051587785418502,2.017543859649123,66.0,66.0,35.0,1.0,66.0,29.0,66.0,44.0,30.0,44.77777777777778
qqq_core_9__usdjpy_roc_126d__spread_21d__labor_slack,core_plus_optional,9,"real_yield_structural_z,core_capex_momentum,usdjpy_roc_126d,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.1439539347408829,0.9912341340314812,0.6978470252224079,0.0,0.0,0.2258787126847082,2.3915547024952017,1.5482425746305837,0.1453880297473727,2.6934865900383143,0.6598513011152416,0.5000881216006738,0.6142960169725983,0.7505376344086021,0.7505376344086021,0.5126795889290974,1.4855947955390334,0.9746408221418054,0.3051587785418502,2.017543859649123,66.0,66.0,35.0,1.0,66.0,29.0,66.0,44.0,30.0,44.77777777777778
qqq_core_9__breakeven_accel__usdjpy_roc_126d__spread_21d,core_plus_optional,9,"real_yield_structural_z,breakeven_accel,core_capex_momentum,usdjpy_roc_126d,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum",0.1477927063339731,0.9928130305811548,0.6965704959742907,0.0,0.0,0.2255805197248958,2.378119001919386,1.5488389605502082,0.1450414427604243,2.681992337164751,0.6565985130111525,0.4986006008891704,0.6136049028290895,0.7505376344086021,0.7505376344086021,0.513564082825471,1.4897769516728625,0.972871834349058,0.3125808015655555,2.008771929824561,64.0,70.0,33.0,1.0,70.0,25.0,70.0,46.0,28.0,45.22222222222222
qqq_core_10__breakeven_accel__usdjpy_roc_126d__spread_21d__labor_slack,core_plus_optional,10,"real_yield_structural_z,breakeven_accel,core_capex_momentum,usdjpy_roc_126d,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.1477927063339731,0.9928130305811548,0.6965704959742907,0.0,0.0,0.2255805197248958,2.378119001919386,1.5488389605502082,0.1450414427604243,2.681992337164751,0.6565985130111525,0.4986006008891704,0.6136049028290895,0.7505376344086021,0.7505376344086021,0.513564082825471,1.4897769516728625,0.972871834349058,0.3125808015655555,2.008771929824561,64.0,70.0,33.0,1.0,70.0,25.0,70.0,46.0,28.0,45.22222222222222
qqq_core_8__move_21d__spread_21d,core_plus_optional,8,"real_yield_structural_z,move_21d,core_capex_momentum,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum",0.1497120921305182,0.9830217976400834,0.705417012338197,0.0,0.0,0.2263096077565095,2.4222648752399234,1.5473807844869811,0.1406305353341677,2.7471264367816093,0.6231412639405205,0.5292959026024848,0.6127965553347303,0.7473118279569892,0.7473118279569892,0.49855086006047,1.5181226765799256,1.00289827987906,0.3088571186599725,1.953216374269006,62.0,52.0,48.0,1.0,56.0,53.0,56.0,48.0,34.0,45.55555555555556
qqq_core_9__move_21d__spread_21d__labor_slack,core_plus_optional,9,"real_yield_structural_z,move_21d,core_capex_momentum,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.1497120921305182,0.9830217976400834,0.705417012338197,0.0,0.0,0.2263096077565095,2.4222648752399234,1.5473807844869811,0.1406305353341677,2.7471264367816093,0.6231412639405205,0.5292959026024848,0.6127965553347303,0.7473118279569892,0.7473118279569892,0.49855086006047,1.5181226765799256,1.00289827987906,0.3088571186599725,1.953216374269006,62.0,52.0,48.0,1.0,56.0,53.0,56.0,48.0,34.0,45.55555555555556
qqq_core_8__breakeven_accel__spread_21d,core_plus_optional,8,"real_yield_structural_z,breakeven_accel,core_capex_momentum,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum",0.1689059500959693,0.9861739170783324,0.7018882079824829,0.0,0.0,0.2259005586396452,2.4107485604606524,1.5481988827207092,0.1362106461196719,2.7547892720306515,0.6203531598513011,0.5218984661288848,0.6195546276409891,0.7451612903225806,0.7451612903225806,0.4997458614392367,1.5223048327137547,1.0005082771215266,0.3064388326407443,1.9736842105263157,44.0,60.0,41.0,1.0,64.0,41.0,64.0,60.0,36.0,45.666666666666664
qqq_core_9__breakeven_accel__spread_21d__labor_slack,core_plus_optional,9,"real_yield_structural_z,breakeven_accel,core_capex_momentum,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.1689059500959693,0.9861739170783324,0.7018882079824829,0.0,0.0,0.2259005586396452,2.4107485604606524,1.5481988827207092,0.1362106461196719,2.7547892720306515,0.6203531598513011,0.5218984661288848,0.6195546276409891,0.7451612903225806,0.7451612903225806,0.4997458614392367,1.5223048327137547,1.0005082771215266,0.3064388326407443,1.9736842105263157,44.0,60.0,41.0,1.0,64.0,41.0,64.0,60.0,36.0,45.666666666666664
qqq_core_7__spread_21d,core_plus_optional,7,"real_yield_structural_z,core_capex_momentum,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum",0.1573896353166986,0.9843971774300376,0.7033375273142233,0.0,0.0,0.2261781587011247,2.431861804222649,1.5476436825977509,0.1365239740646431,2.773946360153257,0.6245353159851301,0.5229610065133949,0.6204490736865944,0.7462365591397849,0.7462365591397849,0.4989526327004363,1.5157992565055762,1.0020947345991271,0.2995093080594115,1.9707602339181287,60.0,56.0,44.0,1.0,58.0,57.0,59.0,58.0,42.0,48.333333333333336
qqq_core_8__spread_21d__labor_slack,core_plus_optional,8,"real_yield_structural_z,core_capex_momentum,spread_21d,liquidity_252d,erp_absolute,spread_absolute,pmi_momentum,labor_slack",0.1573896353166986,0.9843971774300376,0.7033375273142233,0.0,0.0,0.2261781587011246,2.431861804222649,1.5476436825977506,0.1365239740646431,2.773946360153257,0.6245353159851301,0.5229610065133949,0.6204490736865944,0.7462365591397849,0.7462365591397849,0.4989526327004363,1.5157992565055762,1.0020947345991271,0.2995093080594115,1.9707602339181287,60.0,56.0,44.0,1.0,59.0,57.0,58.0,58.0,42.0,48.333333333333336
