scenario,rows,approx_total_return,approx_max_drawdown,mean_target_beta,mean_turnover,left_tail_mean_beta,mean_expected_beta,beta_expectation_mae,beta_expectation_rmse,beta_expectation_within_5pct,mean_raw_beta,raw_beta_expected_mae,raw_beta_expected_within_5pct,mean_standard_beta,standard_beta_expected_mae,standard_beta_expected_within_5pct,posterior_vs_benchmark_process,probability_within_band_share,delta_within_band_share,acceleration_within_band_share,transition_probability_within_band_share,stable_vs_benchmark_regime,entropy_within_band_share,entropy_mae,transition_entropy_within_band_share,acceptance_pass,acceptance_reason,tractor_threshold,sidecar_threshold,calm_threshold
s5_tractor,1240.0,0.8547541668123748,-0.0826843722382633,0.6522680716202822,0.026412569253282295,0.6456177791069305,0.8780645161290324,0.2689939666363901,0.332338864464827,0.1403225806451613,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.25,0.2,0.1
s4s5_panorama,1240.0,0.7298996266334805,-0.08268437223826319,0.6129931948607867,0.028555748286756326,0.5865194154771459,0.8780645161290324,0.288713886804716,0.35783838939998797,0.18064516129032257,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,False,Process Distortion,0.25,0.2,0.1
standard,1240.0,0.8893130648564243,-0.10670610397057056,0.6925937655158146,0.027010566136743033,0.7081306805050552,0.8780645161290324,0.26052879327665796,0.2995653673172221,0.03951612903225806,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.25,0.2,0.15
s4_sidecar,1240.0,0.7298996266334805,-0.08268437223826319,0.6129931948607867,0.028555748286756326,0.5865194154771459,0.8780645161290324,0.288713886804716,0.35783838939998797,0.18064516129032257,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,False,Process Distortion,0.25,0.2,0.15
s5_tractor,1240.0,0.8547541668123748,-0.0826843722382633,0.6522680716202822,0.026412569253282295,0.6456177791069305,0.8780645161290324,0.2689939666363901,0.332338864464827,0.1403225806451613,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.25,0.2,0.15
s4s5_panorama,1240.0,0.8730298473518234,-0.08268437223826286,0.7002422240347447,0.04704267611847713,0.6158207103156996,0.8780645161290324,0.3092408658513337,0.37182065506843237,0.16774193548387098,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,False,Turnover Regression,0.25,0.2,0.15
standard,1240.0,0.8893130648564243,-0.10670610397057056,0.6925937655158146,0.027010566136743033,0.7081306805050552,0.8780645161290324,0.26052879327665796,0.2995653673172221,0.03951612903225806,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.25,0.25,0.05
s4_sidecar,1240.0,0.8277011357083583,-0.08329694566552659,0.6509765463347811,0.02821456526263822,0.6518147330484086,0.8780645161290324,0.274688251445283,0.33750135363106454,0.12661290322580646,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.25,0.25,0.05
s5_tractor,1240.0,0.8547541668123748,-0.0826843722382633,0.6522680716202822,0.026412569253282295,0.6456177791069305,0.8780645161290324,0.2689939666363901,0.332338864464827,0.1403225806451613,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.25,0.25,0.05
s4s5_panorama,1240.0,0.8238144192600769,-0.08268437223826297,0.646474800055686,0.02866846010789537,0.6439673944748341,0.8780645161290324,0.27349024525650384,0.3377903377846775,0.14193548387096774,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.25,0.25,0.05
standard,1240.0,0.8893130648564243,-0.10670610397057056,0.6925937655158146,0.027010566136743033,0.7081306805050552,0.8780645161290324,0.26052879327665796,0.2995653673172221,0.03951612903225806,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.25,0.25,0.1
s4_sidecar,1240.0,0.8277011357083583,-0.08329694566552659,0.6509765463347811,0.02821456526263822,0.6518147330484086,0.8780645161290324,0.274688251445283,0.33750135363106454,0.12661290322580646,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.25,0.25,0.1
s5_tractor,1240.0,0.8547541668123748,-0.0826843722382633,0.6522680716202822,0.026412569253282295,0.6456177791069305,0.8780645161290324,0.2689939666363901,0.332338864464827,0.1403225806451613,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.25,0.25,0.1
s4s5_panorama,1240.0,0.8238144192600769,-0.08268437223826297,0.646474800055686,0.02866846010789537,0.6439673944748341,0.8780645161290324,0.27349024525650384,0.3377903377846775,0.14193548387096774,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.25,0.25,0.1
standard,1240.0,0.8893130648564243,-0.10670610397057056,0.6925937655158146,0.027010566136743033,0.7081306805050552,0.8780645161290324,0.26052879327665796,0.2995653673172221,0.03951612903225806,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.25,0.25,0.15
s4_sidecar,1240.0,0.8277011357083583,-0.08329694566552659,0.6509765463347811,0.02821456526263822,0.6518147330484086,0.8780645161290324,0.274688251445283,0.33750135363106454,0.12661290322580646,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.25,0.25,0.15
s5_tractor,1240.0,0.8547541668123748,-0.0826843722382633,0.6522680716202822,0.026412569253282295,0.6456177791069305,0.8780645161290324,0.2689939666363901,0.332338864464827,0.1403225806451613,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.25,0.25,0.15
s4s5_panorama,1240.0,0.9747150590191567,-0.08268437223826253,0.7337238292296439,0.047124469880562,0.6732686893133878,0.8780645161290324,0.29401722430312155,0.352568573341169,0.12903225806451613,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,False,Turnover Regression,0.25,0.25,0.15
standard,1240.0,0.8893130648564243,-0.10670610397057056,0.6925937655158146,0.027010566136743033,0.7081306805050552,0.8780645161290324,0.26052879327665796,0.2995653673172221,0.03951612903225806,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.15,0.05
s4_sidecar,1240.0,0.6440100963066779,-0.08268437223826319,0.5296429138346859,0.0104304360791324,0.5069890277420915,0.8780645161290324,0.34846817471893204,0.41475223359191266,0.2161290322580645,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,False,Process Distortion,0.3,0.15,0.05
s5_tractor,1240.0,0.8475511548259129,-0.08268437223826297,0.6605358471262728,0.02679222166260221,0.6469565128040357,0.8780645161290324,0.263420374705777,0.32317548121529704,0.13225806451612904,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.15,0.05
s4s5_panorama,1240.0,0.6440100963066779,-0.08268437223826319,0.5296429138346859,0.0104304360791324,0.5069890277420915,0.8780645161290324,0.34846817471893204,0.41475223359191266,0.2161290322580645,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,False,Process Distortion,0.3,0.15,0.05
standard,1240.0,0.8893130648564243,-0.10670610397057056,0.6925937655158146,0.027010566136743033,0.7081306805050552,0.8780645161290324,0.26052879327665796,0.2995653673172221,0.03951612903225806,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.15,0.1
s4_sidecar,1240.0,0.6440100963066779,-0.08268437223826319,0.5296429138346859,0.0104304360791324,0.5069890277420915,0.8780645161290324,0.34846817471893204,0.41475223359191266,0.2161290322580645,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,False,Process Distortion,0.3,0.15,0.1
s5_tractor,1240.0,0.8475511548259129,-0.08268437223826297,0.6605358471262728,0.02679222166260221,0.6469565128040357,0.8780645161290324,0.263420374705777,0.32317548121529704,0.13225806451612904,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.15,0.1
s4s5_panorama,1240.0,0.6440100963066779,-0.08268437223826319,0.5296429138346859,0.0104304360791324,0.5069890277420915,0.8780645161290324,0.34846817471893204,0.41475223359191266,0.2161290322580645,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,False,Process Distortion,0.3,0.15,0.1
standard,1240.0,0.8893130648564243,-0.10670610397057056,0.6925937655158146,0.027010566136743033,0.7081306805050552,0.8780645161290324,0.26052879327665796,0.2995653673172221,0.03951612903225806,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.15,0.15
s4_sidecar,1240.0,0.6440100963066779,-0.08268437223826319,0.5296429138346859,0.0104304360791324,0.5069890277420915,0.8780645161290324,0.34846817471893204,0.41475223359191266,0.2161290322580645,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,False,Process Distortion,0.3,0.15,0.15
s5_tractor,1240.0,0.8475511548259129,-0.08268437223826297,0.6605358471262728,0.02679222166260221,0.6469565128040357,0.8780645161290324,0.263420374705777,0.32317548121529704,0.13225806451612904,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.15,0.15
s4s5_panorama,1240.0,0.7800339004192198,-0.08268437223826297,0.6168919430086438,0.03053063011174462,0.5362903225806451,0.8780645161290324,0.36899515376554964,0.4268743396792799,0.2032258064516129,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,False,Process Distortion,0.3,0.15,0.15
standard,1240.0,0.8893130648564243,-0.10670610397057056,0.6925937655158146,0.027010566136743033,0.7081306805050552,0.8780645161290324,0.26052879327665796,0.2995653673172221,0.03951612903225806,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.2,0.05
s4_sidecar,1240.0,0.7298996266334805,-0.08268437223826319,0.6129931948607867,0.028555748286756326,0.5865194154771459,0.8780645161290324,0.288713886804716,0.35783838939998797,0.18064516129032257,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,False,Process Distortion,0.3,0.2,0.05
s5_tractor,1240.0,0.8475511548259129,-0.08268437223826297,0.6605358471262728,0.02679222166260221,0.6469565128040357,0.8780645161290324,0.263420374705777,0.32317548121529704,0.13225806451612904,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.2,0.05
s4s5_panorama,1240.0,0.7298996266334805,-0.08268437223826319,0.6129931948607867,0.028555748286756326,0.5865194154771459,0.8780645161290324,0.288713886804716,0.35783838939998797,0.18064516129032257,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,False,Process Distortion,0.3,0.2,0.05
standard,1240.0,0.8893130648564243,-0.10670610397057056,0.6925937655158146,0.027010566136743033,0.7081306805050552,0.8780645161290324,0.26052879327665796,0.2995653673172221,0.03951612903225806,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.2,0.1
s4_sidecar,1240.0,0.7298996266334805,-0.08268437223826319,0.6129931948607867,0.028555748286756326,0.5865194154771459,0.8780645161290324,0.288713886804716,0.35783838939998797,0.18064516129032257,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,False,Process Distortion,0.3,0.2,0.1
s5_tractor,1240.0,0.8475511548259129,-0.08268437223826297,0.6605358471262728,0.02679222166260221,0.6469565128040357,0.8780645161290324,0.263420374705777,0.32317548121529704,0.13225806451612904,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.2,0.1
s4s5_panorama,1240.0,0.7298996266334805,-0.08268437223826319,0.6129931948607867,0.028555748286756326,0.5865194154771459,0.8780645161290324,0.288713886804716,0.35783838939998797,0.18064516129032257,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,False,Process Distortion,0.3,0.2,0.1
standard,1240.0,0.8893130648564243,-0.10670610397057056,0.6925937655158146,0.027010566136743033,0.7081306805050552,0.8780645161290324,0.26052879327665796,0.2995653673172221,0.03951612903225806,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.2,0.15
s4_sidecar,1240.0,0.7298996266334805,-0.08268437223826319,0.6129931948607867,0.028555748286756326,0.5865194154771459,0.8780645161290324,0.288713886804716,0.35783838939998797,0.18064516129032257,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,False,Process Distortion,0.3,0.2,0.15
s5_tractor,1240.0,0.8475511548259129,-0.08268437223826297,0.6605358471262728,0.02679222166260221,0.6469565128040357,0.8780645161290324,0.263420374705777,0.32317548121529704,0.13225806451612904,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.2,0.15
s4s5_panorama,1240.0,0.8730298473518234,-0.08268437223826286,0.7002422240347447,0.04704267611847713,0.6158207103156996,0.8780645161290324,0.3092408658513337,0.37182065506843237,0.16774193548387098,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,False,Turnover Regression,0.3,0.2,0.15
standard,1240.0,0.8893130648564243,-0.10670610397057056,0.6925937655158146,0.027010566136743033,0.7081306805050552,0.8780645161290324,0.26052879327665796,0.2995653673172221,0.03951612903225806,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.25,0.05
s4_sidecar,1240.0,0.8277011357083583,-0.08329694566552659,0.6509765463347811,0.02821456526263822,0.6518147330484086,0.8780645161290324,0.274688251445283,0.33750135363106454,0.12661290322580646,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.25,0.05
s5_tractor,1240.0,0.8475511548259129,-0.08268437223826297,0.6605358471262728,0.02679222166260221,0.6469565128040357,0.8780645161290324,0.263420374705777,0.32317548121529704,0.13225806451612904,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.25,0.05
s4s5_panorama,1240.0,0.817111969009396,-0.08268437223826286,0.6485285531445351,0.029147527276152822,0.6453061281719393,0.8780645161290324,0.2741306757430323,0.33757279221096614,0.1338709677419355,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.25,0.05
standard,1240.0,0.8893130648564243,-0.10670610397057056,0.6925937655158146,0.027010566136743033,0.7081306805050552,0.8780645161290324,0.26052879327665796,0.2995653673172221,0.03951612903225806,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.25,0.1
s4_sidecar,1240.0,0.8277011357083583,-0.08329694566552659,0.6509765463347811,0.02821456526263822,0.6518147330484086,0.8780645161290324,0.274688251445283,0.33750135363106454,0.12661290322580646,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.25,0.1
s5_tractor,1240.0,0.8475511548259129,-0.08268437223826297,0.6605358471262728,0.02679222166260221,0.6469565128040357,0.8780645161290324,0.263420374705777,0.32317548121529704,0.13225806451612904,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.25,0.1
s4s5_panorama,1240.0,0.817111969009396,-0.08268437223826286,0.6485285531445351,0.029147527276152822,0.6453061281719393,0.8780645161290324,0.2741306757430323,0.33757279221096614,0.1338709677419355,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.25,0.1
standard,1240.0,0.8893130648564243,-0.10670610397057056,0.6925937655158146,0.027010566136743033,0.7081306805050552,0.8780645161290324,0.26052879327665796,0.2995653673172221,0.03951612903225806,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.25,0.15
s4_sidecar,1240.0,0.8277011357083583,-0.08329694566552659,0.6509765463347811,0.02821456526263822,0.6518147330484086,0.8780645161290324,0.274688251445283,0.33750135363106454,0.12661290322580646,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.25,0.15
s5_tractor,1240.0,0.8475511548259129,-0.08268437223826297,0.6605358471262728,0.02679222166260221,0.6469565128040357,0.8780645161290324,0.263420374705777,0.32317548121529704,0.13225806451612904,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.3,0.25,0.15
s4s5_panorama,1240.0,0.9674580545221059,-0.08268437223826264,0.7357775823184931,0.04760353704881946,0.674607423010493,0.8780645161290324,0.29465765478964995,0.3523601519017848,0.12096774193548387,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,False,Turnover Regression,0.3,0.25,0.15
