,tractor_prob,sidecar_prob,sidecar_valid
2014-06-04,0.058722052742851825,0.13833894357831186,True
2014-06-05,0.059954457367502406,0.13783984446622935,True
2014-06-06,0.05803066013578729,0.13456692171619616,True
2014-06-09,0.05336144854956094,0.13240739402785892,True
2014-06-10,0.05561952479013997,0.1357058887574006,True
2014-06-11,0.05498538933366378,0.13532731021544148,True
2014-06-12,0.05817216800596112,0.13497094511366614,True
2014-06-13,0.06402390777643409,0.13829785048835513,True
2014-06-16,0.055496726139426134,0.1286104285363403,True
2014-06-17,0.058098572418080544,0.13084891138626137,True
2014-06-18,0.055068160233127196,0.1281858812281819,True
2014-06-19,0.048327056673478336,0.12251885531541479,True
2014-06-20,0.048369968478305554,0.12194370899856675,True
2014-06-23,0.04975928392286428,0.12232194036231166,True
2014-06-24,0.05017255438791496,0.1237421696327014,True
2014-06-25,0.0503982571140289,0.120808334416996,True
2014-06-26,0.048006023022914714,0.11916664422609263,True
2014-06-27,0.0484042246877905,0.11905447927254367,True
2014-06-30,0.046729344865979364,0.11739715371263929,True
2014-07-01,0.04850075812502838,0.11897045474762284,True
2014-07-02,0.04646672136557134,0.11778764210244819,True
2014-07-03,0.04496208177766513,0.11660060676833119,True
2014-07-04,0.042951075954788406,,False
2014-07-07,0.042950498468861745,0.11480680138151028,True
2014-07-08,0.04760833141942689,0.1200794583836258,True
2014-07-09,0.05117338793137226,0.12501189115806213,True
2014-07-10,0.04994372931882404,0.12265927474020002,True
2014-07-11,0.05478779398317215,0.12628993928701496,True
2014-07-14,0.05244349375806642,0.12257118160736419,True
2014-07-15,0.0511252375843614,0.12292511786880005,True
2014-07-16,0.05102838167515869,0.12473546486309096,True
2014-07-17,0.04620801640371568,0.12043816735978768,True
2014-07-18,0.0667536698098721,0.13362865944247554,True
2014-07-21,0.05203392173517967,0.12017995846611759,True
2014-07-22,0.0563240997720543,0.12520879797820827,True
2014-07-23,0.053160166757077694,0.11951220837347667,True
2014-07-24,0.04951160689080848,0.11901764544440262,True
2014-07-25,0.05129222528225559,0.11984199093946422,True
2014-07-28,0.05649706104169527,0.12471556817449603,True
2014-07-29,0.055766576538916264,0.12520839366436098,True
2014-07-30,0.11191042225695026,0.18174701523389422,True
2014-07-31,0.1117801323987214,0.18147715450820273,True
2014-08-01,0.16014057163698026,0.20765717443513776,True
2014-08-04,0.1620193738864334,0.20860366558968776,True
2014-08-05,0.1348005249797926,0.19534988738217368,True
2014-08-06,0.16139495813866703,0.20378795948948025,True
2014-08-07,0.15446885752588974,0.20034778951956364,True
2014-08-08,0.16014337976837487,0.20498158601521124,True
2014-08-11,0.1469283151988191,0.1974821864239118,True
2014-08-12,0.12563115209544656,0.1851755369637751,True
2014-08-13,0.12405058213909159,0.18415695087720305,True
2014-08-14,0.10858507354907343,0.17526802880371675,True
2014-08-15,0.09074643333949306,0.16158957561866816,True
2014-08-18,0.09932491341576662,0.16581756890019037,True
2014-08-19,0.0888108058437733,0.16184743664131404,True
2014-08-20,0.08771525954677517,0.1621489069009883,True
2014-08-21,0.08325542038587665,0.15907909494652073,True
2014-08-22,0.08333146810094334,0.15958685996159439,True
2014-08-25,0.08086923656009178,0.15780338848688427,True
2014-08-26,0.08355501191268826,0.15975933220367788,True
2014-08-27,0.08288721529121763,0.1595831609134257,True
2014-08-28,0.061466906598284056,0.1344592595469558,True
2014-08-29,0.06407010724716837,0.13632170980712865,True
2014-09-01,0.06350015506584263,,False
2014-09-02,0.06363557308231958,0.13657149620998296,True
2014-09-03,0.06603107177478995,0.138331195548448,True
2014-09-04,0.06713932986366354,0.139770071535755,True
2014-09-05,0.06971449117080956,0.1419052931861539,True
2014-09-08,0.06454464928365275,0.13781578184330023,True
2014-09-09,0.07012997748916869,0.1413776647721885,True
2014-09-10,0.07907800825237318,0.14774107776232612,True
2014-09-11,0.0725766078439072,0.14415272552192543,True
2014-09-12,0.07206188034153892,0.14331925425764838,True
2014-09-15,0.08145141355597608,0.15133452595882693,True
2014-09-16,0.09120798922039115,0.16323613678954021,True
2014-09-17,0.07406828510033493,0.15245762807315594,True
2014-09-18,0.07349470856867843,0.14489431517466955,True
2014-09-19,0.06713195101203318,0.13881221988899956,True
2014-09-22,0.0684034398145045,0.14265207378266753,True
2014-09-23,0.08682487366006122,0.15898853499834345,True
2014-09-24,0.10477007253554256,0.16852342262811598,True
2014-09-25,0.0818874209204771,0.15715284357470533,True
2014-09-26,0.1172373045434848,0.18300132992713541,True
2014-09-29,0.10478979576748838,0.16923177616200846,True
2014-09-30,0.1251805017312493,0.1833579504923483,True
2014-10-01,0.1319785585605158,0.18204165214232543,True
2014-10-02,0.14194163033349008,0.19494901652353827,True
2014-10-03,0.13125962237080002,0.1873055277179937,True
2014-10-06,0.10267647984017675,0.17560100975266987,True
2014-10-07,0.11926698270334699,0.17942828926946447,True
2014-10-08,0.15905557117646787,0.19439771528702388,True
2014-10-09,0.11405230071588238,0.17483073985552713,True
2014-10-10,0.20681333927535778,0.20759436578182527,True
2014-10-13,0.30149415018980474,0.24166197216639548,True
2014-10-14,0.46215771550683654,0.2958257693633762,True
2014-10-15,0.3791261439348269,0.27677111159875534,True
2014-10-16,0.542291952369354,0.30706369960037827,True
2014-10-17,0.49164898957856595,0.2889625958198269,True
2014-10-20,0.33892810927068956,0.2387905486007257,True
2014-10-21,0.20592414459027766,0.19628194976978192,True
2014-10-22,0.13494408064049637,0.1727500765024343,True
2014-10-23,0.18592240826833106,0.19900758850114272,True
2014-10-24,0.14782390422058123,0.18864928591710603,True
2014-10-27,0.13774479096135683,0.18140512812095488,True
2014-10-28,0.13701860477572794,0.17971367344332118,True
2014-10-29,0.10035981921943665,0.16589335364878924,True
2014-10-30,0.1170173044106071,0.1692867403082263,True
2014-10-31,0.10419810465767479,0.16762277737131,True
2014-11-03,0.09479323267549551,0.16040195747647265,True
2014-11-04,0.10946611607051535,0.16739571930049602,True
2014-11-05,0.11355746338661182,0.16973679847449863,True
2014-11-06,0.09860058062459483,0.16816821067945253,True
2014-11-07,0.08930727297839602,0.1601805332536373,True
2014-11-10,0.09074841840156635,0.15314530766023512,True
2014-11-11,0.08862931611542887,0.15201103805065155,True
2014-11-12,0.08892508847224113,0.15299770437535973,True
2014-11-13,0.08924706819067472,0.1532604122962111,True
2014-11-14,0.09292294476153051,0.15597055496348017,True
2014-11-17,0.09499460772566574,0.15705098221233652,True
2014-11-18,0.09689547599029684,0.1602175739127307,True
2014-11-19,0.10170408576973382,0.1607394140268614,True
2014-11-20,0.10365719442167749,0.16201476571861842,True
2014-11-21,0.10679269153402621,0.1623273603991742,True
2014-11-24,0.10296477624622097,0.16031110640618135,True
2014-11-25,0.10119732535992308,0.15774033527943507,True
2014-11-26,0.10168123883979882,0.15873281559423522,True
2014-11-27,0.10397224392364059,,False
2014-11-28,0.10434161090968662,0.16004675185309514,True
2014-12-01,0.11226878543894196,0.16527628173210365,True
2014-12-02,0.12352671764112269,0.17395848347529191,True
2014-12-03,0.1240362992365369,0.17254080045062598,True
2014-12-04,0.1239081175734382,0.1706724684548936,True
2014-12-05,0.12626938672908125,0.16959706424039722,True
2014-12-08,0.12262325489995163,0.1681341280033404,True
2014-12-09,0.13172246721611033,0.17440768275728416,True
2014-12-10,0.14952447538690178,0.18222975869262026,True
2014-12-11,0.25240854458569506,0.2230557967807496,True
2014-12-12,0.3263027713262556,0.24277971970824272,True
2014-12-15,0.33482144922994744,0.23728882561681586,True
2014-12-16,0.302251370814689,0.22358325364764003,True
2014-12-17,0.4730943960470285,0.2726055705185377,True
2014-12-18,0.2535245988224536,0.20540871146043554,True
2014-12-19,0.1548061168727582,0.1699521681195129,True
2014-12-22,0.1466443746556991,0.16461949158396014,True
2014-12-23,0.12017287396018171,0.154112399673263,True
2014-12-24,0.112955819486193,0.15503978116485995,True
2014-12-25,0.11264971363775073,,False
2014-12-26,0.11321230129153187,0.15578995974068527,True
2014-12-29,0.1140593413127977,0.15577015938693944,True
2014-12-30,0.11718543190314731,0.15797044330186832,True
2014-12-31,0.12707895214165085,0.16262869951054598,True
2015-01-01,0.24218057736088144,,False
2015-01-02,0.25137010700307316,0.20614421525800736,True
2015-01-05,0.19520007401856704,0.18763659290284973,True
2015-01-06,0.2901070832867508,0.21468264129947348,True
2015-01-07,0.35329619193875667,0.23330142857881633,True
2015-01-08,0.2625740269345553,0.20688385121439262,True
2015-01-09,0.17049624993439413,0.17466450875786813,True
2015-01-12,0.18971001107393873,0.17934530932043644,True
2015-01-13,0.27714116127557037,0.2092787595210855,True
2015-01-14,0.32487221724221904,0.22622206695493352,True
2015-01-15,0.3748174439631579,0.24042409142679308,True
2015-01-16,0.40063716848265785,0.24961877863265522,True
2015-01-19,0.3225193960536272,,False
2015-01-20,0.32276556390453437,0.22521545010855198,True
2015-01-21,0.2735910122603951,0.20907778116352768,True
2015-01-22,0.22780543612468543,0.196839204562618,True
2015-01-23,0.15035159678678628,0.16798571483586544,True
2015-01-26,0.15546705901849633,0.1700564414474621,True
2015-01-27,0.1522346464355861,0.16956510437953218,True
2015-01-28,0.17114004974123073,0.18701312346335772,True
2015-01-29,0.3068438160820608,0.22651230254338656,True
2015-01-30,0.22985868937719814,0.20194545183753368,True
2015-02-02,0.33463133602929457,0.23217754935960758,True
2015-02-03,0.26080797856256815,0.20777530589771767,True
2015-02-04,0.17693834644422404,0.18163879586051962,True
2015-02-05,0.2134172999346899,0.19238067782788743,True
2015-02-06,0.1615042391564497,0.1747851366739926,True
2015-02-09,0.1765262332393666,0.18249263028283452,True
2015-02-10,0.22116690491650243,0.1970437578325852,True
2015-02-11,0.17300849130649296,0.18061553493181298,True
2015-02-12,0.16500198771604477,0.17754415472704416,True
2015-02-13,0.11941382462247557,0.15816044338075844,True
2015-02-16,0.11075078037926026,,False
2015-02-17,0.10979726244756342,0.15466667631514927,True
2015-02-18,0.135425498934564,0.16941234963425733,True
2015-02-19,0.12658403183064326,0.16662828126432808,True
2015-02-20,0.12319405834878551,0.16483846111770792,True
2015-02-23,0.10191175135972849,0.15392057270531523,True
2015-02-24,0.10732399001002432,0.1566418660358033,True
2015-02-25,0.10747776210013672,0.15655500881378884,True
2015-02-26,0.10308322838135921,0.15624162494238128,True
2015-02-27,0.09567109996429844,0.15254717193489353,True
2015-03-02,0.09824818731929952,0.15470505149562264,True
2015-03-03,0.09276957413951713,0.15190712449828356,True
2015-03-04,0.0932584096397041,0.15301484796685036,True
2015-03-05,0.1035798310026441,0.15757258648814412,True
2015-03-06,0.10175920087274555,0.15678364905538042,True
2015-03-09,0.12701771996360697,0.17115738312780057,True
2015-03-10,0.12417379716193956,0.16774752551957287,True
2015-03-11,0.17204259213593084,0.18761503286849365,True
2015-03-12,0.17930607465418108,0.1899292083983665,True
2015-03-13,0.13504375060904714,0.17477823476313717,True
2015-03-16,0.1643252525615865,0.18715808491231856,True
2015-03-17,0.1529330247011615,0.1806515138914663,True
2015-03-18,0.15633644494617546,0.18250290011096104,True
2015-03-19,0.1543810758734714,0.18139031746814094,True
2015-03-20,0.14307082253704792,0.17724580936532344,True
2015-03-23,0.14603549744220692,0.17793111717661195,True
2015-03-24,0.14588126818369648,0.18080077582356194,True
2015-03-25,0.14592065652983938,0.1812422731165802,True
2015-03-26,0.15093773485075232,0.19188966517244502,True
2015-03-27,0.2262254352749304,0.2369292234449622,True
2015-03-30,0.20344975899897466,0.22836954369699658,True
2015-03-31,0.20074640586619136,0.2196631394642256,True
2015-04-01,0.2142070960324889,0.23304913477520595,True
2015-04-02,0.2226282672053981,0.23565157833985925,True
2015-04-03,0.21761018179815478,,False
2015-04-06,0.21952794029090542,0.2283504681593174,True
2015-04-07,0.21738726140989115,0.2280817922370867,True
2015-04-08,0.20892790785874718,0.22554496733003898,True
2015-04-09,0.200334401536787,0.22171221757622323,True
2015-04-10,0.1948417200732596,0.21953148287935798,True
2015-04-13,0.19433915106977376,0.219075667739256,True
2015-04-14,0.19587476573978543,0.22269523229082477,True
2015-04-15,0.20247678680676354,0.2266573878092469,True
2015-04-16,0.19674757244964067,0.2243930293939884,True
2015-04-17,0.20131312438747506,0.22426889028335004,True
2015-04-20,0.20947698812969684,0.22867281863943545,True
2015-04-21,0.20164348422255318,0.22520972894602415,True
2015-04-22,0.19741870562395883,0.22392792246178606,True
2015-04-23,0.19124893647155874,0.2198545928797421,True
2015-04-24,0.19444773631588777,0.22175036723509917,True
2015-04-27,0.1965267538213243,0.2222243067199743,True
2015-04-28,0.19521755737286994,0.22315356821040333,True
2015-04-29,0.19052722990004367,0.2217753798141502,True
2015-04-30,0.19707929239609814,0.2230417490121475,True
2015-05-01,0.20752467468878066,0.23589162384345452,True
2015-05-04,0.19711762982139058,0.2218617882898284,True
2015-05-05,0.19366302105360747,0.22023727108881871,True
2015-05-06,0.19553791287854058,0.2370698560162342,True
2015-05-07,0.2338878344780275,0.25961383172055075,True
2015-05-08,0.2333200244573304,0.25011076033071117,True
2015-05-11,0.19620296397711445,0.21892224238530292,True
2015-05-12,0.18308077825195615,0.21499680476588126,True
2015-05-13,0.19910391877228187,0.2223048719479067,True
2015-05-14,0.19177342024283037,0.21970078763916803,True
2015-05-15,0.1908149331148066,0.21670596632652986,True
2015-05-18,0.19726588842061155,0.21760483978364747,True
2015-05-19,0.18741513555745107,0.21478806304645529,True
2015-05-20,0.1835325765578388,0.21485964768564145,True
2015-05-21,0.18780935218248448,0.21695830278583525,True
2015-05-22,0.1855502773319936,0.2174568056475378,True
2015-05-25,0.1804635103304111,,False
2015-05-26,0.18080958929719634,0.2151543837277152,True
2015-05-27,0.1884977792524765,0.22039065483622478,True
2015-05-28,0.18435365205893894,0.21757325801891847,True
2015-05-29,0.13488161503438487,0.1806323893101028,True
2015-06-01,0.14498246983795562,0.18364511371964518,True
2015-06-02,0.13752637756831332,0.1821461043810137,True
2015-06-03,0.1339264235242124,0.1813510995697695,True
2015-06-04,0.13434565038368967,0.17877598046867998,True
2015-06-05,0.15614489292116202,0.18817950004212552,True
2015-06-08,0.14656891636569408,0.18285511265907098,True
2015-06-09,0.17787091163067104,0.20034007695729245,True
2015-06-10,0.16071979629944314,0.19257008619961127,True
2015-06-11,0.14641663330231314,0.18473778317362807,True
2015-06-12,0.15114554318526416,0.18449546005309134,True
2015-06-15,0.15463315947150444,0.18728582905909283,True
2015-06-16,0.1808203304185308,0.20007775099251568,True
2015-06-17,0.17703835308876062,0.19853540122665328,True
2015-06-18,0.1755689841319045,0.1970413750379629,True
2015-06-19,0.16778640252520471,0.1916107793211244,True
2015-06-22,0.17291334364754588,0.1941037835036156,True
2015-06-23,0.15566950438167093,0.18778983727172713,True
2015-06-24,0.16048925620105142,0.1927257597030411,True
2015-06-25,0.16727909226417395,0.19528305758199532,True
2015-06-26,0.1689155888160931,0.1975408927594874,True
2015-06-29,0.1654369624199752,0.1973878029962349,True
2015-06-30,0.3872516906642734,0.27285516600537557,True
2015-07-01,0.344886330500967,0.259256931604402,True
2015-07-02,0.2209725223030722,0.21850433853435305,True
2015-07-03,0.25702804781677724,,False
2015-07-06,0.257011415533946,0.22580999092044152,True
2015-07-07,0.26988470574153756,0.23048886037212396,True
2015-07-08,0.2581544781135315,0.225975749410691,True
2015-07-09,0.44236806822765634,0.2832639168992907,True
2015-07-10,0.4614497711879092,0.28922716279030924,True
2015-07-13,0.25734182155941865,0.2274502218096067,True
2015-07-14,0.21872154039474878,0.2085991586762427,True
2015-07-15,0.21370691476987372,0.20403619346969626,True
2015-07-16,0.2132934325353887,0.2060791502038885,True
2015-07-17,0.21072630743317694,0.20645040533700124,True
2015-07-20,0.22002157814983353,0.21053431944978246,True
2015-07-21,0.18707382168301961,0.19103628773734213,True
2015-07-22,0.20699809131666047,0.19980085735137923,True
2015-07-23,0.22925798059416155,0.20611073059395313,True
2015-07-24,0.24099337748209224,0.20873018279947517,True
2015-07-27,0.2661863560267878,0.21788645986829305,True
2015-07-28,0.30809778364461327,0.2323621279256606,True
2015-07-29,0.29614671376584834,0.22699751910703503,True
2015-07-30,0.529002695521991,0.35506008298599406,True
2015-07-31,0.506670025020916,0.343784828255311,True
2015-08-03,0.5336379328885301,0.35415672255292485,True
2015-08-04,0.5582359043987385,0.36235491707828754,True
2015-08-05,0.543050987803956,0.35692751359514174,True
2015-08-06,0.5031953989043211,0.343297610386466,True
2015-08-07,0.5336156453605793,0.35343913675713273,True
2015-08-10,0.5680249284267922,0.36239098923011936,True
2015-08-11,0.5605542309629559,0.35929469120465557,True
2015-08-12,0.6047980833199287,0.3725964377438045,True
2015-08-13,0.6354498361071015,0.38224594670897905,True
2015-08-14,0.5818004648395866,0.3602501927961774,True
2015-08-17,0.5396950652234025,0.34327285786294104,True
2015-08-18,0.5562268203422517,0.346765274569246,True
2015-08-19,0.5456491051362835,0.3448068862719452,True
2015-08-20,0.5786033282487731,0.35730668138265687,True
2015-08-21,0.598053448386024,0.38383541420095313,True
2015-08-24,0.9405356945863538,0.5900245178918841,True
2015-08-25,0.9873363846866291,0.7115246229510463,True
2015-08-26,0.9865897993144094,0.7039984038471383,True
2015-08-27,0.9125183876031782,0.49623691739768744,True
2015-08-28,0.7832504367772763,0.40297853303396375,True
2015-08-31,0.7764164105748679,0.41023116638916285,True
2015-09-01,0.8528937596332236,0.44249060239285165,True
2015-09-02,0.9140048884310075,0.50060973067261,True
2015-09-03,0.7540183530987015,0.5113987759776979,True
2015-09-04,0.7286057101428821,0.4908504607907067,True
2015-09-07,0.8100863131315832,,False
2015-09-08,0.804234198214754,0.5398999439831703,True
2015-09-09,0.679931031838823,0.4226443770820437,True
2015-09-10,0.7353885742570949,0.46883111273640105,True
2015-09-11,0.6462193442081938,0.4109854842194365,True
2015-09-14,0.584112293740704,0.36261130727005003,True
2015-09-15,0.6458513136529205,0.40465457314359093,True
2015-09-16,0.5509040471653246,0.3436602275912531,True
2015-09-17,0.4861708936197067,0.3047579701358869,True
2015-09-18,0.4728954413530863,0.2968440199483824,True
2015-09-21,0.5343216988655973,0.3371624732576427,True
2015-09-22,0.4833423904296385,0.3078985498857404,True
2015-09-23,0.543414346574383,0.36422846734030573,True
2015-09-24,0.5423409628500342,0.34368039438467446,True
2015-09-25,0.5655134124827282,0.3429183581901558,True
2015-09-28,0.5709671540961653,0.3429901308224973,True
2015-09-29,0.7500621310135588,0.48837201784894485,True
2015-09-30,0.7137457074272715,0.46854568599002683,True
2015-10-01,0.6818484624882629,0.42209847622795776,True
2015-10-02,0.6977217887304817,0.4115725534792695,True
2015-10-05,0.7314444337852481,0.433530302908421,True
2015-10-06,0.6787534623535519,0.39714444917839054,True
2015-10-07,0.6525572034708502,0.3809343034567067,True
2015-10-08,0.6003978600089004,0.34819635572207763,True
2015-10-09,0.5816172485810879,0.3373454364645021,True
2015-10-12,0.5454916388173189,0.31512683539819214,True
2015-10-13,0.5446100628740803,0.31306001467753053,True
2015-10-14,0.5749999878570037,0.3352430882957356,True
2015-10-15,0.5883405124614918,0.3483153228827072,True
2015-10-16,0.5678885090733488,0.32861528744866836,True
2015-10-19,0.5452810052657339,0.3100935230516537,True
2015-10-20,0.5387674642970255,0.30409197023284534,True
2015-10-21,0.5112613800424257,0.2975894675347259,True
2015-10-22,0.5137972840821992,0.3032129470854114,True
2015-10-23,0.5196304829617846,0.29961694929336496,True
2015-10-26,0.4837926313669676,0.2795765330575389,True
2015-10-27,0.4916987660522451,0.2836896367640911,True
2015-10-28,0.5096550494564568,0.30194732543264424,True
2015-10-29,0.4830561813124915,0.281788450506459,True
2015-10-30,0.4583536963823557,0.2678351645309999,True
2015-11-02,0.4479133705245184,0.25799890692516714,True
2015-11-03,0.4315353032735898,0.2505558344572485,True
2015-11-04,0.41355722900963493,0.24143539912120585,True
2015-11-05,0.40380933342337266,0.23701722573208128,True
2015-11-06,0.42047382332417343,0.2470902115350926,True
2015-11-09,0.42383273966122,0.24686938036019937,True
2015-11-10,0.45189670213233796,0.26476885195496924,True
2015-11-11,0.4716737342212699,0.27309729386704307,True
2015-11-12,0.4710110745060698,0.27563454710362284,True
2015-11-13,0.49807826126314003,0.2886497518151559,True
2015-11-16,0.5244196825004754,0.3111250620330564,True
2015-11-17,0.5180753023234855,0.28705111302260455,True
2015-11-18,0.4943791437080754,0.27277021596024575,True
2015-11-19,0.4960331790220363,0.2638065489972964,True
2015-11-20,0.5153923344774192,0.27992374752552285,True
2015-11-23,0.5232591139448463,0.280572858117068,True
2015-11-24,0.6179339050098002,0.4173648346425617,True
2015-11-25,0.628822258762305,0.424248084450837,True
2015-11-26,0.6172663014604826,,False
2015-11-27,0.6145115495657845,0.41343323072437504,True
2015-11-30,0.6140409236285919,0.41254789432053535,True
2015-12-01,0.6043679879052821,0.40771396801939047,True
2015-12-02,0.6026701546876461,0.40206540836079163,True
2015-12-03,0.5868225717660134,0.3930954092123969,True
2015-12-04,0.5757671012509483,0.39153652967530483,True
2015-12-07,0.586043647859224,0.3889686019036566,True
2015-12-08,0.6148321778411405,0.4078904297718297,True
2015-12-09,0.6410485398795538,0.4231937002264923,True
2015-12-10,0.6524097778648209,0.44847525890678486,True
2015-12-11,0.6470158721403404,0.4391437376365667,True
2015-12-14,0.7188152104642088,0.5044125460654599,True
2015-12-15,0.7510543306096895,0.5222265593564075,True
2015-12-16,0.7042657961667907,0.47861437700131015,True
2015-12-17,0.6871271544577952,0.4327905098047694,True
2015-12-18,0.6899606448129024,0.44424735066732757,True
2015-12-21,0.7200965051182986,0.47819868624445633,True
2015-12-22,0.7252001974863859,0.48966153492721637,True
2015-12-23,0.7036668094045586,0.4592589441887089,True
2015-12-24,0.6751732881370683,0.43502631597458596,True
2015-12-25,0.6726929428365742,,False
2015-12-28,0.6691308040237921,0.44130680294828484,True
2015-12-29,0.6700501868903463,0.4476061847041622,True
2015-12-30,0.6364915869311045,0.4173664866023588,True
2015-12-31,0.6314215242503686,0.41749449124721094,True
2016-01-01,0.6288425049379316,,False
2016-01-04,0.625730780757107,0.4153382394006858,True
2016-01-05,0.6493185896174813,0.43862166838842837,True
2016-01-06,0.6337171615981269,0.4206995862991399,True
2016-01-07,0.6452352807827728,0.43162766072419384,True
2016-01-08,0.6704272179666594,0.45087949652550574,True
2016-01-11,0.7138912692856123,0.4934040851561122,True
2016-01-12,0.6740600441759979,0.4515571137513075,True
2016-01-13,0.6828335568227655,0.43153346663973047,True
2016-01-14,0.6985241075169084,0.4482570567785174,True
2016-01-15,0.7113107972135856,0.4666357479151842,True
2016-01-18,0.7532592652252017,,False
2016-01-19,0.7497730916631286,0.5078389858315991,True
2016-01-20,0.7341001454169984,0.5062387596536357,True
2016-01-21,0.7803407937358288,0.5406975649951234,True
2016-01-22,0.7569625311596695,0.5165904783074319,True
2016-01-25,0.7165992321251319,0.46345619057383397,True
2016-01-26,0.7102258941639835,0.4583427272553442,True
2016-01-27,0.7027371773370814,0.45039105614712105,True
2016-01-28,0.6804750330609591,0.45292616658398593,True
2016-01-29,0.6730385485389633,0.43626424910269385,True
2016-02-01,0.6717285039535166,0.4295629846642778,True
2016-02-02,0.6711518049146038,0.4233811214492608,True
2016-02-03,0.6947417679537488,0.45100271142349296,True
2016-02-04,0.696303166975303,0.465979214499182,True
2016-02-05,0.6917141298202629,0.4784382811635774,True
2016-02-08,0.6979347917214914,0.5992815072920542,True
2016-02-09,0.7454691329920566,0.6609669512768547,True
2016-02-10,0.7538365148353497,0.6871632709380704,True
2016-02-11,0.7391839711168033,0.6346361686028844,True
2016-02-12,0.7722474540520821,0.5711538669457304,True
2016-02-15,0.7405728031315117,,False
2016-02-16,0.7297649792933942,0.5666135608786131,True
2016-02-17,0.7033054257570377,0.4937733130210971,True
2016-02-18,0.6679156065634264,0.42486844880457364,True
2016-02-19,0.6569156866684915,0.47015102863188984,True
2016-02-22,0.661897353385701,0.44622668423151063,True
2016-02-23,0.6400926496469769,0.41963206077997267,True
2016-02-24,0.6381712574247265,0.45398683687691743,True
2016-02-25,0.6433389235244421,0.42366791989320024,True
2016-02-26,0.6133048527428938,0.4186457845496691,True
2016-02-29,0.5741200006916298,0.3819032466464719,True
2016-03-01,0.5648451536267108,0.3906959168168804,True
2016-03-02,0.5231601343682849,0.32541998880464,True
2016-03-03,0.5008246005673128,0.31773340522394583,True
2016-03-04,0.4953528031697331,0.3535824731550019,True
2016-03-07,0.46655889888832774,0.36591077861576815,True
2016-03-08,0.4585613313473445,0.41514087195872723,True
2016-03-09,0.47295943216963515,0.4072283030893301,True
2016-03-10,0.47170940709483733,0.39357057850239313,True
2016-03-11,0.45579923941393014,0.39697717141796174,True
2016-03-14,0.4256470404652645,0.3597126651904864,True
2016-03-15,0.41454747324005464,0.3348537768701793,True
2016-03-16,0.4203072249227704,0.3280139924997115,True
2016-03-17,0.4303968618314355,0.31506831294826715,True
2016-03-18,0.41460730055368566,0.3540736323112843,True
2016-03-21,0.399727273782097,0.3617646778126838,True
2016-03-22,0.39114459492556053,0.34459599288455567,True
2016-03-23,0.395758890358747,0.32260689856303254,True
2016-03-24,0.4078972234479184,0.34638826773039494,True
2016-03-25,0.5731386783636632,,False
2016-03-28,0.556106925173403,0.5756563374506442,True
2016-03-29,0.5605857740018557,0.5938497216884197,True
2016-03-30,0.5750369962385762,0.5444772318442057,True
2016-03-31,0.557696741067254,0.5268565267146093,True
2016-04-01,0.6203316075528882,0.6191828963998989,True
2016-04-04,0.6176119674967516,0.5875448214073443,True
2016-04-05,0.6122699598573762,0.5924941361133115,True
2016-04-06,0.6212488590146098,0.597682941874347,True
2016-04-07,0.6075102574361093,0.5646249542657866,True
2016-04-08,0.61316956905021,0.5697099419262173,True
2016-04-11,0.6006723205277318,0.582226620342047,True
2016-04-12,0.5942315390076751,0.5934016192929518,True
2016-04-13,0.5758639438017464,0.576819813185586,True
2016-04-14,0.5532559322215571,0.5342221317032672,True
2016-04-15,0.5475852021822735,0.5398374828138127,True
2016-04-18,0.5477325443148551,0.5528956605731247,True
2016-04-19,0.5451741514614407,0.5692475447103386,True
2016-04-20,0.5238059939999172,0.632416091444936,True
2016-04-21,0.5030205644080472,0.6214551408175121,True
2016-04-22,0.49835820146426674,0.5726244404469831,True
2016-04-25,0.49650707714601877,0.6933840895621612,True
2016-04-26,0.4926008704259678,0.6788284378687945,True
2016-04-27,0.483247202443265,0.7189577417170618,True
2016-04-28,0.48083678209490494,0.7806120652273468,True
2016-04-29,0.4716108342800062,0.7928987527076887,True
2016-05-02,0.47219538783107406,0.7926892378854556,True
2016-05-03,0.46423183068527024,0.7750782177604078,True
2016-05-04,0.48049387372961017,0.7818620019697649,True
2016-05-05,0.4884710969822072,0.7843705435925887,True
2016-05-06,0.4902676537047736,0.7849131737870657,True
2016-05-09,0.4954379895948502,0.7679370900442662,True
2016-05-10,0.4996319366760028,0.7534346265614513,True
2016-05-11,0.4897510094856713,0.7348874035926269,True
2016-05-12,0.48206007658496364,0.7336160423109661,True
2016-05-13,0.47580562568689205,0.7573422669675888,True
2016-05-16,0.4807484350812899,0.7279571804720409,True
2016-05-17,0.45945326488063637,0.6857707715779292,True
2016-05-18,0.4536599621628694,0.7052562011296746,True
2016-05-19,0.4402120986883279,0.6723343463830886,True
2016-05-20,0.4540376450475642,0.6935896889647845,True
2016-05-23,0.4445430395989454,0.6431680740356608,True
2016-05-24,0.44251127899291537,0.6413912533224214,True
2016-05-25,0.4223879738990786,0.5639763417331034,True
2016-05-26,0.41093421455449447,0.5569598783752832,True
2016-05-27,0.39635850414082585,0.5036321336039837,True
2016-05-30,0.3955186426803289,,False
2016-05-31,0.39456152298136127,0.5008414646719429,True
2016-06-01,0.38135285633356975,0.46589416369038633,True
2016-06-02,0.3851627270592215,0.4843451052396031,True
2016-06-03,0.38339788487186643,0.4889026555648504,True
2016-06-06,0.39218825366399995,0.5043346835626512,True
