,tractor_prob,sidecar_prob,sidecar_valid
2011-06-17,0.1627267126783784,0.29770443540647595,True
2011-06-20,0.15709554312550925,0.31052612408513286,True
2011-06-21,0.1457589097095891,0.30323761934258975,True
2011-06-22,0.13922252040477925,0.27835427421813147,True
2011-06-23,0.1372717610114441,0.2814114616441165,True
2011-06-24,0.13537153750863995,0.25092470389324556,True
2011-06-27,0.14576490553833074,0.2710908075248448,True
2011-06-28,0.14134539910258104,0.25076582261206404,True
2011-06-29,0.1334795174789576,0.2430492741348152,True
2011-06-30,0.12861095541418607,0.24839420563018222,True
2011-07-01,0.12696450463162132,0.23947616530764423,True
2011-07-04,0.12587518462817068,,False
2011-07-05,0.12596280843210106,0.24009936685918862,True
2011-07-06,0.12649631824683383,0.23413182811250488,True
2011-07-07,0.12722149965363325,0.23471150882442895,True
2011-07-08,0.1252564563662609,0.23372421434205426,True
2011-07-11,0.1271905053937457,0.23432036025568886,True
2011-07-12,0.12991579570034392,0.23842107422764175,True
2011-07-13,0.13793081116226025,0.24365964081028693,True
2011-07-14,0.13816681031839106,0.24343322858118988,True
2011-07-15,0.14324024733693153,0.24240355613305928,True
2011-07-18,0.1360628733233031,0.23890422101676514,True
2011-07-19,0.14420075704722796,0.2435963609680833,True
2011-07-20,0.1344140581652352,0.23752298003619496,True
2011-07-21,0.13373548734146443,0.23975561890522715,True
2011-07-22,0.12759667957276727,0.23510978311936026,True
2011-07-25,0.1276080347727911,0.2344311836029538,True
2011-07-26,0.13531382612049905,0.23952206652997837,True
2011-07-27,0.1392533819811495,0.23941245402837427,True
2011-07-28,0.15579432052043662,0.24902069637005506,True
2011-07-29,0.1662214526130487,0.25402529003302937,True
2011-08-01,0.17667603786486438,0.25691085589294965,True
2011-08-02,0.16613588943678925,0.2508576131084385,True
2011-08-03,0.17392277609145212,0.25422145021155157,True
2011-08-04,0.1646173422153916,0.2509141143974737,True
2011-08-05,0.22663558996466263,0.2754551343086897,True
2011-08-08,0.22919267532123963,0.27962882194808847,True
2011-08-09,0.38958047059852624,0.3269191383138426,True
2011-08-10,0.2566587070276457,0.28278297921747964,True
2011-08-11,0.33489192156100345,0.3072658720414885,True
2011-08-12,0.29329390988915605,0.29042376630720573,True
2011-08-15,0.2683025534123166,0.28553303616441844,True
2011-08-16,0.22244920989547295,0.26538679659388714,True
2011-08-17,0.230941105132376,0.2697020086403819,True
2011-08-18,0.22062545001834397,0.2670183128927915,True
2011-08-19,0.3249709550505067,0.3031525043585024,True
2011-08-22,0.32908361374864614,0.3048326214406062,True
2011-08-23,0.32302652301712076,0.302301803751343,True
2011-08-24,0.2624150838444222,0.27959887455354226,True
2011-08-25,0.26242118654396995,0.2801136613884418,True
2011-08-26,0.29471098235099186,0.29051871585671996,True
2011-08-29,0.2565763820521832,0.27970207991014157,True
2011-08-30,0.22812478716339593,0.269590583270429,True
2011-08-31,0.23377744278601664,0.26992840758527636,True
2011-09-01,0.2237025416403919,0.26831499758579236,True
2011-09-02,0.22606146621215342,0.2700073283986885,True
2011-09-05,0.24531780554765842,,False
2011-09-06,0.24568824894083618,0.27729247125575135,True
2011-09-07,0.27512313050548043,0.28757530948176296,True
2011-09-08,0.2419554724984213,0.2754906965577693,True
2011-09-09,0.2514626164985811,0.27871849521237685,True
2011-09-12,0.2947527685663718,0.2924551753393688,True
2011-09-13,0.2975827831053533,0.294386380941384,True
2011-09-14,0.28104499732661375,0.2884716558672013,True
2011-09-15,0.2572715753552295,0.2780023703086403,True
2011-09-16,0.23271536044493815,0.2692153145321808,True
2011-09-19,0.22413362269114392,0.26668750573448324,True
2011-09-20,0.24101610726989944,0.2739709079343638,True
2011-09-21,0.24260471800826505,0.2754595400203057,True
2011-09-22,0.2890735037649104,0.291558796272453,True
2011-09-23,0.35272533987359755,0.3180760789984231,True
2011-09-26,0.3512999581914634,0.31796986366321545,True
2011-09-27,0.3252980491953799,0.3159764317599387,True
2011-09-28,0.31027218937197526,0.31353918450407503,True
2011-09-29,0.35084810200889927,0.3162908784441151,True
2011-09-30,0.32527115284020586,0.3167184538303858,True
2011-10-03,0.3785534044717896,0.3204296906512939,True
2011-10-04,0.41474244665452153,0.3212656037304978,True
2011-10-05,0.35630134658153445,0.3176997394937391,True
2011-10-06,0.3199847263239051,0.31411221778493287,True
2011-10-07,0.30355249395801565,0.3123924923310103,True
2011-10-10,0.3039390185375883,0.3131831754771568,True
2011-10-11,0.2675116504167315,0.31165973276098247,True
2011-10-12,0.2661165500021367,0.3117617191728405,True
2011-10-13,0.24795027148026388,0.3102880617793732,True
2011-10-14,0.24286676941633495,0.30962193466738896,True
2011-10-17,0.21429668650106162,0.30754078068527324,True
2011-10-18,0.273145414755375,0.3122267376083097,True
2011-10-19,0.25262828713971075,0.3109934497288109,True
2011-10-20,0.2887356771094245,0.31401572249106796,True
2011-10-21,0.2944419210034286,0.31365011925752245,True
2011-10-24,0.26631020161410746,0.3165311612261167,True
2011-10-25,0.2419233951782878,0.31413481051569286,True
2011-10-26,0.2810755414855996,0.3166186901928962,True
2011-10-27,0.250582491811003,0.3154678320629327,True
2011-10-28,0.19821084185134552,0.3121134040041233,True
2011-10-31,0.19001188276399308,0.31074375153006545,True
2011-11-01,0.2550117136019677,0.31547187508062396,True
2011-11-02,0.32469059530708916,0.3204380637356119,True
2011-11-03,0.2961104520734643,0.31894305118024735,True
2011-11-04,0.2653091411042165,0.31629620840643285,True
2011-11-07,0.2616224781114262,0.31535058134014854,True
2011-11-08,0.25930523673718114,0.3152943261187984,True
2011-11-09,0.2289501736846858,0.3137490681805472,True
2011-11-10,0.35112672967999026,0.32138399364428855,True
2011-11-11,0.30087493008294885,0.31866837638763335,True
2011-11-14,0.2633629402557856,0.31633268743668946,True
2011-11-15,0.27850812178307693,0.31625628273114464,True
2011-11-16,0.2756208774502564,0.3161145805180971,True
2011-11-17,0.309620981199257,0.31867100710666146,True
2011-11-18,0.3264384612863541,0.31960372410618815,True
2011-11-21,0.28932547258238334,0.3174321925809523,True
2011-11-22,0.3147384651996483,0.31936269866938893,True
2011-11-23,0.3019509146842016,0.31785015567994224,True
2011-11-24,0.33517666458195955,,False
2011-11-25,0.33564469604807495,0.3200926640784476,True
2011-11-28,0.3409481831287447,0.3208444535854643,True
2011-11-29,0.30481371117356554,0.31840386321204583,True
2011-11-30,0.2826924877174506,0.31720346962093476,True
2011-12-01,0.2405442625314352,0.3144052167837911,True
2011-12-02,0.23576064451002793,0.31431087090305077,True
2011-12-05,0.2392096425839076,0.3146117806066788,True
2011-12-06,0.24508468018683643,0.31554057273402275,True
2011-12-07,0.24740076562281763,0.3159330531081989,True
2011-12-08,0.2573392262031116,0.31639626987257163,True
2011-12-09,0.2860374322749525,0.31822353851561475,True
2011-12-12,0.22486874325313988,0.3141078686467816,True
2011-12-13,0.21845325729149528,0.3132048169174216,True
2011-12-14,0.21805626295486974,0.3128698499896542,True
2011-12-15,0.22943273021559715,0.31441039235602986,True
2011-12-16,0.21950798647952238,0.3137936637686853,True
2011-12-19,0.22224452321321772,0.3135044180147795,True
2011-12-20,0.22403483854934264,0.31350872204154884,True
2011-12-21,0.2313206313299593,0.31179307753053975,True
2011-12-22,0.23055729654350687,0.313925800374769,True
2011-12-23,0.22998778233375808,0.3137666594799158,True
2011-12-26,0.22456823686578625,,False
2011-12-27,0.22484944932235634,0.3139594131375005,True
2011-12-28,0.22662103620827415,0.3135275357720961,True
2011-12-29,0.23145313573244913,0.3134975553991841,True
2011-12-30,0.23136078124223441,0.31411480990370444,True
2012-01-02,0.22661412592609392,,False
2012-01-03,0.2268753035057065,0.3129917681203047,True
2012-01-04,0.21842136077182728,0.31192587530673005,True
2012-01-05,0.2143222297333374,0.3112539739286844,True
2012-01-06,0.21461604985449817,0.3111728327368168,True
2012-01-09,0.2158657583292072,0.3110614069517772,True
2012-01-10,0.21629832100176385,0.31137040433128316,True
2012-01-11,0.21232083160976029,0.31128957893046516,True
2012-01-12,0.21801103022306015,0.31164639508624814,True
2012-01-13,0.21511093784555294,0.31136152128396843,True
2012-01-16,0.22192258877234775,,False
2012-01-17,0.22073448158578993,0.31163039382588437,True
2012-01-18,0.21184290033418346,0.3109329134812048,True
2012-01-19,0.2161797018710055,0.3080879213730009,True
2012-01-20,0.20692679407981437,0.3075411974027541,True
2012-01-23,0.20225110619527933,0.30696959055603384,True
2012-01-24,0.19796384145262869,0.30707684900386456,True
2012-01-25,0.19769180393609925,0.3073469782525228,True
2012-01-26,0.2008274483850033,0.30756284454616944,True
2012-01-27,0.20175246050432613,0.3074074101035396,True
2012-01-30,0.20311867395064953,0.3072928391527252,True
2012-01-31,0.20951158666666264,0.30767179718372584,True
2012-02-01,0.21020302712452074,0.3075763744071249,True
2012-02-02,0.20611421920570863,0.3072983098734631,True
2012-02-03,0.20725570972867485,0.3072319035767913,True
2012-02-06,0.19672591472886491,0.3067476077471366,True
2012-02-07,0.20022029950469106,0.3070613028958888,True
2012-02-08,0.19422852730917634,0.306903756119204,True
2012-02-09,0.1920698762180142,0.30689518844281705,True
2012-02-10,0.1895533349458012,0.306727142293639,True
2012-02-13,0.19728017338321577,0.3073694265236664,True
2012-02-14,0.1935839033513683,0.30685647768566776,True
2012-02-15,0.1827928393970391,0.3053394467598286,True
2012-02-16,0.18241465107603083,0.3053733286059106,True
2012-02-17,0.1762283611771261,0.303155437574239,True
2012-02-20,0.1730557999918198,,False
2012-02-21,0.17312529449940323,0.30223601027279834,True
2012-02-22,0.1699055067806012,0.3023791460949272,True
2012-02-23,0.17120284941004224,0.3026033737378634,True
2012-02-24,0.1712395995532647,0.3022297569764939,True
2012-02-27,0.16746570690555687,0.30185934775511325,True
2012-02-28,0.17116624622038443,0.3022609559086261,True
2012-02-29,0.168614299108867,0.3024203164575848,True
2012-03-01,0.16568204089709213,0.3024077520928052,True
2012-03-02,0.1619705914057583,0.3018266718384484,True
2012-03-05,0.1640627029606898,0.30182610137104326,True
2012-03-06,0.16663272754665462,0.3021868252057807,True
2012-03-07,0.17899204003791036,0.30363572895858315,True
2012-03-08,0.17490212156107882,0.30328686193833687,True
2012-03-09,0.1704059956662459,0.30249444375899703,True
2012-03-12,0.1694992338065881,0.3018636539290135,True
2012-03-13,0.1680853138697665,0.30168153953376015,True
2012-03-14,0.16066056804683276,0.30157780194132855,True
2012-03-15,0.1504459820211954,0.3014790258703166,True
2012-03-16,0.14569389886280365,0.3010819668104216,True
2012-03-19,0.14249252541951285,0.298436036066712,True
2012-03-20,0.13751839975297056,0.29795130912501566,True
2012-03-21,0.13897382816304374,0.2980262822565628,True
2012-03-22,0.14290142468504866,0.2983687617411731,True
2012-03-23,0.1457177425946919,0.29872708675475357,True
2012-03-26,0.14811797964562656,0.29880877687078317,True
2012-03-27,0.1465766307086022,0.2986313068935272,True
2012-03-28,0.14863465028960177,0.2988281928153515,True
2012-03-29,0.15403464252143276,0.29968930926503473,True
2012-03-30,0.15956860563871605,0.3002294643497205,True
2012-04-02,0.15628169275564494,0.29986938853994666,True
2012-04-03,0.15670711074509966,0.2997242984373392,True
2012-04-04,0.15088029667949998,0.2994166044784188,True
2012-04-05,0.156512640741433,0.3000216560541271,True
2012-04-06,0.16200981719308366,,False
2012-04-09,0.1654325811072995,0.3003851946598646,True
2012-04-10,0.17696476520191565,0.3014682406913824,True
2012-04-11,0.1824080394861652,0.30213399789835327,True
2012-04-12,0.18057100801561804,0.30200258833822313,True
2012-04-13,0.17553242199310692,0.3008940649338472,True
2012-04-16,0.17853754768861974,0.3011536579316388,True
2012-04-17,0.1726186958184733,0.2992435745527323,True
2012-04-18,0.16746349997008106,0.2983353775681289,True
2012-04-19,0.16873149370430837,0.29804963303028187,True
2012-04-20,0.17025591417297278,0.29782850905009783,True
2012-04-23,0.16894643997980308,0.2979473257798806,True
2012-04-24,0.17324060782282613,0.2983670933768898,True
2012-04-25,0.16820959767347654,0.2981003340827802,True
2012-04-26,0.1621549774385857,0.29732207717172093,True
2012-04-27,0.16397913891946952,0.2970197750582785,True
2012-04-30,0.1623819870095591,0.2968427309640682,True
2012-05-01,0.16448033562067227,0.2977638218011401,True
2012-05-02,0.15868924554955216,0.29750446237804146,True
2012-05-03,0.15951035539198108,0.297539754243317,True
2012-05-04,0.15753102865638505,0.2972640322321759,True
2012-05-07,0.1602392942924278,0.2981152964536048,True
2012-05-08,0.16063565744251612,0.29813080460500757,True
2012-05-09,0.16531670299148593,0.2982909348393395,True
2012-05-10,0.16841285938581618,0.2988814660913006,True
2012-05-11,0.1652009004912817,0.2980068434551669,True
2012-05-14,0.16838904783163872,0.2986162563080594,True
2012-05-15,0.1973426286794988,0.30083516270408095,True
2012-05-16,0.1957302060179237,0.29860506796644076,True
2012-05-17,0.20095099954075837,0.2993336711148393,True
2012-05-18,0.24299579370500515,0.30226902786502136,True
2012-05-21,0.2540349166678154,0.3037390661045488,True
2012-05-22,0.21689873461117196,0.2990573850678646,True
2012-05-23,0.2089336711753534,0.29890573961093697,True
2012-05-24,0.22043762735508565,0.2982612950925318,True
2012-05-25,0.21620048129211303,0.29896015422556155,True
2012-05-28,0.21880344370225915,,False
2012-05-29,0.21932387275443532,0.29894205880384694,True
2012-05-30,0.21664257291944944,0.29859560325398504,True
2012-05-31,0.1841462218090148,0.294817976997118,True
2012-06-01,0.2014215785212883,0.29559558131349045,True
2012-06-04,0.23163499229538465,0.29959023017807906,True
2012-06-05,0.22352439970552043,0.2985451594661797,True
2012-06-06,0.22852925519341108,0.2971044707274778,True
2012-06-07,0.2101948019116707,0.2950535060892313,True
2012-06-08,0.2013053067241794,0.2945647805743934,True
2012-06-11,0.20268893816722167,0.294736997217973,True
2012-06-12,0.20024963543610835,0.29545711075077613,True
2012-06-13,0.19934169031944504,0.29520806691115475,True
2012-06-14,0.20066474949242433,0.2935042307636776,True
2012-06-15,0.19678635188631893,0.29290225659180535,True
2012-06-18,0.19726436718249843,0.29272954144212093,True
2012-06-19,0.19516392058291906,0.29183639304782283,True
2012-06-20,0.17999251900136584,0.29087789695804583,True
2012-06-21,0.1712770389316608,0.29037611617351927,True
2012-06-22,0.17041826707564048,0.29133988243542885,True
2012-06-25,0.1684409310093718,0.2911161641930336,True
2012-06-26,0.1771422660866979,0.2923764054066897,True
2012-06-27,0.1738398183702849,0.29151851135303,True
2012-06-28,0.17776767823821937,0.2924859221646905,True
2012-06-29,0.17950423510723587,0.2922404396395821,True
2012-07-02,0.17127431478168467,0.2912488860078227,True
2012-07-03,0.1732139739262975,0.29136016499585876,True
2012-07-04,0.16713621359335912,,False
2012-07-05,0.16648207651938343,0.29137509305678166,True
2012-07-06,0.1686424421753713,0.2915232101462745,True
2012-07-09,0.1734441990756286,0.29185383914991997,True
2012-07-10,0.17482106801487413,0.292070282174972,True
2012-07-11,0.1714771180848332,0.2920707583909762,True
2012-07-12,0.1688353840607601,0.29179056097050277,True
2012-07-13,0.17005659224953407,0.28978856083290133,True
2012-07-16,0.1697716166485141,0.2892256190235673,True
2012-07-17,0.1650625395837296,0.2889964589493714,True
2012-07-18,0.16223463739767696,0.2891649248374116,True
2012-07-19,0.15943801265815366,0.2885019968988668,True
2012-07-20,0.15251466971353222,0.2877279841587409,True
2012-07-23,0.1564991219945185,0.28824406046081413,True
2012-07-24,0.16592693616554893,0.2896075343656575,True
2012-07-25,0.16879107935349139,0.29042447189311604,True
2012-07-26,0.16932811217220625,0.2904196690602883,True
2012-07-27,0.161188019117317,0.28991128226185053,True
2012-07-30,0.14763353682521366,0.2867228557608632,True
2012-07-31,0.14689884216356136,0.2871878263714031,True
2012-08-01,0.14424945886149707,0.2873500820706643,True
2012-08-02,0.1386672768242439,0.2872657985166107,True
2012-08-03,0.14231582100771348,0.28696742642308726,True
2012-08-06,0.13108805623526365,0.2856140748965956,True
2012-08-07,0.13066654164544256,0.2856129381648408,True
2012-08-08,0.12333357003414193,0.28521758564008753,True
2012-08-09,0.1220147863467641,0.2853982348004894,True
2012-08-10,0.12336190749845963,0.28538319238264004,True
2012-08-13,0.12724123120579786,0.2835981069531205,True
2012-08-14,0.12588007861908473,0.28321132581400577,True
2012-08-15,0.11871807847462737,0.2828541885304113,True
2012-08-16,0.11477610104810522,0.28254626158078205,True
2012-08-17,0.11538861777321169,0.2830202817387966,True
2012-08-20,0.11585338120557961,0.2825028293558275,True
2012-08-21,0.1137134824748938,0.28269771456489884,True
2012-08-22,0.11247129004793384,0.2826844915942782,True
2012-08-23,0.11672118059603123,0.283407475149699,True
2012-08-24,0.118057375350447,0.28357540806733567,True
2012-08-27,0.117082522670873,0.2832132949072424,True
2012-08-28,0.11769832740940603,0.2833271672656729,True
2012-08-29,0.12421412975012078,0.28420710684732675,True
2012-08-30,0.12095232016461838,0.28407861639055076,True
2012-08-31,0.12302098113524422,0.28432812651641853,True
2012-09-03,0.13245044066147485,,False
2012-09-04,0.13248467144994702,0.2847825664033953,True
2012-09-05,0.12918140624745303,0.2844303058626413,True
2012-09-06,0.12708321805918404,0.2843827818609471,True
2012-09-07,0.11782822637388293,0.2829861977985398,True
2012-09-10,0.11343350275409865,0.2818840667069867,True
2012-09-11,0.1078733695574026,0.2798645461243034,True
2012-09-12,0.1049494384918025,0.28025093708525145,True
2012-09-13,0.09578390513618068,0.2795093944642336,True
2012-09-14,0.10070205930198158,0.2794772865020149,True
2012-09-17,0.08748665597639621,0.2778339342816778,True
2012-09-18,0.08879728752552622,0.27821888651404914,True
2012-09-19,0.0898184746544518,0.2783942521688978,True
2012-09-20,0.09111860784567674,0.27849573887046875,True
2012-09-21,0.09336393102241902,0.2787536627388106,True
2012-09-24,0.09622152407187776,0.27924308244010254,True
2012-09-25,0.10167883447246436,0.2802066348181185,True
2012-09-26,0.10622134549010266,0.281202492342109,True
2012-09-27,0.11916998759539212,0.2826438703464489,True
2012-09-28,0.11359619635189676,0.2812894251506855,True
2012-10-01,0.11412823513880911,0.28108495409946327,True
2012-10-02,0.11247910118132064,0.2806739888100573,True
2012-10-03,0.11283657106591316,0.28109897007178747,True
2012-10-04,0.11001655103461974,0.2804038486846828,True
2012-10-05,0.10499134531997135,0.27964329589678893,True
2012-10-08,0.10026287992195067,0.279202481362456,True
2012-10-09,0.09977750642814569,0.2809260114892255,True
2012-10-10,0.10022342366533202,0.2823052442216095,True
2012-10-11,0.10422663642961529,0.2815589947596589,True
2012-10-12,0.1021797034162827,0.2821683493477449,True
2012-10-15,0.10167070190953466,0.2804408821370241,True
2012-10-16,0.09714539460658773,0.28036165202481855,True
2012-10-17,0.09171692532012148,0.2782557911216564,True
2012-10-18,0.0845377434788477,0.2797138548165567,True
2012-10-19,0.08387833656468206,0.2842166607700173,True
2012-10-22,0.10186484859873368,0.290873804674538,True
2012-10-23,0.0977845473296987,0.2877892934708993,True
2012-10-24,0.11903437332897274,0.2881812789354205,True
2012-10-25,0.11388597936585963,0.2890590300809745,True
2012-10-26,0.11126950900873782,0.28825782397407534,True
2012-10-29,0.10943930833616616,,False
2012-10-30,0.11011632066405641,,False
2012-10-31,0.11017623608393132,0.2855285354442494,True
2012-11-01,0.11840410863868024,0.28920007173203355,True
2012-11-02,0.10475786985548953,0.2850346223808789,True
2012-11-05,0.10779863048057146,0.28788018170025914,True
2012-11-06,0.1164289589035751,0.28546021585862896,True
2012-11-07,0.10761018488308435,0.2875535618035496,True
2012-11-08,0.12305720315579514,0.2873179357352185,True
2012-11-09,0.1178920964743318,0.2883915963370888,True
2012-11-12,0.12069480022889097,0.2868156694973745,True
2012-11-13,0.12075278853197552,0.2862902534379911,True
2012-11-14,0.12502078030619804,0.2882597448532998,True
2012-11-15,0.12630689737944878,0.28823538638964535,True
2012-11-16,0.14238414061300966,0.2911115471290293,True
2012-11-19,0.14596255333518068,0.29101816705973066,True
2012-11-20,0.1343443158806921,0.2875773400306418,True
2012-11-21,0.12890951087047542,0.2873679964209091,True
2012-11-22,0.12288475546575131,,False
2012-11-23,0.12290488351533986,0.2881846394464784,True
2012-11-26,0.12231822944952647,0.2874752681503579,True
2012-11-27,0.12036811466345469,0.28515620825429927,True
2012-11-28,0.11845428936416592,0.28435577753676866,True
2012-11-29,0.102367082669364,0.2810165948592946,True
2012-11-30,0.09716939393463603,0.279563854419586,True
2012-12-03,0.10178106635504378,0.28107278681263986,True
2012-12-04,0.09851063798241047,0.28005761711709487,True
2012-12-05,0.09748627117341764,0.28011465201176766,True
2012-12-06,0.09352802127043602,0.2847805561371908,True
2012-12-07,0.09136439338806032,0.21296032159694536,True
2012-12-10,0.0873554421911236,0.22914103143892564,True
2012-12-11,0.08692041426114164,0.22741778194486098,True
2012-12-12,0.08334174644212518,0.2109419394354062,True
2012-12-13,0.08504752600153692,0.22140276880286822,True
2012-12-14,0.08407637623151752,0.2241345219050946,True
2012-12-17,0.08745778210608798,0.24348601204842188,True
2012-12-18,0.081955688511278,0.23472715383843107,True
2012-12-19,0.07623467260331268,0.21963378412932882,True
2012-12-20,0.09248521725494814,0.22063490654047704,True
2012-12-21,0.09530653262847248,0.23492852922248444,True
2012-12-24,0.09712897019232329,0.24627004503567557,True
2012-12-25,0.09696288751424083,,False
2012-12-26,0.09706432062377446,0.24302306794982806,True
2012-12-27,0.11248084971576891,0.26032366929514394,True
2012-12-28,0.11291543638603925,0.26409369034690255,True
2012-12-31,0.1493565669043143,0.277996021917961,True
2013-01-01,0.0988189878969303,,False
2013-01-02,0.0988649651091181,0.24217265343026545,True
