scenario,rows,approx_total_return,approx_max_drawdown,mean_target_beta,mean_turnover,left_tail_mean_beta,mean_expected_beta,beta_expectation_mae,beta_expectation_rmse,beta_expectation_within_5pct,mean_raw_beta,raw_beta_expected_mae,raw_beta_expected_within_5pct,mean_standard_beta,standard_beta_expected_mae,standard_beta_expected_within_5pct,posterior_vs_benchmark_process,probability_within_band_share,delta_within_band_share,acceleration_within_band_share,transition_probability_within_band_share,stable_vs_benchmark_regime,entropy_within_band_share,entropy_mae,transition_entropy_within_band_share,acceptance_pass,acceptance_reason,tractor_threshold,sidecar_threshold,calm_threshold,selection_failed_closed
standard,1240.0,0.8893130648564243,-0.10670610397057056,0.6925937655158146,0.027010566136743033,0.7081306805050552,0.8780645161290324,0.26052879327665796,0.2995653673172221,0.03951612903225806,0.8531916007008792,0.16782636235681597,0.267741935483871,0.6925937655158146,0.26052879327665796,0.03951612903225806,0.8275622752138303,0.6094234553995579,0.8828538045676338,0.949023128656121,0.96068253285418,0.8275622752138303,0.6422792670059588,0.15840153213067573,0.8815437191571242,True,PASS,0.2,0.15,0.05,False
