date,variant,shadow_state,prob_RECOVERY,prob_MID_CYCLE,prob_LATE_CYCLE,prob_BUST,entropy,effective_entropy,orthogonal_confidence,fdas_triggered,w_base,m_entropy,m_fdas,w_final_raw,w_final
2018-01-01,stress_hardened,MID_CYCLE,0.011916083391902189,0.9294037773539273,0.012151572623955801,0.046528566630214575,0.22878068040986274,0.22878068040986274,0.37667426327028203,False,1.0,1.0,1.0,1.0,1.0
2018-01-03,stress_hardened,MID_CYCLE,0.020435816212261437,0.9482129414871301,0.007961509309256792,0.023389732991351646,0.1848419984189999,0.1848419984189999,0.480822544598812,False,1.0,1.0,1.0,1.0,1.0
2018-01-04,stress_hardened,MID_CYCLE,0.04732889304103915,0.9103510085065358,0.010918270145027434,0.0314018283073975,0.27980163883769055,0.27980163883769055,0.5319026289418503,False,1.0,1.0,1.0,1.0,1.0
2018-01-05,stress_hardened,MID_CYCLE,0.15021699890975854,0.782538762985877,0.017662968546119748,0.04958126955824468,0.5027014793517903,0.5027014793517903,0.5350580334175854,False,1.0,1.0,1.0,1.0,1.0
2018-01-08,stress_hardened,MID_CYCLE,0.19072953827864184,0.733787763046236,0.020004983415119682,0.05547771526000252,0.5639760790382157,0.5639760790382157,0.5233736427844622,False,1.0,1.0,1.0,1.0,1.0
2018-01-09,stress_hardened,MID_CYCLE,0.18342198366778562,0.7421258273855471,0.019775926586507928,0.05467626236015926,0.5546441992429646,0.5546441992429646,0.49956314291615506,False,1.0,1.0,1.0,1.0,1.0
2018-01-10,stress_hardened,MID_CYCLE,0.07923173200282957,0.8647269203105012,0.014952120374060355,0.04108922731260888,0.3755065715972102,0.3755065715972102,0.4480454801437842,False,1.0,1.0,1.0,1.0,1.0
2018-01-11,stress_hardened,MID_CYCLE,0.03152407100772311,0.9346024570776373,0.008857733227967192,0.025015738686672465,0.22096304107349032,0.22096304107349032,0.46589017394193255,False,1.0,1.0,1.0,1.0,1.0
2018-01-15,stress_hardened,MID_CYCLE,0.04156405525659455,0.9083087549065665,0.013255458742481355,0.036871731094357575,0.2874889121297928,0.2874889121297928,0.4009267174653917,False,1.0,1.0,1.0,1.0,1.0
2018-01-17,stress_hardened,MID_CYCLE,0.08472036185292854,0.8332147350254357,0.021846639599517423,0.060218263522118266,0.4428283914651211,0.4428283914651211,0.35367084133757676,False,1.0,1.0,1.0,1.0,1.0
2018-01-18,stress_hardened,MID_CYCLE,0.16257510929838884,0.726312289485997,0.02957947747923985,0.08153312373637428,0.6031299211568688,0.6031299211568688,0.33654858674100707,False,1.0,1.0,1.0,1.0,1.0
2018-01-22,stress_hardened,MID_CYCLE,0.060423587153656914,0.8901172423310736,0.01313730246185503,0.036321868053414426,0.3249791036664029,0.3249791036664029,0.3754123874571166,False,1.0,1.0,1.0,1.0,1.0
2018-01-23,stress_hardened,MID_CYCLE,0.04979943646399488,0.9130450475352633,0.009935363454294374,0.027220152546447204,0.2714864186801265,0.2714864186801265,0.4001671591475285,False,1.0,1.0,1.0,1.0,1.0
2018-01-24,stress_hardened,MID_CYCLE,0.021835948697701377,0.950791504256866,0.007335692816898567,0.020036854228534275,0.17736859278567027,0.17736859278567027,0.39832033989959137,False,1.0,1.0,1.0,1.0,1.0
2018-01-25,stress_hardened,MID_CYCLE,0.01935237630030583,0.954267994079677,0.007116825155654195,0.01926280446436285,0.16756088463776886,0.16756088463776886,0.38718703182324316,False,1.0,1.0,1.0,1.0,1.0
2018-01-26,stress_hardened,MID_CYCLE,0.02521696992245683,0.9467753043802118,0.007556060857055415,0.02045166484027598,0.1883091915385122,0.1883091915385122,0.4017589918785858,False,1.0,1.0,1.0,1.0,1.0
