date,target_beta,raw_target_beta,entropy,predicted_regime,actual_regime,raw_regime,stable_regime,deployment_state,lock_active,target_bucket,close
2023-03-07,0.30823173272530424,0.8627909666793634,0.7424978377596856,MID_CYCLE,MID_CYCLE,MID_CYCLE,BUST,DEPLOY_PAUSE,False,QQQ,290.7250366210937
2023-03-08,0.30823173272530424,0.8890408610009041,0.7125674181158134,MID_CYCLE,MID_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,False,QQQ,292.1770935058594
2023-03-09,0.30823173272530424,0.8486060580368003,0.7646587634885516,MID_CYCLE,MID_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,False,QQQ,287.1147766113281
2023-03-10,0.30823173272530424,0.792363010909475,0.8860737812304654,BUST,MID_CYCLE,BUST,MID_CYCLE,DEPLOY_BASE,False,QQQ,283.0826721191406
2023-03-13,0.30823173272530424,0.7191578949408425,0.6873302900794578,BUST,MID_CYCLE,BUST,BUST,DEPLOY_BASE,False,CASH,285.1821594238281
2023-03-14,0.30823173272530424,0.8353817873464587,0.5965046648367185,RECOVERY,MID_CYCLE,RECOVERY,BUST,DEPLOY_PAUSE,True,CASH,291.73553466796875
2023-03-15,0.30823173272530424,0.792351110670409,0.6565727409214729,BUST,MID_CYCLE,BUST,BUST,DEPLOY_PAUSE,False,CASH,293.2659606933594
2023-03-16,0.30823173272530424,0.8697172287695182,0.5628363627993495,RECOVERY,MID_CYCLE,RECOVERY,BUST,DEPLOY_PAUSE,False,CASH,300.9967041015625
2023-03-17,0.30823173272530424,0.8745534190343388,0.5662031643073525,RECOVERY,MID_CYCLE,RECOVERY,RECOVERY,DEPLOY_PAUSE,False,CASH,299.5741577148437
2023-03-20,0.30823173272530424,0.6785194173843608,0.5403659575373433,BUST,MID_CYCLE,BUST,BUST,DEPLOY_PAUSE,False,CASH,300.63726806640625
2023-03-21,0.30823173272530424,0.8929034930933231,0.5302973530470461,RECOVERY,MID_CYCLE,RECOVERY,RECOVERY,DEPLOY_PAUSE,False,CASH,304.9311218261719
2023-03-22,0.30823173272530424,0.5142455716313483,0.13633697098704978,BUST,MID_CYCLE,BUST,BUST,DEPLOY_PAUSE,False,CASH,300.7846984863281
2023-03-23,0.30823173272530424,0.5112318154898068,0.11407857079380898,BUST,MID_CYCLE,BUST,BUST,DEPLOY_PAUSE,False,CASH,304.3514099121094
2023-03-24,0.30823173272530424,0.5065100643901653,0.07564516773871119,BUST,MID_CYCLE,BUST,BUST,DEPLOY_PAUSE,False,CASH,305.4715576171875
2023-03-27,0.30823173272530424,0.5049266133396367,0.06056524137935869,BUST,MID_CYCLE,BUST,BUST,DEPLOY_PAUSE,False,CASH,303.3786315917969
2023-03-28,0.30823173272530424,0.5074469134461085,0.08432227928435337,BUST,MID_CYCLE,BUST,BUST,DEPLOY_PAUSE,False,CASH,301.76727294921875
2023-03-29,0.44809612025584644,0.5081711588916956,0.09075313134637172,BUST,MID_CYCLE,BUST,BUST,DEPLOY_PAUSE,False,CASH,307.2696838378906
2023-03-30,0.44809612025584644,0.5098330155334783,0.10543407564549503,BUST,MID_CYCLE,BUST,BUST,DEPLOY_PAUSE,False,CASH,310.1781005859375
2023-03-31,0.44809612025584644,0.5140051238788436,0.1401731607130116,BUST,MID_CYCLE,BUST,BUST,DEPLOY_PAUSE,False,CASH,315.33660888671875
2023-04-03,0.44809612025584644,0.5355049377232387,0.2840933225625899,BUST,MID_CYCLE,BUST,BUST,DEPLOY_PAUSE,False,CASH,314.5700988769531
2023-04-04,0.44809612025584644,0.5391398490380369,0.3045941835691806,BUST,MID_CYCLE,BUST,BUST,DEPLOY_PAUSE,False,CASH,313.509033203125
2023-04-05,0.44809612025584644,0.5389524029672784,0.30185811845939864,BUST,MID_CYCLE,BUST,BUST,DEPLOY_PAUSE,False,CASH,310.4139099121094
2023-04-06,0.44809612025584644,0.5886626082602298,0.485384273472749,BUST,MID_CYCLE,BUST,BUST,DEPLOY_PAUSE,False,CASH,312.5067443847656
2023-04-07,0.44809612025584644,0.6610697400225733,0.6575715735765408,BUST,MID_CYCLE,BUST,BUST,DEPLOY_PAUSE,False,CASH,312.5067443847656
2023-04-10,0.44809612025584644,0.8496742434388785,0.7094637661519788,RECOVERY,MID_CYCLE,RECOVERY,BUST,DEPLOY_PAUSE,False,CASH,312.32989501953125
2023-04-11,0.44809612025584644,0.9785460207428927,0.5695246913533394,RECOVERY,MID_CYCLE,RECOVERY,RECOVERY,DEPLOY_PAUSE,False,CASH,310.3254699707031
2023-04-12,0.44809612025584644,1.0215909651404034,0.49023779578737336,RECOVERY,MID_CYCLE,RECOVERY,RECOVERY,DEPLOY_BASE,False,CASH,307.5840759277344
2023-04-13,0.44809612025584644,0.9798384836453342,0.6707791596043369,RECOVERY,MID_CYCLE,RECOVERY,RECOVERY,DEPLOY_BASE,False,CASH,313.6072998046875
2023-04-14,0.44809612025584644,1.0015948752602735,0.7250511930018282,RECOVERY,MID_CYCLE,RECOVERY,RECOVERY,DEPLOY_BASE,False,CASH,313.0177001953125
2023-04-17,0.44809612025584644,0.9824640837631322,0.7946138391967384,RECOVERY,MID_CYCLE,RECOVERY,RECOVERY,DEPLOY_BASE,False,CASH,313.28302001953125
2023-04-18,0.44809612025584644,0.935805102085772,0.8571460961356105,RECOVERY,MID_CYCLE,RECOVERY,RECOVERY,DEPLOY_BASE,False,CASH,313.3026733398437
2023-04-19,0.44809612025584644,0.9565463509442669,0.817296490694906,MID_CYCLE,MID_CYCLE,MID_CYCLE,RECOVERY,DEPLOY_BASE,False,CASH,313.1552734375
2023-04-20,0.44809612025584644,0.9476940694518713,0.8425499888816079,MID_CYCLE,MID_CYCLE,MID_CYCLE,RECOVERY,DEPLOY_BASE,False,CASH,310.767578125
