date,target_beta,raw_target_beta,entropy,predicted_regime,actual_regime,raw_regime,stable_regime,deployment_state,lock_active,target_bucket,close,actual_regime_probability,brier,prob_MID_CYCLE,prob_LATE_CYCLE,prob_BUST,prob_RECOVERY
2018-01-15,0.3543772334916344,0.9044942364080716,0.595297237945955,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_SLOW,False,CASH,155.90914916992188,0.3538722894471192,0.7758259436340748,0.5965708805488611,0.3538722894471192,0.049478314504844315,7.85154991754396e-05
2018-01-16,0.3543772334916344,0.8985595350496824,0.5979908336994003,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_SLOW,True,CASH,155.4636993408203,0.39995581914833006,0.6721009756704245,0.5569604970755578,0.39995581914833006,0.04292944916377135,0.00015423461234081334
2018-01-17,0.3543772334916344,0.8705540466582684,0.6374149650699108,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,MID_CYCLE,DEPLOY_SLOW,False,CASH,157.141357421875,0.4905069115884208,0.46307870290128006,0.4467257879179159,0.4905069115884208,0.06270216845568974,6.513203797364169e-05
2018-01-18,0.3543772334916344,0.9022875861353447,0.5717946583357644,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_SLOW,False,CASH,157.16976928710938,0.42137793707508364,0.6394800414703593,0.5513169296653584,0.42137793707508364,0.026945566292657475,0.0003595669669006033
2018-01-19,0.3543772334916344,0.9007877589458962,0.5845251488846221,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_SLOW,False,CASH,157.66262817382812,0.4083457651976713,0.660934760671407,0.5564599850514718,0.4083457651976713,0.035104188316092126,9.00614347648791e-05
2018-01-22,0.3543772334916344,0.8963506981215243,0.593311842870994,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_SLOW,False,CASH,159.3498077392578,0.4226991569843432,0.6252658183478946,0.5390064021831669,0.4226991569843432,0.03823152427476026,6.29165577297481e-05
2018-01-23,0.3543772334916344,0.8601635928235424,0.6047580684063015,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,MID_CYCLE,DEPLOY_SLOW,False,CASH,160.6672821044922,0.5728030193673476,0.3268681469723504,0.3765824730488557,0.5728030193673476,0.050562090102279585,5.241748151712647e-05
2018-01-24,0.3543772334916344,0.8702076803320921,0.5924520169398038,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,MID_CYCLE,DEPLOY_SLOW,False,CASH,159.62464904785156,0.5514477618424116,0.370355870993931,0.40943108827066216,0.5514477618424116,0.03902480381353052,9.634607339571412e-05
2018-01-25,0.3543772334916344,0.801035858320271,0.4310758259773663,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,159.56773376464844,0.8173646968402325,0.05085543225418501,0.11162738151741956,0.8173646968402325,0.07098665745986235,2.1264182485586048e-05
2018-01-26,0.3543772334916344,0.8394655369204993,0.5136083831925012,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,162.0131378173828,0.7114632358578951,0.14800114378189888,0.2518208903816742,0.7114632358578951,0.036522338806607824,0.00019353495382282813
2018-01-29,0.3543772334916344,0.8045907844077138,0.3396071800392661,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,161.22645568847656,0.8695319911085785,0.026501160225069872,0.08733833663303961,0.8695319911085785,0.04302630766068149,0.00010336459770050185
2018-01-30,0.3543772334916344,0.8350020973898571,0.48403314233935235,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,159.89955139160156,0.7425547204064176,0.1176164798245972,0.22415984145627998,0.7425547204064176,0.033025837237649194,0.00025960089965313516
2018-01-31,0.3543772334916344,0.8911895983611652,0.5826530803164824,MID_CYCLE,LATE_CYCLE,MID_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,160.56300354003906,0.4687420877115846,0.5341816925504016,0.5010372158681935,0.4687420877115846,0.030140089564233603,8.060685598832464e-05
2018-02-01,0.3543772334916344,0.8662061479291124,0.5673351033263058,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,159.19813537597656,0.5920015585968319,0.30958441281758586,0.37705734658303963,0.5920015585968319,0.03081274972255685,0.00012834509757166804
2018-02-02,0.3543772334916344,0.8469446752614158,0.5388444868230784,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,156.02284240722656,0.6735349440340068,0.19185106958016057,0.28969658101613516,0.6735349440340068,0.03670863904461453,5.983590524348926e-05
2018-02-05,0.3543772334916344,0.9041989785080574,0.5676316740789618,MID_CYCLE,LATE_CYCLE,MID_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,149.8714599609375,0.41227043266404706,0.6608230821362934,0.560966896993346,0.41227043266404706,0.026705336655656543,5.733368695038494e-05
2018-02-06,0.3543772334916344,0.9373874467299887,0.4854722936011587,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,False,CASH,153.8428497314453,0.2518484725893721,1.083888220244896,0.7235725217432382,0.2518484725893721,0.024501265531459697,7.774013593003592e-05
2018-02-07,0.3543772334916344,0.8865607268896469,0.6354879900609635,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,False,CASH,151.85244750976562,0.4069248996688811,0.635366132781025,0.5286890990904969,0.4069248996688811,0.06415482216773191,0.00023117907289012146
2018-02-08,0.3543772334916344,0.9484676792939661,0.4362680764289029,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,False,CASH,145.44505310058594,0.2130541495494621,1.2108309206277896,0.7689132743616863,0.2130541495494621,0.017874580675044494,0.00015799541380713333
2018-02-09,0.3543772334916344,0.9003997001753503,0.6075943293305098,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,False,CASH,147.9568328857422,0.36433147070933314,0.7454435395057603,0.5818102495748894,0.36433147070933314,0.05353305609060127,0.0003252236251761693
2018-02-12,0.3543772334916344,0.7095794096743467,0.46930845281207384,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,150.5823211669922,0.6889698482209977,0.19008366583455946,0.004362761753544427,0.6889698482209977,0.3054889328066658,0.0011784572187920847
2018-02-13,0.3543772334916344,0.7662572552524964,0.5883586460038588,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,151.3595428466797,0.6983308007644546,0.13917771081833596,0.11281650591167657,0.6983308007644546,0.18826975654499922,0.000582936778869569
2018-02-14,0.3543772334916344,0.7416517740968176,0.4510079319445733,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,154.19358825683594,0.7671307066751576,0.09889794815746901,0.019514861231432847,0.7671307066751576,0.21042921296248654,0.0029252191309230707
2018-02-15,0.3543772334916344,0.7964201594300555,0.6239558986120136,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,157.05599975585938,0.668865044018142,0.16554857968864078,0.19070313832592403,0.668865044018142,0.13975002255318267,0.0006817951027514344
2018-02-16,0.3543772334916344,0.9182346976858686,0.5535785487269755,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_SLOW,False,CASH,156.3546142578125,0.3255501391303996,0.8664076675503365,0.6406322219939484,0.3255501391303996,0.03339506395936123,0.00042257491629084447
2018-02-19,0.3543772334916344,0.9341166764808427,0.4997044923040632,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,False,CASH,156.3546142578125,0.2574823264295319,1.0615008028323023,0.7136804385528805,0.2574823264295319,0.028784302891682833,5.2932125904723436e-05
2018-02-20,0.3543772334916344,0.9444443063750299,0.45544013975277753,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,False,CASH,156.6674346923828,0.22562271639262563,1.1676242888174675,0.7533443223618287,0.22562271639262563,0.02089074411833262,0.0001422171272130066
2018-02-21,0.3543772334916344,0.9412386873847852,0.4687386391824525,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,False,CASH,156.221923828125,0.23984034484483835,1.1236773938281235,0.7384904303969227,0.23984034484483835,0.02160027687011836,6.894788812057769e-05
2018-02-22,0.5174451243089276,0.9481225907856903,0.4368338691401506,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,False,CASH,156.20298767089844,0.22065398527090355,1.1907664237522582,0.7636393375242675,0.22065398527090355,0.015528799801019996,0.00017787740380899398
2018-02-23,0.5174451243089276,0.9350723414992236,0.49604127031131096,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,False,CASH,159.39715576171875,0.2697117164239376,1.0343255865093828,0.7074709763457513,0.2697117164239376,0.022111743231699954,0.0007055639986111018
2018-02-26,0.5174451243089276,0.9040980052865827,0.5778627911631233,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,False,CASH,161.51083374023438,0.4002490711216617,0.6827779197054187,0.5675083073064087,0.4002490711216617,0.031794071077130094,0.0004485504947995994
2018-02-27,0.5174451243089276,0.9446509819787915,0.4521540390278451,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,False,CASH,159.5108642578125,0.23358774364583965,1.1487987619006852,0.7490744765757883,0.23358774364583965,0.017275412116463194,6.23676619089783e-05
2018-02-28,0.5174451243089276,0.9530242942205132,0.41150864052725594,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,False,CASH,158.48728942871094,0.2041030428809512,1.2474586522528226,0.7834888232789241,0.2041030428809512,0.01232651764551521,8.161619460951316e-05
2018-03-01,0.5174451243089276,0.9552354596245048,0.4000879746813698,MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,False,CASH,155.899658203125,0.19635138245866754,1.2740581157109467,0.7925186021713041,0.19635138245866754,0.011012109034607196,0.0001179063354210463
2018-03-02,0.5174451243089276,0.8736834528314715,0.6006573277833037,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,MID_CYCLE,DEPLOY_BASE,False,CASH,157.33090209960938,0.5310115541890744,0.4048838304286229,0.42814342928127574,0.5310115541890744,0.0403312299727977,0.0005137865568521422
2018-03-05,0.5174451243089276,0.8116641632943609,0.535684359247334,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,159.07492065429688,0.7363778005820399,0.10906206084402541,0.1811397547008788,0.7363778005820399,0.08218086843489902,0.00030157628218228016
2018-03-06,0.5174451243089276,0.8719382298383918,0.6080738495638314,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,159.74790954589844,0.5285041163380356,0.4060139833887232,0.42626015138981255,0.5285041163380356,0.04480753353536048,0.00042819873679132654
2018-03-07,0.5174451243089276,0.9046515445921101,0.5529454264281687,MID_CYCLE,LATE_CYCLE,MID_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,160.1175079345703,0.4339259983497452,0.6212431243039037,0.5481835907243161,0.4339259983497452,0.01725382805089146,0.0006365828750472676
2018-03-08,0.5174451243089276,0.8808900693271668,0.5729284884997792,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,160.9989776611328,0.530413217080843,0.4176440417796199,0.44322764142032295,0.530413217080843,0.026105335677579857,0.00025380582125418143
2018-03-09,0.5174451243089276,0.8862902753532266,0.5686733823118355,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,164.12684631347656,0.5128442690336992,0.4532501088674624,0.4641412463996327,0.5128442690336992,0.022403865494500557,0.0006106190721674435
2018-03-12,0.5174451243089276,0.8924143062190837,0.5622877127235703,MID_CYCLE,LATE_CYCLE,MID_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,164.9988555908203,0.48749449372521336,0.5052605987925268,0.4921283698570749,0.48749449372521336,0.02020751446274146,0.0001696219549702349
2018-03-13,0.5174451243089276,0.8884363820149055,0.5619641981695953,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,162.75245666503906,0.5091301788107766,0.463000049691922,0.4708115925586927,0.5091301788107766,0.019572341809987088,0.0004858868205436389
2018-03-14,0.5174451243089276,0.8787209396503092,0.5635014701196783,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,162.72409057617188,0.5558999122770901,0.375611866598898,0.42185567706103305,0.5558999122770901,0.020539198267434104,0.00170521239444265
2018-03-15,0.5174451243089276,0.8452232273704491,0.5237677714002384,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,162.58189392089844,0.6967967162564928,0.16577535755609177,0.26993147466572315,0.6967967162564928,0.031241017143384675,0.0020307919343994277
2018-03-16,0.5174451243089276,0.8446302195586298,0.5283297556405704,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,162.09849548339844,0.6940852605679909,0.16793682852591746,0.27060904112527623,0.6940852605679909,0.0334721635974088,0.0018335347093240439
2018-03-19,0.5174451243089276,0.8539672858319449,0.5639805379081678,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,CASH,158.63998413085938,0.6344140615737451,0.24199230723599083,0.3269057871489906,0.6344140615737451,0.03836319496838758,0.0003169563088766756
2018-03-20,0.5174451243089276,0.8186596495972779,0.4406565317543942,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,QQQ,159.16209411621094,0.8019860645077281,0.06464510577854837,0.1537664909999533,0.8019860645077281,0.042279803250680585,0.0019676412416379818
2018-03-21,0.5174451243089276,0.8267731572458307,0.48376388655151276,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,True,QQQ,158.4690704345703,0.7767862468824583,0.08222081950026626,0.1757256109226462,0.7767862468824583,0.03769734599527872,0.009790796199616732
2018-03-22,0.5174451243089276,0.8499266389270647,0.5502064711067648,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,False,QQQ,154.55767822265625,0.6624408594525854,0.2055062621228118,0.30049686969659245,0.6624408594525854,0.035485693779167486,0.00157657707165472
