window,rows,stable_vs_benchmark_regime,beta_mae,tractor_prob_mean,sidecar_prob_mean,left_tail_cover
2018Q4,63,0.5396825396825397,0.121985253597553,0.23235327005343007,0.1065126203886564,0.3888888888888889
2020COVID,52,0.6730769230769231,0.15551936492214657,0.8000262407925292,0.6845707560723504,0.9583333333333334
2022H1,124,0.7096774193548387,0.083466860863036,0.12045362050753816,0.2112564922703769,0.6842105263157895
