,hy_ig_spread,real_yield_10y,curve_10y_2y,chicago_fci,vix_3m_1m_ratio,ism_new_orders,ism_inventories,qqq_skew_20d_mean
2015-03-05,4.44,0.25,1.46,-0.52499,1.1883345045678144,0.0,0.0,0.34759463513630906
2015-03-06,4.46,0.27,1.46,-0.52499,1.1851851851851853,0.0,0.0,0.42151205920186297
2015-03-09,4.42,0.40999999999999,1.51,-0.53003,1.1519736842105264,0.0,0.0,0.3617566416982095
2015-03-10,4.51,0.44,1.5,-0.53003,1.1494023904382469,0.0,0.0,0.7764794013146573
2015-03-11,4.66,0.40999999999999,1.44,-0.53003,1.0940683043738766,0.0,0.0,0.9336200478488301
2015-03-12,4.61,0.38999999999999996,1.41,-0.53003,1.098399525785418,0.0,0.0,1.0291643316268775
2015-03-13,4.62,0.38999999999999996,1.43,-0.53003,1.1277561608300908,-1.7930312086016253,0.061661497066412,1.3503783951831665
2015-03-16,4.68,0.44,1.45,-0.53378,1.118125,-1.7930312086016253,0.061661497066412,1.0272451412698531
2015-03-17,4.72,0.44999999999999996,1.44,-0.53378,1.1146700832799488,-1.7930312086016253,0.061661497066412,1.0148662807668163
2015-03-18,4.79,0.42,1.36,-0.53378,1.116219667943806,-1.7930312086016253,0.061661497066412,0.8792486953676579
2015-03-19,4.91,0.22999999999999998,1.36,-0.53378,1.1760916249105224,-1.7930312086016253,0.061661497066412,0.9303616639194755
2015-03-20,4.79,0.19,1.35,-0.53378,1.2061122956645343,-1.7930312086016253,0.061661497066412,0.9337031925370389
2015-03-23,4.81,0.16999999999999998,1.33,-0.537,1.283410138248848,-1.7930312086016253,0.061661497066412,0.9831102026190132
2015-03-24,4.82,0.16999999999999998,1.32,-0.537,1.2326621923937362,-1.7930312086016253,0.061661497066412,1.0581869579087164
2015-03-25,4.81,0.11,1.3,-0.537,1.2180616740088106,-1.7930312086016253,0.061661497066412,1.4123067649584913
2015-03-26,4.76,0.12,1.34,-0.537,1.1379533678756477,-1.7930312086016253,0.061661497066412,1.6137994978538097
2015-03-27,4.74,0.21,1.4,-0.537,1.1120253164556961,-1.7930312086016253,0.061661497066412,1.4217005283988216
2015-03-30,4.76,0.19,1.37,-0.53878,1.1539482415394824,-1.7930312086016253,0.061661497066412,1.3632006477207324
2015-03-31,4.73,0.22999999999999998,1.38,-0.53878,1.166092350103377,0.0,0.0,1.463704179415137
2015-04-01,4.82,0.18,1.38,-0.53878,1.1471550032701112,0.0,0.0,1.486606872175436
2015-04-02,4.86,0.06999999999999999,1.32,-0.53878,1.1475843812045003,0.0,0.0,1.514497723265849
2015-04-03,4.82,0.11,1.37,-0.53878,1.1738241308793456,0.0,0.0,1.3188391058324387
2015-04-06,,0.02,1.36,-0.54037,1.1738241308793456,0.0,0.0,1.2082817920801114
2015-04-07,4.8,0.06999999999999999,1.41,-0.54037,1.141112618724559,0.0,0.0,0.9412077736520902
2015-04-08,4.72,0.04,1.37,-0.54037,1.1366711772665765,0.0,0.0,0.754949424621689
2015-04-09,4.67,0.08,1.38,-0.54037,1.1731044349070099,0.0,0.0,0.7579536935036929
2015-04-10,4.62,0.13,1.41,-0.54037,1.2238349885408708,2.020265395112464,0.06675879068551716,0.6584346888371119
2015-04-13,4.6,0.13999999999999999,1.39,-0.54236,1.2289348171701113,2.020265395112464,0.06675879068551716,0.8359398978600412
2015-04-14,4.6,0.13999999999999999,1.4,-0.54236,1.1707317073170733,2.020265395112464,0.06675879068551716,0.9057284640844494
2015-04-15,4.62,0.1,1.37,-0.54236,1.1594732991953183,2.020265395112464,0.06675879068551716,0.9626637185989632
2015-04-16,4.58,0.06999999999999999,1.4,-0.54236,1.2219626168224298,2.020265395112464,0.06675879068551716,1.013579694546574
2015-04-17,4.61,0.05,1.4,-0.54236,1.2166666666666668,2.020265395112464,0.06675879068551716,1.4669064479239824
2015-04-20,4.66,-0.02,1.36,-0.54366,1.161987041036717,2.020265395112464,0.06675879068551716,1.0922158968988738
2015-04-21,4.6,0.01,1.35,-0.54366,1.1714285714285713,2.020265395112464,0.06675879068551716,0.9708896245871228
2015-04-22,4.57,0.06,1.37,-0.54366,1.171320754716981,2.020265395112464,0.06675879068551716,0.588018728862182
2015-04-23,4.53,0.12,1.42,-0.54366,1.2163650668764752,2.020265395112464,0.06675879068551716,0.5152366443817364
2015-04-24,4.55,0.06999999999999999,1.41,-0.54366,1.2155448717948718,2.020265395112464,0.06675879068551716,0.45851529569803284
2015-04-27,4.56,0.04,1.39,-0.54559,1.241659886086249,2.020265395112464,0.06675879068551716,0.5617025186103873
2015-04-28,4.55,0.03,1.4,-0.54559,1.2141768292682926,0.0,0.0,0.4478970794995655
2015-04-29,4.52,0.11,1.44,-0.54559,1.233682514101531,0.0,0.0,0.46197236092079563
2015-04-30,4.53,0.13999999999999999,1.5,-0.54559,1.1926811053024646,0.0,0.0,0.6762734630637659
2015-05-01,4.59,0.11,1.47,-0.54559,1.1326460481099656,0.0,0.0,0.5749139066003328
2015-05-04,4.53,0.18,1.52,-0.54647,1.2110236220472441,0.0,0.0,0.6209837198880742
2015-05-05,4.51,0.24,1.56,-0.54647,1.2007782101167315,0.0,0.0,0.8001063020733035
2015-05-06,4.48,0.25,1.57,-0.54647,1.140461215932914,0.0,0.0,0.9800960024339549
2015-05-07,4.5,0.33999999999999997,1.6,-0.54647,1.1036303630363036,0.0,0.0,0.9839081461829897
2015-05-08,4.55,0.3,1.55,-0.54647,1.1064111037673494,0.0,0.0,0.8829024718136966
2015-05-11,4.53,0.27999999999999997,1.57,-0.54636,1.2099533437013998,0.0,0.0,0.8995358351468776
2015-05-12,4.45,0.4,1.66,-0.54636,1.1624548736462095,0.0,0.0,0.9196411190335445
2015-05-13,4.56,0.4,1.67,-0.54636,1.1832611832611832,-1.3867962239783482,0.13560566122532425,0.969641896584448
2015-05-14,4.51,0.40999999999999,1.68,-0.54636,1.1838662790697674,-1.3867962239783482,0.13560566122532425,0.8004668931727994
2015-05-15,4.52,0.36,1.67,-0.54636,1.248822605965463,-1.3867962239783482,0.13560566122532425,0.6310345043128958
2015-05-18,4.55,0.31,1.59,-0.54675,1.2576736672051696,-1.3867962239783482,0.13560566122532425,0.7132927828544616
2015-05-19,4.49,0.37,1.65,-0.54675,1.1963864886095836,-1.3867962239783482,0.13560566122532425,0.7669311640986619
2015-05-20,4.46,0.42,1.64,-0.54675,1.1891050583657587,-1.3867962239783482,0.13560566122532425,0.8180536382457807
2015-05-21,4.49,0.38,1.66,-0.54675,1.1762422360248446,-1.3867962239783482,0.13560566122532425,0.8024422648002987
2015-05-22,4.51,0.34999999999999,1.59,-0.54675,1.2064409578860447,-1.3867962239783482,0.13560566122532425,0.9998752651327529
2015-05-25,4.47,0.33999999999999997,1.57,-0.54733,1.1937345424567187,-1.3867962239783482,0.13560566122532425,0.9577961218466722
2015-05-26,,,1.57,-0.54733,1.1937345424567187,-1.3867962239783482,0.13560566122532425,1.1156404566184703
2015-05-27,4.51,0.32,1.5,-0.54733,1.10099573257468,-1.3867962239783482,0.13560566122532425,0.7978384061345966
2015-05-28,4.48,0.33999999999999997,1.5,-0.54733,1.129615674453655,-1.3867962239783482,0.13560566122532425,0.6212422470441836
2015-05-29,4.5,0.33,1.51,-0.54733,1.1277235161532682,0.0,0.0,0.8455523492373934
2015-06-01,4.58,0.32,1.51,-0.54714,1.111271676300578,0.0,0.0,0.8232302387880589
2015-06-02,4.52,0.38999999999999996,1.55,-0.54714,1.1030780243378668,0.0,0.0,0.6207565012928506
2015-06-03,4.49,0.44,1.63,-0.54714,1.1032303370786518,0.0,0.0,0.49177916589433585
2015-06-04,4.46,0.5499999999999999,1.69,-0.54714,1.1244509516837482,0.0,0.0,0.6625429159321998
2015-06-05,4.56,0.5,1.65,-0.54714,1.106730115567641,0.0,0.0,0.8782253921758282
2015-06-08,4.56,0.5499999999999999,1.68,-0.54648,1.1231527093596059,0.0,0.0,1.0057185852953716
2015-06-09,4.61,0.54,1.69,-0.54648,1.0856769130150428,0.0,0.0,0.9477215875823375
2015-06-10,4.66,0.5599999999999999,1.7,-0.54648,1.1230131306150657,0.0,0.0,0.766572628971554
2015-06-11,4.6,0.63,1.75,-0.54648,1.159606656580938,0.0,0.0,0.9775721240533166
2015-06-12,4.62,0.5599999999999999,1.66,-0.54648,1.1750972762645915,-2.452447770502031,0.11243754979322063,1.1491423667421767
2015-06-15,4.63,0.5499999999999999,1.65,-0.54538,1.132801161103048,-2.452447770502031,0.11243754979322063,1.3792239381919813
2015-06-16,4.71,0.51,1.64,-0.54538,1.0799220272904484,-2.452447770502031,0.11243754979322063,1.2031859575618802
2015-06-17,4.77,0.44,1.61,-0.54538,1.0938555030384873,-2.452447770502031,0.11243754979322063,1.15318614694026
2015-06-18,4.76,0.42,1.65,-0.54538,1.1186206896551723,-2.452447770502031,0.11243754979322063,0.9739370181355924
2015-06-19,4.71,0.45999999999999996,1.69,-0.54538,1.1705837755875663,-2.452447770502031,0.11243754979322063,1.0392977873503928
2015-06-22,4.73,0.4,1.61,-0.54271,1.1396848137535815,-2.452447770502031,0.11243754979322063,0.9263003268345966
2015-06-23,4.62,0.46999999999999,1.69,-0.54271,1.1766091051805339,-2.452447770502031,0.11243754979322063,0.7477566651814719
2015-06-24,4.62,0.5,1.72,-0.54271,1.2006606110652354,-2.452447770502031,0.11243754979322063,1.0753637110275942
2015-06-25,4.66,0.48,1.7,-0.54271,1.1447963800904977,-2.452447770502031,0.11243754979322063,1.0704783895662449
2015-06-26,4.67,0.49,1.72,-0.54271,1.1077801570306924,-2.452447770502031,0.11243754979322063,1.083334942596169
2015-06-29,4.65,0.56999999999999,1.77,-0.54002,1.102710413694722,-2.452447770502031,0.11243754979322063,1.6380522800582478
2015-06-30,4.91,0.45999999999999996,1.69,-0.54002,0.9931034482758619,0.0,0.0,1.4671662746983865
2015-07-01,5.0,0.48,1.71,-0.54002,1.013165112452002,0.0,0.0,1.3413991582130151
2015-07-02,4.88,0.54,1.74,-0.54002,1.043505282784338,0.0,0.0,1.2035672119516265
2015-07-03,4.91,0.49,1.76,-0.54002,1.0530077427039906,0.0,0.0,1.1625881155603024
2015-07-06,4.91,,1.76,-0.53491,1.0530077427039906,0.0,0.0,1.0272192960425952
2015-07-07,5.07,0.43,1.7,-0.53491,1.0605526161081715,0.0,0.0,0.9570528113657857
2015-07-08,5.13,0.4,1.69,-0.53491,1.057799875699192,0.0,0.0,1.6105056428848668
2015-07-09,5.21,0.38999999999999996,1.67,-0.53491,0.9791454730417091,0.0,0.0,1.6750136959583166
2015-07-10,5.11,0.46999999999999,1.72,-0.53491,0.9904857285928894,0.0,0.0,1.116634649436695
2015-07-13,4.97,0.5499999999999999,1.77,-0.52993,1.0534759358288772,2.0122428756373267,0.4666191980913226,0.801994720272067
2015-07-14,4.93,0.58,1.75,-0.52993,1.1467625899280576,2.0122428756373267,0.4666191980913226,0.790646371750158
2015-07-15,4.94,0.5599999999999999,1.75,-0.52993,1.1563201196709052,2.0122428756373267,0.4666191980913226,0.8076669404422533
2015-07-16,4.93,0.52,1.72,-0.52993,1.1791383219954648,2.0122428756373267,0.4666191980913226,0.8122837286384618
2015-07-17,4.91,0.52,1.69,-0.52993,1.2163501238645749,2.0122428756373267,0.4666191980913226,0.6280799339667679
2015-07-20,4.95,0.51,1.66,-0.52449,1.2225941422594142,2.0122428756373267,0.4666191980913226,0.6562144396975705
2015-07-21,4.96,0.5599999999999999,1.67,-0.52449,1.2122448979591836,2.0122428756373267,0.4666191980913226,0.669391419077474
2015-07-22,5.06,0.53,1.64,-0.52449,1.207037643207856,2.0122428756373267,0.4666191980913226,0.7403564475571153
2015-07-23,5.16,0.53,1.58,-0.52449,1.221947194719472,2.0122428756373267,0.4666191980913226,0.7602560688825043
2015-07-24,5.21,0.49,1.57,-0.52449,1.1811708860759493,2.0122428756373267,0.4666191980913226,0.7966253706532332
2015-07-27,5.32,0.51,1.57,-0.5148,1.1390101892285298,2.0122428756373267,0.4666191980913226,0.6205917988027114
2015-07-28,5.49,0.5,1.55,-0.5148,1.0756410256410258,2.0122428756373267,0.4666191980913226,0.5865133161020476
2015-07-29,5.44,0.51,1.57,-0.5148,1.1480654761904763,0.0,0.0,0.6142362938183976
2015-07-30,5.33,0.52,1.59,-0.5148,1.1936,0.0,0.0,0.5845229579367601
2015-07-31,5.26,0.51,1.56,-0.5148,1.2126957955482276,0.0,0.0,0.5970674530472694
2015-08-03,5.36,0.45999999999999996,1.53,-0.50016,1.2293729372937294,0.0,0.0,0.6058273974910524
2015-08-04,5.45,0.45999999999999996,1.48,-0.50016,1.181528662420382,0.0,0.0,0.6436287221339108
2015-08-05,5.41,0.52,1.49,-0.50016,1.163846153846154,0.0,0.0,0.41449456235047444
2015-08-06,5.29,0.58,1.55,-0.50016,1.1894484412470026,0.0,0.0,0.5728730562511278
2015-08-07,5.4,0.5599999999999999,1.52,-0.50016,1.1292665214233844,0.0,0.0,0.6944830191615742
2015-08-10,5.52,0.52,1.45,-0.48134,1.1516056758775204,0.0,0.0,0.7503429977233151
2015-08-11,5.51,0.5499999999999999,1.51,-0.48134,1.2256745707277188,0.0,0.0,1.0050346012286484
2015-08-12,5.67,0.49,1.47,-0.48134,1.1626549963530268,-0.5138971578980356,-0.0761219495248211,0.9720837338780735
2015-08-13,5.79,0.52,1.47,-0.48134,1.166054371785452,-0.5138971578980356,-0.0761219495248211,1.2374013308780545
2015-08-14,5.66,0.56999999999999,1.47,-0.48134,1.167531504818384,-0.5138971578980356,-0.0761219495248211,1.6026279901163498
2015-08-17,5.52,0.58,1.47,-0.45992,1.2088854247856586,-0.5138971578980356,-0.0761219495248211,1.4446222830854496
2015-08-18,5.58,0.58,1.44,-0.45992,1.1682027649769586,-0.5138971578980356,-0.0761219495248211,1.5353504728343
2015-08-19,5.56,0.62,1.46,-0.45992,1.131979695431472,-0.5138971578980356,-0.0761219495248211,1.4398032672194976
2015-08-20,5.68,0.5499999999999999,1.45,-0.45992,1.0819672131147542,-0.5138971578980356,-0.0761219495248211,1.922864069145295
2015-08-21,5.75,0.53,1.4,-0.45992,0.9838035527690699,-0.5138971578980356,-0.0761219495248211,2.6062106820673234
2015-08-24,5.86,0.52,1.41,-0.4375,0.8373171601855155,-0.5138971578980356,-0.0761219495248211,3.214865565111371
2015-08-25,6.14,0.52,1.42,-0.4375,0.7643593519882179,-0.5138971578980356,-0.0761219495248211,3.982782491723903
2015-08-26,5.9,0.59,1.45,-0.4375,0.821210438645197,-0.5138971578980356,-0.0761219495248211,1.864196733361772
2015-08-27,5.91,0.65,1.51,-0.4375,0.845976253298153,-0.5138971578980356,-0.0761219495248211,1.5094490875117832
2015-08-28,5.8,0.6,1.5,-0.4375,0.9524904214559387,0.0,0.0,1.5004729464021331
2015-08-31,5.72,0.58,1.47,-0.41726,0.9727447216890595,0.0,0.0,1.5862473532603971
2015-09-01,5.7,0.58,1.47,-0.41726,0.9331691874780162,0.0,0.0,1.8578190803736807
2015-09-02,5.78,0.6,1.47,-0.41726,0.9404458598726115,0.0,0.0,1.5619919597455711
2015-09-03,5.73,0.64,1.48,-0.41726,1.003832886163281,0.0,0.0,1.4754887324765869
2015-09-04,5.7,0.64,1.47,-0.41726,1.023037875829754,0.0,0.0,1.5581182559299767
2015-09-07,5.74,0.62,1.42,-0.40423,1.0097122302158272,0.0,0.0,1.7099587640070786
2015-09-08,5.74,,1.42,-0.40423,1.0097122302158272,0.0,0.0,1.290283285758258
2015-09-09,5.64,0.67,1.46,-0.40423,1.0317269076305222,0.0,0.0,1.4007838317222032
2015-09-10,5.59,0.65,1.46,-0.40423,1.0030499428135722,0.0,0.0,1.2904088474149802
2015-09-11,5.58,0.64,1.48,-0.40423,1.0525235945835043,-0.5197014079183604,-0.33330654931144066,1.257628169150883
2015-09-14,5.62,0.60999999999999,1.49,-0.39845,1.063793103448276,-0.5197014079183604,-0.33330654931144066,1.348545366903052
2015-09-15,5.62,0.62,1.45,-0.39845,0.977319587628866,-0.5197014079183604,-0.33330654931144066,1.2175019857173268
2015-09-16,5.54,0.72,1.46,-0.39845,1.0257320319432122,-0.5197014079183604,-0.33330654931144066,1.1364667710818175
2015-09-17,5.59,0.73,1.48,-0.39845,1.0459016393442622,-0.5197014079183604,-0.33330654931144066,0.9673608419192028
2015-09-18,5.71,0.63,1.51,-0.39845,1.0,-0.5197014079183604,-0.33330654931144066,0.790054994251862
2015-09-21,5.8,0.58,1.44,-0.39858,1.0412926391382404,-0.5197014079183604,-0.33330654931144066,0.5483318674935493
2015-09-22,5.77,0.66,1.48,-0.39858,1.0719960278053624,-0.5197014079183604,-0.33330654931144066,0.614399689119682
2015-09-23,5.98,0.63,1.45,-0.39858,1.0374331550802138,-0.5197014079183604,-0.33330654931144066,0.8686992334736553
2015-09-24,5.98,0.64,1.46,-0.39858,1.033890646181654,-0.5197014079183604,-0.33330654931144066,1.1401961685175752
2015-09-25,6.14,0.64,1.46,-0.39858,0.9995739241585003,-0.5197014079183604,-0.33330654931144066,1.2279194515931917
2015-09-28,6.15,0.70999999999999,1.47,-0.40433,1.0330228619813717,-0.5197014079183604,-0.33330654931144066,1.3979428771075821
2015-09-29,6.48,0.70999999999999,1.43,-0.40433,0.9547593195801665,0.0,0.0,1.1222271395130867
2015-09-30,6.6,0.66,1.41,-0.40433,0.9690644800596347,0.0,0.0,1.187334958063402
2015-10-01,6.62,0.65,1.42,-0.40433,1.010204081632653,0.0,0.0,1.0778246916840786
2015-10-02,6.67,0.59,1.41,-0.40433,1.0567627494456762,0.0,0.0,0.8014535697821797
2015-10-05,6.83,0.51,1.41,-0.41409,1.0792741165234,0.0,0.0,0.7100899825671548
2015-10-06,6.62,0.5599999999999999,1.46,-0.41409,1.0916069600818832,0.0,0.0,0.9640826575279624
2015-10-07,6.52,0.53,1.44,-0.41409,1.1128865979381444,0.0,0.0,0.7996110201844696
2015-10-08,6.32,0.53,1.43,-0.41409,1.1255434782608698,0.0,0.0,0.8567754218374314
2015-10-09,6.26,0.54,1.47,-0.41409,1.153272101033295,0.0,0.0,0.8657197095484058
2015-10-12,6.13,0.58,1.47,-0.42981,1.162177985948478,0.0,0.0,0.8132387027121072
2015-10-13,6.13,,1.47,-0.42981,1.1910946196660481,0.2042173252279733,-0.5356630671555562,0.9992825773267249
2015-10-14,6.24,0.54,1.42,-0.42981,1.1601584606677984,0.2042173252279733,-0.5356630671555562,1.089012585052987
2015-10-15,6.31,0.5,1.42,-0.42981,1.1541874653355517,0.2042173252279733,-0.5356630671555562,0.9081423724322312
2015-10-16,6.26,0.54,1.43,-0.42981,1.2105919003115264,0.2042173252279733,-0.5356630671555562,0.7294401288932982
2015-10-19,6.18,0.5599999999999999,1.43,-0.44433,1.240531561461794,0.2042173252279733,-0.5356630671555562,0.7110931186007413
2015-10-20,6.16,0.59,1.43,-0.44433,1.192256341789052,0.2042173252279733,-0.5356630671555562,0.6163328357379143
2015-10-21,6.06,0.6,1.42,-0.44433,1.180952380952381,0.2042173252279733,-0.5356630671555562,0.6803711583615077
2015-10-22,6.07,0.59,1.4,-0.44433,1.1652694610778445,0.2042173252279733,-0.5356630671555562,0.5380857272649915
2015-10-23,6.1,0.56999999999999,1.43,-0.44433,1.1875432525951557,0.2042173252279733,-0.5356630671555562,0.38223770997473
2015-10-26,5.97,0.58,1.43,-0.45731,1.2088520055325034,0.2042173252279733,-0.5356630671555562,0.19292847611318897
2015-10-27,6.0,0.59,1.41,-0.45731,1.1765860039241334,0.2042173252279733,-0.5356630671555562,0.15652685970820762
2015-10-28,6.07,0.56999999999999,1.4,-0.45731,1.1756318859364874,0.2042173252279733,-0.5356630671555562,0.1730956553224894
2015-10-29,5.97,0.63,1.37,-0.45731,1.2205163991625958,0.0,0.0,0.19065610795917023
2015-10-30,5.89,0.67,1.44,-0.45731,1.219028062970568,0.0,0.0,0.2575223736963864
2015-11-02,5.9,0.63,1.41,-0.46658,1.220968812209688,0.0,0.0,0.26437470466900354
2015-11-03,5.84,0.65,1.43,-0.46658,1.231095406360424,0.0,0.0,0.21614111857744822
2015-11-04,5.77,0.65,1.43,-0.46658,1.2015130674002752,0.0,0.0,0.2276065137572762
2015-11-05,5.73,0.6799999999999999,1.41,-0.46658,1.180528691166989,0.0,0.0,0.2610961800232647
2015-11-06,5.8,0.70999999999999,1.41,-0.46658,1.1833887043189368,0.0,0.0,0.2707402266001381
2015-11-09,5.82,0.75,1.44,-0.47019,1.217725052337753,0.0,0.0,0.3822543627540993
2015-11-10,5.94,0.76,1.47,-0.47019,1.141041162227603,0.0,0.0,0.34364703390282453
2015-11-11,6.02,0.77,1.45,-0.47019,1.1785480706344016,0.0,0.0,0.3400304809224362
2015-11-12,6.02,,1.45,-0.47019,1.1488169364881695,0.19906156689890597,0.06344109486549065,0.5205369794855982
2015-11-13,6.13,0.7799999999999999,1.43,-0.47019,1.0979858464888406,0.19906156689890597,0.06344109486549065,0.7910641769795926
2015-11-16,6.24,0.76,1.42,-0.46672,1.0747011952191234,0.19906156689890597,0.06344109486549065,0.7144164213448616
2015-11-17,6.28,0.76,1.39,-0.46672,1.1002202643171806,0.19906156689890597,0.06344109486549065,0.6521394206364881
2015-11-18,6.19,0.72,1.39,-0.46672,1.0843949044585988,0.19906156689890597,0.06344109486549065,0.4814846398300674
2015-11-19,6.2,0.70999999999999,1.37,-0.46672,1.1406528189910978,0.19906156689890597,0.06344109486549065,0.5873510134494162
2015-11-20,6.28,0.6799999999999999,1.33,-0.46672,1.1559741024131844,0.19906156689890597,0.06344109486549065,0.7699654778176739
2015-11-23,6.32,0.66,1.33,-0.45743,1.224305106658048,0.19906156689890597,0.06344109486549065,0.8196733249198647
2015-11-24,6.35,0.64,1.31,-0.45743,1.1927016645326505,0.19906156689890597,0.06344109486549065,0.858510964150922
2015-11-25,6.41,0.62,1.31,-0.45743,1.174513496547395,0.19906156689890597,0.06344109486549065,0.9683353718882353
2015-11-26,6.37,0.62,1.3,-0.45743,1.1974983541803819,0.19906156689890597,0.06344109486549065,0.9411810385194972
2015-11-27,6.37,,1.3,-0.45743,1.1974983541803819,0.19906156689890597,0.06344109486549065,0.8437631198780249
2015-11-30,6.38,0.62,1.3,-0.44361,1.1474867724867726,0.0,0.0,1.0939371155370725
2015-12-01,6.4,0.62,1.27,-0.44361,1.1463112213267204,0.0,0.0,0.9638778312274267
2015-12-02,6.4,0.58,1.24,-0.44361,1.198364008179959,0.0,0.0,1.078212094094826
2015-12-03,6.34,0.62,1.24,-0.44361,1.152105593966059,0.0,0.0,1.339028135893691
2015-12-04,6.32,0.72,1.37,-0.44361,1.1104362230811706,0.0,0.0,0.9463604051768277
2015-12-07,6.37,0.6799999999999999,1.32,-0.4251,1.2268737339635383,0.0,0.0,0.8673354574774916
2015-12-08,6.51,0.67,1.29,-0.4251,1.1773989898989898,0.0,0.0,0.8333732049355785
2015-12-09,6.65,0.6799999999999999,1.3,-0.4251,1.1397727272727272,0.0,0.0,1.013466952704276
2015-12-10,6.72,0.69,1.29,-0.4251,1.0734319224885263,0.0,0.0,0.8389389667051336
2015-12-11,6.71,0.73,1.29,-0.4251,1.0734229576008274,-2.131718777099789,-0.34956156816684514,0.8801873519343484
2015-12-14,7.1,0.67,1.25,-0.40304,0.9995899958999589,-2.131718777099789,-0.34956156816684514,0.959877992151714
2015-12-15,7.33,0.7799999999999999,1.26,-0.40304,1.0250769907611086,-2.131718777099789,-0.34956156816684514,0.8948158858613408
2015-12-16,7.09,0.8,1.3,-0.40304,1.043436754176611,-2.131718777099789,-0.34956156816684514,0.9455511474269558
2015-12-17,6.98,0.84,1.28,-0.40304,1.0957446808510638,-2.131718777099789,-0.34956156816684514,1.1470770592959814
2015-12-18,7.01,0.77,1.24,-0.40304,1.0755015839493136,-2.131718777099789,-0.34956156816684514,1.53878867342256
2015-12-21,7.2,0.73,1.22,-0.38149,1.0270531400966185,-2.131718777099789,-0.34956156816684514,1.2888091636707157
2015-12-22,7.25,0.75,1.24,-0.38149,1.1288770053475936,-2.131718777099789,-0.34956156816684514,1.1807140615651865
2015-12-23,7.15,0.7799999999999999,1.25,-0.38149,1.195180722891566,-2.131718777099789,-0.34956156816684514,1.0976034049646992
2015-12-24,7.05,0.76,1.26,-0.38149,1.2414900449582529,-2.131718777099789,-0.34956156816684514,1.0995124106281131
2015-12-25,7.05,0.73,1.22,-0.38149,1.2509529860228716,-2.131718777099789,-0.34956156816684514,1.1163313420222258
2015-12-28,,,1.22,-0.36141,1.2509529860228716,-2.131718777099789,-0.34956156816684514,1.094460175781591
2015-12-29,7.07,0.74,1.19,-0.36141,1.1638083973979894,0.0,0.0,1.0300359363826612
2015-12-30,6.96,0.79,1.23,-0.36141,1.187810945273632,0.0,0.0,1.0592680420666865
2015-12-31,6.95,0.77,1.23,-0.36141,1.1330248698669751,0.0,0.0,1.0130237748126685
2016-01-01,6.95,0.73,1.21,-0.36141,1.0873146622734762,0.0,0.0,1.3330920702222753
2016-01-04,,,1.21,-0.34375,1.0873146622734762,0.0,0.0,1.557211587987038
2016-01-05,7.1,0.69,1.22,-0.34375,1.0632850241545895,0.0,0.0,1.5825376544183978
2016-01-06,7.03,0.69,1.21,-0.34375,1.0610134436401242,0.0,0.0,1.5071152804118024
2016-01-07,7.11,0.65,1.19,-0.34375,1.0330257406508014,0.0,0.0,2.0565898579413506
2016-01-08,7.24,0.66,1.2,-0.34375,0.9851940776310525,0.0,0.0,1.8430540213286424
2016-01-11,7.23,0.65,1.19,-0.32822,0.9711218067382451,0.0,0.0,1.9710330538406156
2016-01-12,7.31,0.72,1.23,-0.32822,1.0176954732510288,-3.0126790288540595,-0.2005618232210904,1.816833365905301
2016-01-13,7.38,0.69,1.19,-0.32822,1.0026702269692924,-3.0126790288540595,-0.2005618232210904,2.924810735268379
2016-01-14,7.5,0.65,1.17,-0.32822,0.9869151467089612,-3.0126790288540595,-0.2005618232210904,1.924255359800473
2016-01-15,7.57,0.67,1.2,-0.32822,0.9824634655532359,-3.0126790288540595,-0.2005618232210904,2.0786019635917494
2016-01-18,7.89,0.67,1.18,-0.31468,0.9948186528497409,-3.0126790288540595,-0.2005618232210904,2.4300459881501832
2016-01-19,7.9,,1.18,-0.31468,0.9948186528497409,-3.0126790288540595,-0.2005618232210904,2.60413739903044
2016-01-20,7.88,0.6799999999999999,1.18,-0.31468,1.0149712092130518,-3.0126790288540595,-0.2005618232210904,3.0199345953177037
2016-01-21,8.27,0.69,1.16,-0.31468,1.0079739035882567,-3.0126790288540595,-0.2005618232210904,2.962062811648219
2016-01-22,8.13,0.74,1.18,-0.31468,1.0007493443237168,-3.0126790288540595,-0.2005618232210904,1.9389751088905625
2016-01-25,7.87,0.72,1.19,-0.30452,1.0868397493285586,-3.0126790288540595,-0.2005618232210904,2.1096507408296774
2016-01-26,7.85,0.69,1.15,-0.30452,1.0455486542443064,-3.0126790288540595,-0.2005618232210904,2.2938042508593894
2016-01-27,7.83,0.65,1.16,-0.30452,1.035111111111111,-3.0126790288540595,-0.2005618232210904,2.500087526219048
2016-01-28,7.78,0.62,1.18,-0.30452,1.0588489831241887,0.0,0.0,1.9766642380125472
2016-01-29,7.75,0.58,1.17,-0.30452,1.071364852809991,0.0,0.0,1.6084370536857122
2016-02-01,7.77,0.53,1.18,-0.2979,1.121782178217822,0.0,0.0,1.3869567463890302
2016-02-02,7.79,0.56999999999999,1.16,-0.2979,1.1016016016016017,0.0,0.0,1.5604093787932336
2016-02-03,7.98,0.51,1.12,-0.2979,1.065059144676979,0.0,0.0,1.5185209298359883
2016-02-04,8.03,0.5,1.16,-0.2979,1.071593533487298,0.0,0.0,1.246576925859542
2016-02-05,8.03,0.51,1.17,-0.2979,1.0833333333333333,0.0,0.0,1.477668507481637
