,hy_ig_spread,real_yield_10y,curve_10y_2y,chicago_fci,vix_3m_1m_ratio,ism_new_orders,ism_inventories,qqq_skew_20d_mean
1990-01-02,,,,,,,,
1990-01-03,,,0.07,,,,,
1990-01-04,,,0.05,,,,,
1990-01-05,,,0.06,,,,,
1990-01-08,,,0.09,0.03321,,,,
1990-01-09,,,0.12,0.03321,,,,
1990-01-10,,,0.11,0.03321,,,,
1990-01-11,,,0.12,0.03321,,,,
1990-01-12,,,0.13,0.03321,,,,
1990-01-15,,,0.17,0.04484,,,,
1990-01-16,,,0.17,0.04484,,,,
1990-01-17,,,0.1,0.04484,,,,
1990-01-18,,,0.1,0.04484,,,,
1990-01-19,,,0.07,0.04484,,,,
1990-01-22,,,0.06,0.05471,,,,
1990-01-23,,,0.09,0.05471,,,,
1990-01-24,,,0.08,0.05471,,,,
1990-01-25,,,0.18,0.05471,,,,
1990-01-26,,,0.18,0.05471,,,,
1990-01-29,,,0.21,0.06196,,,,
1990-01-30,,,0.2,0.06196,,,,
1990-01-31,,,0.21,0.06196,,,,
1990-02-01,,,0.15,0.06196,,,,
1990-02-02,,,0.14,0.06196,,,,
1990-02-05,,,0.13,0.06392,,,,
1990-02-06,,,0.16,0.06392,,,,
1990-02-07,,,0.15,0.06392,,,,
1990-02-08,,,0.1,0.06392,,,,
1990-02-09,,,0.12,0.06392,,,,
1990-02-12,,,0.06,0.06128,,,,
1990-02-13,,,0.08,0.06128,,,,
1990-02-14,,,0.14,0.06128,,,,
1990-02-15,,,0.09,0.06128,,,,
1990-02-16,,,0.08,0.06128,,,,
1990-02-19,,,0.06,0.05569,,,,
1990-02-20,,,0.06,0.05569,,,,
1990-02-21,,,0.1,0.05569,,,,
1990-02-22,,,0.12,0.05569,,,,
1990-02-23,,,0.09,0.05569,,,,
1990-02-26,,,0.1,0.04931,,,,
1990-02-27,,,0.08,0.04931,,,,
1990-02-28,,,0.07,0.04931,,,,
1990-03-01,,,0.08,0.04931,,,,
1990-03-02,,,0.06,0.04931,,,,
1990-03-05,,,0.06,0.04484,,,,
1990-03-06,,,0.1,0.04484,,,,
1990-03-07,,,0.05,0.04484,,,,
1990-03-08,,,0.04,0.04484,,,,
1990-03-09,,,-0.02,0.04484,,,,
1990-03-12,,,-0.08,0.04412,,,,
1990-03-13,,,-0.08,0.04412,,,,
1990-03-14,,,-0.04,0.04412,,,,
1990-03-15,,,-0.04,0.04412,,,,
1990-03-16,,,-0.05,0.04412,,,,
1990-03-19,,,-0.05,0.04964,,,,
1990-03-20,,,-0.09,0.04964,,,,
1990-03-21,,,-0.14,0.04964,,,,
1990-03-22,,,-0.14,0.04964,,,,
1990-03-23,,,-0.09,0.04964,,,,
1990-03-26,,,-0.09,0.06046,,,,
1990-03-27,,,-0.1,0.06046,,,,
1990-03-28,,,-0.07,0.06046,,,,
1990-03-29,,,-0.06,0.06046,,,,
1990-03-30,,,-0.02,0.06046,,,,
1990-04-02,,,0.01,0.07539,,,,
1990-04-03,,,0.03,0.07539,,,,
1990-04-04,,,0.02,0.07539,,,,
1990-04-05,,,0.01,0.07539,,,,
1990-04-06,,,0.03,0.07539,,,,
1990-04-09,,,0.04,0.09189,,,,
1990-04-10,,,0.05,0.09189,,,,
1990-04-11,,,0.06,0.09189,,,,
1990-04-12,,,0.07,0.09189,,,,
1990-04-13,,,0.07,0.09189,,,,
1990-04-16,,,0.07,0.10444,,,,
1990-04-17,,,0.07,0.10444,,,,
1990-04-18,,,0.07,0.10444,,,,
1990-04-19,,,0.07,0.10444,,,,
1990-04-20,,,0.06,0.10444,,,,
1990-04-23,,,0.13,0.11108,,,,
1990-04-24,,,0.11,0.11108,,,,
1990-04-25,,,0.08,0.11108,,,,
1990-04-26,,,0.06,0.11108,,,,
1990-04-27,,,0.04,0.11108,,,,
1990-04-30,,,0.08,0.10826,,,,
1990-05-01,,,0.08,0.10826,,,,
1990-05-02,,,0.06,0.10826,,,,
1990-05-03,,,0.04,0.10826,,,,
1990-05-04,,,0.06,0.10826,,,,
1990-05-07,,,0.14,0.09363,,,,
1990-05-08,,,0.13,0.09363,,,,
1990-05-09,,,0.16,0.09363,,,,
1990-05-10,,,0.13,0.09363,,,,
1990-05-11,,,0.13,0.09363,,,,
1990-05-14,,,0.09,0.06798,,,,
1990-05-15,,,0.1,0.06798,,,,
1990-05-16,,,0.11,0.06798,,,,
1990-05-17,,,0.14,0.06798,,,,
1990-05-18,,,0.13,0.06798,,,,
1990-05-21,,,0.12,0.03297,,,,
1990-05-22,,,0.13,0.03297,,,,
1990-05-23,,,0.11,0.03297,,,,
1990-05-24,,,0.1,0.03297,,,,
1990-05-25,,,0.13,0.03297,,,,
1990-05-28,,,0.16,-0.00813,,,,
1990-05-29,,,0.16,-0.00813,,,,
1990-05-30,,,0.14,-0.00813,,,,
1990-05-31,,,0.14,-0.00813,,,,
1990-06-01,,,0.1,-0.00813,,,,
1990-06-04,,,0.11,-0.05129,,,,
1990-06-05,,,0.13,-0.05129,,,,
1990-06-06,,,0.13,-0.05129,,,,
1990-06-07,,,0.12,-0.05129,,,,
1990-06-08,,,0.12,-0.05129,,,,
1990-06-11,,,0.13,-0.09139,,,,
1990-06-12,,,0.12,-0.09139,,,,
1990-06-13,,,0.12,-0.09139,,,,
1990-06-14,,,0.13,-0.09139,,,,
1990-06-15,,,0.14,-0.09139,,,,
1990-06-18,,,0.13,-0.12442,,,,
1990-06-19,,,0.11,-0.12442,,,,
1990-06-20,,,0.1,-0.12442,,,,
1990-06-21,,,0.12,-0.12442,,,,
1990-06-22,,,0.11,-0.12442,,,,
1990-06-25,,,0.11,-0.14749,,,,
1990-06-26,,,0.13,-0.14749,,,,
1990-06-27,,,0.15,-0.14749,,,,
1990-06-28,,,0.15,-0.14749,,,,
1990-06-29,,,0.16,-0.14749,,,,
1990-07-02,,,0.19,-0.15773,,,,
1990-07-03,,,0.18,-0.15773,,,,
1990-07-04,,,0.2,-0.15773,,,,
1990-07-05,,,0.2,-0.15773,,,,
1990-07-06,,,0.2,-0.15773,,,,
1990-07-09,,,0.19,-0.15462,,,,
1990-07-10,,,0.18,-0.15462,,,,
1990-07-11,,,0.17,-0.15462,,,,
1990-07-12,,,0.17,-0.15462,,,,
1990-07-13,,,0.3,-0.15462,,,,
1990-07-16,,,0.32,-0.13928,,,,
1990-07-17,,,0.29,-0.13928,,,,
1990-07-18,,,0.31,-0.13928,,,,
1990-07-19,,,0.37,-0.13928,,,,
1990-07-20,,,0.38,-0.13928,,,,
1990-07-23,,,0.4,-0.11238,,,,
1990-07-24,,,0.43,-0.11238,,,,
1990-07-25,,,0.41,-0.11238,,,,
1990-07-26,,,0.41,-0.11238,,,,
1990-07-27,,,0.41,-0.11238,,,,
1990-07-30,,,0.42,-0.07566,,,,
1990-07-31,,,0.41,-0.07566,,,,
1990-08-01,,,0.45,-0.07566,,,,
1990-08-02,,,0.44,-0.07566,,,,
1990-08-03,,,0.51,-0.07566,,,,
1990-08-06,,,0.64,-0.03148,,,,
1990-08-07,,,0.81,-0.03148,,,,
1990-08-08,,,0.74,-0.03148,,,,
1990-08-09,,,0.75,-0.03148,,,,
1990-08-10,,,0.67,-0.03148,,,,
1990-08-13,,,0.73,0.01887,,,,
1990-08-14,,,0.77,0.01887,,,,
1990-08-15,,,0.72,0.01887,,,,
1990-08-16,,,0.7,0.01887,,,,
1990-08-17,,,0.67,0.01887,,,,
1990-08-20,,,0.69,0.07152,,,,
1990-08-21,,,0.68,0.07152,,,,
1990-08-22,,,0.65,0.07152,,,,
1990-08-23,,,0.65,0.07152,,,,
1990-08-24,,,0.74,0.07152,,,,
1990-08-27,,,0.73,0.12634,,,,
1990-08-28,,,0.69,0.12634,,,,
1990-08-29,,,0.71,0.12634,,,,
1990-08-30,,,0.68,0.12634,,,,
1990-08-31,,,0.74,0.12634,,,,
1990-09-03,,,0.79,0.18046,,,,
1990-09-04,,,0.79,0.18046,,,,
1990-09-05,,,0.81,0.18046,,,,
1990-09-06,,,0.82,0.18046,,,,
1990-09-07,,,0.78,0.18046,,,,
1990-09-10,,,0.77,0.23412,,,,
1990-09-11,,,0.76,0.23412,,,,
1990-09-12,,,0.73,0.23412,,,,
1990-09-13,,,0.77,0.23412,,,,
1990-09-14,,,0.81,0.23412,,,,
1990-09-17,,,0.84,0.28524,,,,
1990-09-18,,,0.85,0.28524,,,,
1990-09-19,,,0.87,0.28524,,,,
1990-09-20,,,0.8,0.28524,,,,
1990-09-21,,,0.81,0.28524,,,,
1990-09-24,,,0.87,0.33296,,,,
1990-09-25,,,0.83,0.33296,,,,
1990-09-26,,,0.84,0.33296,,,,
1990-09-27,,,0.84,0.33296,,,,
1990-09-28,,,0.86,0.33296,,,,
1990-10-01,,,0.8,0.37605,,,,
1990-10-02,,,0.77,0.37605,,,,
1990-10-03,,,0.77,0.37605,,,,
1990-10-04,,,0.83,0.37605,,,,
1990-10-05,,,0.8,0.37605,,,,
1990-10-08,,,0.84,0.40908,,,,
1990-10-09,,,0.84,0.40908,,,,
1990-10-10,,,0.89,0.40908,,,,
1990-10-11,,,0.9,0.40908,,,,
1990-10-12,,,0.93,0.40908,,,,
1990-10-15,,,0.9,0.4325,,,,
1990-10-16,,,0.88,0.4325,,,,
1990-10-17,,,0.87,0.4325,,,,
1990-10-18,,,0.84,0.4325,,,,
1990-10-19,,,0.8,0.4325,,,,
1990-10-22,,,0.77,0.44679,,,,
1990-10-23,,,0.78,0.44679,,,,
1990-10-24,,,0.81,0.44679,,,,
1990-10-25,,,0.82,0.44679,,,,
1990-10-26,,,0.82,0.44679,,,,
1990-10-29,,,0.83,0.45193,,,,
1990-10-30,,,0.88,0.45193,,,,
1990-10-31,,,0.91,0.45193,,,,
1990-11-01,,,0.88,0.45193,,,,
1990-11-02,,,0.89,0.45193,,,,
1990-11-05,,,0.89,0.45242,,,,
1990-11-06,,,0.87,0.45242,,,,
1990-11-07,,,0.87,0.45242,,,,
1990-11-08,,,0.9,0.45242,,,,
1990-11-09,,,0.91,0.45242,,,,
1990-11-12,,,0.88,0.45178,,,,
1990-11-13,,,0.88,0.45178,,,,
1990-11-14,,,0.77,0.45178,,,,
1990-11-15,,,0.78,0.45178,,,,
1990-11-16,,,0.77,0.45178,,,,
1990-11-19,,,0.72,0.45188,,,,
1990-11-20,,,0.73,0.45188,,,,
1990-11-21,,,0.69,0.45188,,,,
1990-11-22,,,0.74,0.45188,,,,
1990-11-23,,,0.74,0.45188,,,,
1990-11-26,,,0.75,0.45623,,,,
1990-11-27,,,0.72,0.45623,,,,
1990-11-28,,,0.78,0.45623,,,,
1990-11-29,,,0.74,0.45623,,,,
1990-11-30,,,0.74,0.45623,,,,
1990-12-03,,,0.73,0.46687,,,,
1990-12-04,,,0.71,0.46687,,,,
1990-12-05,,,0.74,0.46687,,,,
1990-12-06,,,0.7,0.46687,,,,
1990-12-07,,,0.7,0.46687,,,,
1990-12-10,,,0.7,0.47977,,,,
1990-12-11,,,0.7,0.47977,,,,
1990-12-12,,,0.68,0.47977,,,,
1990-12-13,,,0.69,0.47977,,,,
1990-12-14,,,0.67,0.47977,,,,
1990-12-17,,,0.7,0.49476,,,,
1990-12-18,,,0.71,0.49476,,,,
1990-12-19,,,0.71,0.49476,,,,
1990-12-20,,,0.79,0.49476,,,,
1990-12-21,,,0.8,0.49476,,,,
1990-12-24,,,0.81,0.50969,,,,
1990-12-25,,,0.85,0.50969,,,,
1990-12-26,,,0.85,0.50969,,,,
1990-12-27,,,0.88,0.50969,,,,
1990-12-28,,,0.86,0.50969,,,,
1990-12-31,,,0.89,0.51686,,,,
1991-01-01,,,0.93,0.51686,,,,
1991-01-02,,,0.93,0.51686,,,,
1991-01-03,,,0.89,0.51686,,,,
1991-01-04,,,0.85,0.51686,,,,
1991-01-07,,,0.85,0.50953,,,,
1991-01-08,,,0.93,0.50953,,,,
1991-01-09,,,1.01,0.50953,,,,
1991-01-10,,,1.15,0.50953,,,,
1991-01-11,,,1.02,0.50953,,,,
1991-01-14,,,1.06,0.48843,,,,
1991-01-15,,,1.05,0.48843,,,,
1991-01-16,,,1.06,0.48843,,,,
1991-01-17,,,1.03,0.48843,,,,
1991-01-18,,,0.86,0.48843,,,,
1991-01-21,,,0.89,0.4492,,,,
1991-01-22,,,0.89,0.4492,,,,
1991-01-23,,,0.94,0.4492,,,,
1991-01-24,,,0.96,0.4492,,,,
1991-01-25,,,0.96,0.4492,,,,
1991-01-28,,,0.96,0.39031,,,,
1991-01-29,,,0.94,0.39031,,,,
1991-01-30,,,0.95,0.39031,,,,
1991-01-31,,,0.98,0.39031,,,,
1991-02-01,,,0.98,0.39031,,,,
1991-02-04,,,1.08,0.32181,,,,
1991-02-05,,,1.06,0.32181,,,,
1991-02-06,,,1.05,0.32181,,,,
1991-02-07,,,0.97,0.32181,,,,
1991-02-08,,,1.02,0.32181,,,,
1991-02-11,,,0.97,0.24681,,,,
1991-02-12,,,1.0,0.24681,,,,
1991-02-13,,,1.0,0.24681,,,,
1991-02-14,,,1.0,0.24681,,,,
1991-02-15,,,1.03,0.24681,,,,
1991-02-18,,,0.96,0.17147,,,,
1991-02-19,,,0.96,0.17147,,,,
1991-02-20,,,0.93,0.17147,,,,
1991-02-21,,,0.97,0.17147,,,,
1991-02-22,,,0.98,0.17147,,,,
1991-02-25,,,0.93,0.10037,,,,
1991-02-26,,,0.92,0.10037,,,,
1991-02-27,,,0.96,0.10037,,,,
1991-02-28,,,0.96,0.10037,,,,
1991-03-01,,,0.98,0.10037,,,,
1991-03-04,,,0.94,0.03606,,,,
1991-03-05,,,0.96,0.03606,,,,
1991-03-06,,,0.95,0.03606,,,,
1991-03-07,,,0.96,0.03606,,,,
1991-03-08,,,0.95,0.03606,,,,
1991-03-11,,,1.05,-0.02151,,,,
1991-03-12,,,1.01,-0.02151,,,,
1991-03-13,,,1.02,-0.02151,,,,
1991-03-14,,,1.02,-0.02151,,,,
1991-03-15,,,1.07,-0.02151,,,,
1991-03-18,,,1.09,-0.07158,,,,
1991-03-19,,,1.06,-0.07158,,,,
1991-03-20,,,1.03,-0.07158,,,,
1991-03-21,,,1.0,-0.07158,,,,
1991-03-22,,,1.03,-0.07158,,,,
1991-03-25,,,1.0,-0.11418,,,,
1991-03-26,,,0.99,-0.11418,,,,
1991-03-27,,,0.97,-0.11418,,,,
1991-03-28,,,1.01,-0.11418,,,,
1991-03-29,,,1.03,-0.11418,,,,
1991-04-01,,,1.03,-0.15025,,,,
1991-04-02,,,1.06,-0.15025,,,,
1991-04-03,,,1.06,-0.15025,,,,
1991-04-04,,,1.06,-0.15025,,,,
1991-04-05,,,1.06,-0.15025,,,,
1991-04-08,,,1.07,-0.17977,,,,
1991-04-09,,,1.07,-0.17977,,,,
1991-04-10,,,1.09,-0.17977,,,,
1991-04-11,,,1.08,-0.17977,,,,
1991-04-12,,,1.14,-0.17977,,,,
1991-04-15,,,1.1,-0.20379,,,,
1991-04-16,,,1.05,-0.20379,,,,
1991-04-17,,,1.05,-0.20379,,,,
1991-04-18,,,1.05,-0.20379,,,,
1991-04-19,,,1.03,-0.20379,,,,
1991-04-22,,,1.07,-0.22318,,,,
1991-04-23,,,1.08,-0.22318,,,,
1991-04-24,,,1.07,-0.22318,,,,
1991-04-25,,,1.11,-0.22318,,,,
1991-04-26,,,1.14,-0.22318,,,,
1991-04-29,,,1.17,-0.23671,,,,
1991-04-30,,,1.17,-0.23671,,,,
1991-05-01,,,1.22,-0.23671,,,,
1991-05-02,,,1.21,-0.23671,,,,
1991-05-03,,,1.21,-0.23671,,,,
1991-05-06,,,1.24,-0.24518,,,,
1991-05-07,,,1.23,-0.24518,,,,
1991-05-08,,,1.24,-0.24518,,,,
1991-05-09,,,1.2,-0.24518,,,,
1991-05-10,,,1.18,-0.24518,,,,
1991-05-13,,,1.25,-0.24865,,,,
1991-05-14,,,1.23,-0.24865,,,,
1991-05-15,,,1.28,-0.24865,,,,
1991-05-16,,,1.29,-0.24865,,,,
1991-05-17,,,1.28,-0.24865,,,,
1991-05-20,,,1.22,-0.24731,,,,
1991-05-21,,,1.24,-0.24731,,,,
1991-05-22,,,1.22,-0.24731,,,,
1991-05-23,,,1.29,-0.24731,,,,
1991-05-24,,,1.36,-0.24731,,,,
1991-05-27,,,1.41,-0.24314,,,,
1991-05-28,,,1.41,-0.24314,,,,
1991-05-29,,,1.41,-0.24314,,,,
1991-05-30,,,1.46,-0.24314,,,,
1991-05-31,,,1.42,-0.24314,,,,
1991-06-03,,,1.38,-0.23831,,,,
1991-06-04,,,1.35,-0.23831,,,,
1991-06-05,,,1.35,-0.23831,,,,
1991-06-06,,,1.36,-0.23831,,,,
1991-06-07,,,1.37,-0.23831,,,,
1991-06-10,,,1.31,-0.23615,,,,
1991-06-11,,,1.28,-0.23615,,,,
1991-06-12,,,1.3,-0.23615,,,,
1991-06-13,,,1.28,-0.23615,,,,
1991-06-14,,,1.26,-0.23615,,,,
1991-06-17,,,1.27,-0.23943,,,,
1991-06-18,,,1.28,-0.23943,,,,
1991-06-19,,,1.32,-0.23943,,,,
1991-06-20,,,1.38,-0.23943,,,,
1991-06-21,,,1.43,-0.23943,,,,
1991-06-24,,,1.38,-0.25091,,,,
1991-06-25,,,1.37,-0.25091,,,,
1991-06-26,,,1.29,-0.25091,,,,
1991-06-27,,,1.32,-0.25091,,,,
1991-06-28,,,1.32,-0.25091,,,,
1991-07-01,,,1.34,-0.2708,,,,
1991-07-02,,,1.29,-0.2708,,,,
1991-07-03,,,1.27,-0.2708,,,,
1991-07-04,,,1.29,-0.2708,,,,
1991-07-05,,,1.29,-0.2708,,,,
1991-07-08,,,1.3,-0.30008,,,,
1991-07-09,,,1.34,-0.30008,,,,
1991-07-10,,,1.36,-0.30008,,,,
1991-07-11,,,1.38,-0.30008,,,,
1991-07-12,,,1.38,-0.30008,,,,
1991-07-15,,,1.38,-0.33575,,,,
1991-07-16,,,1.38,-0.33575,,,,
1991-07-17,,,1.37,-0.33575,,,,
1991-07-18,,,1.36,-0.33575,,,,
1991-07-19,,,1.4,-0.33575,,,,
1991-07-22,,,1.39,-0.37583,,,,
1991-07-23,,,1.37,-0.37583,,,,
1991-07-24,,,1.37,-0.37583,,,,
1991-07-25,,,1.36,-0.37583,,,,
1991-07-26,,,1.33,-0.37583,,,,
1991-07-29,,,1.35,-0.41628,,,,
1991-07-30,,,1.38,-0.41628,,,,
1991-07-31,,,1.37,-0.41628,,,,
1991-08-01,,,1.39,-0.41628,,,,
1991-08-02,,,1.36,-0.41628,,,,
1991-08-05,,,1.37,-0.4538,,,,
1991-08-06,,,1.35,-0.4538,,,,
1991-08-07,,,1.4,-0.4538,,,,
1991-08-08,,,1.39,-0.4538,,,,
1991-08-09,,,1.46,-0.4538,,,,
1991-08-12,,,1.49,-0.48629,,,,
1991-08-13,,,1.46,-0.48629,,,,
1991-08-14,,,1.43,-0.48629,,,,
1991-08-15,,,1.45,-0.48629,,,,
1991-08-16,,,1.51,-0.48629,,,,
1991-08-19,,,1.53,-0.51149,,,,
1991-08-20,,,1.59,-0.51149,,,,
1991-08-21,,,1.64,-0.51149,,,,
1991-08-22,,,1.53,-0.51149,,,,
1991-08-23,,,1.51,-0.51149,,,,
1991-08-26,,,1.42,-0.52958,,,,
1991-08-27,,,1.43,-0.52958,,,,
1991-08-28,,,1.48,-0.52958,,,,
1991-08-29,,,1.52,-0.52958,,,,
1991-08-30,,,1.49,-0.52958,,,,
1991-09-02,,,1.46,-0.54242,,,,
1991-09-03,,,1.46,-0.54242,,,,
1991-09-04,,,1.48,-0.54242,,,,
1991-09-05,,,1.5,-0.54242,,,,
1991-09-06,,,1.52,-0.54242,,,,
1991-09-09,,,1.5,-0.54976,,,,
1991-09-10,,,1.5,-0.54976,,,,
1991-09-11,,,1.52,-0.54976,,,,
1991-09-12,,,1.51,-0.54976,,,,
1991-09-13,,,1.47,-0.54976,,,,
1991-09-16,,,1.48,-0.55523,,,,
1991-09-17,,,1.46,-0.55523,,,,
1991-09-18,,,1.44,-0.55523,,,,
1991-09-19,,,1.44,-0.55523,,,,
1991-09-20,,,1.41,-0.55523,,,,
1991-09-23,,,1.39,-0.55897,,,,
1991-09-24,,,1.38,-0.55897,,,,
1991-09-25,,,1.45,-0.55897,,,,
1991-09-26,,,1.46,-0.55897,,,,
1991-09-27,,,1.51,-0.55897,,,,
1991-09-30,,,1.47,-0.56205,,,,
1991-10-01,,,1.48,-0.56205,,,,
1991-10-02,,,1.46,-0.56205,,,,
1991-10-03,,,1.48,-0.56205,,,,
1991-10-04,,,1.49,-0.56205,,,,
1991-10-07,,,1.48,-0.56508,,,,
1991-10-08,,,1.47,-0.56508,,,,
1991-10-09,,,1.54,-0.56508,,,,
1991-10-10,,,1.58,-0.56508,,,,
1991-10-11,,,1.6,-0.56508,,,,
1991-10-14,,,1.58,-0.56977,,,,
1991-10-15,,,1.58,-0.56977,,,,
1991-10-16,,,1.61,-0.56977,,,,
1991-10-17,,,1.59,-0.56977,,,,
1991-10-18,,,1.62,-0.56977,,,,
1991-10-21,,,1.58,-0.57562,,,,
1991-10-22,,,1.63,-0.57562,,,,
1991-10-23,,,1.65,-0.57562,,,,
1991-10-24,,,1.68,-0.57562,,,,
1991-10-25,,,1.72,-0.57562,,,,
1991-10-28,,,1.75,-0.58274,,,,
1991-10-29,,,1.77,-0.58274,,,,
1991-10-30,,,1.73,-0.58274,,,,
1991-10-31,,,1.75,-0.58274,,,,
1991-11-01,,,1.77,-0.58274,,,,
1991-11-04,,,1.83,-0.5915,,,,
1991-11-05,,,1.87,-0.5915,,,,
1991-11-06,,,1.86,-0.5915,,,,
1991-11-07,,,1.88,-0.5915,,,,
1991-11-08,,,1.81,-0.5915,,,,
1991-11-11,,,1.78,-0.60094,,,,
1991-11-12,,,1.78,-0.60094,,,,
1991-11-13,,,1.72,-0.60094,,,,
1991-11-14,,,1.76,-0.60094,,,,
1991-11-15,,,1.75,-0.60094,,,,
1991-11-18,,,1.79,-0.61059,,,,
1991-11-19,,,1.78,-0.61059,,,,
1991-11-20,,,1.87,-0.61059,,,,
1991-11-21,,,1.86,-0.61059,,,,
1991-11-22,,,1.89,-0.61059,,,,
1991-11-25,,,1.95,-0.62014,,,,
1991-11-26,,,1.95,-0.62014,,,,
1991-11-27,,,1.97,-0.62014,,,,
1991-11-28,,,1.99,-0.62014,,,,
1991-11-29,,,1.99,-0.62014,,,,
1991-12-02,,,2.0,-0.63014,,,,
1991-12-03,,,1.99,-0.63014,,,,
1991-12-04,,,1.99,-0.63014,,,,
1991-12-05,,,1.95,-0.63014,,,,
1991-12-06,,,1.99,-0.63014,,,,
1991-12-09,,,2.07,-0.64052,,,,
1991-12-10,,,2.13,-0.64052,,,,
1991-12-11,,,2.14,-0.64052,,,,
1991-12-12,,,2.18,-0.64052,,,,
1991-12-13,,,2.13,-0.64052,,,,
1991-12-16,,,2.13,-0.65086,,,,
1991-12-17,,,2.15,-0.65086,,,,
1991-12-18,,,2.16,-0.65086,,,,
1991-12-19,,,2.08,-0.65086,,,,
1991-12-20,,,2.06,-0.65086,,,,
1991-12-23,,,2.17,-0.65864,,,,
1991-12-24,,,2.09,-0.65864,,,,
1991-12-25,,,2.04,-0.65864,,,,
1991-12-26,,,2.04,-0.65864,,,,
1991-12-27,,,2.0,-0.65864,,,,
1991-12-30,,,1.97,-0.66542,,,,
1991-12-31,,,1.96,-0.66542,,,,
1992-01-01,,,1.94,-0.66542,,,,
1992-01-02,,,1.94,-0.66542,,,,
1992-01-03,,,2.01,-0.66542,,,,
1992-01-06,,,2.05,-0.6673,,,,
1992-01-07,,,2.06,-0.6673,,,,
1992-01-08,,,2.09,-0.6673,,,,
1992-01-09,,,2.11,-0.6673,,,,
1992-01-10,,,2.02,-0.6673,,,,
1992-01-13,,,2.0,-0.668,,,,
1992-01-14,,,1.99,-0.668,,,,
1992-01-15,,,2.03,-0.668,,,,
1992-01-16,,,1.98,-0.668,,,,
1992-01-17,,,2.06,-0.668,,,,
1992-01-20,,,2.07,-0.66512,,,,
1992-01-21,,,2.07,-0.66512,,,,
1992-01-22,,,2.06,-0.66512,,,,
1992-01-23,,,2.14,-0.66512,,,,
1992-01-24,,,2.18,-0.66512,,,,
1992-01-27,,,2.12,-0.66168,,,,
1992-01-28,,,2.09,-0.66168,,,,
1992-01-29,,,2.06,-0.66168,,,,
1992-01-30,,,2.1,-0.66168,,,,
1992-01-31,,,2.14,-0.66168,,,,
1992-02-03,,,2.2,-0.65907,,,,
1992-02-04,,,2.21,-0.65907,,,,
1992-02-05,,,2.17,-0.65907,,,,
1992-02-06,,,2.14,-0.65907,,,,
1992-02-07,,,2.15,-0.65907,,,,
1992-02-10,,,2.23,-0.65698,,,,
1992-02-11,,,2.27,-0.65698,,,,
1992-02-12,,,2.22,-0.65698,,,,
1992-02-13,,,2.22,-0.65698,,,,
1992-02-14,,,2.18,-0.65698,,,,
1992-02-17,,,2.14,-0.65603,,,,
1992-02-18,,,2.14,-0.65603,,,,
1992-02-19,,,2.23,-0.65603,,,,
1992-02-20,,,2.14,-0.65603,,,,
1992-02-21,,,2.11,-0.65603,,,,
1992-02-24,,,1.99,-0.65581,,,,
1992-02-25,,,2.01,-0.65581,,,,
1992-02-26,,,2.01,-0.65581,,,,
1992-02-27,,,1.96,-0.65581,,,,
1992-02-28,,,2.01,-0.65581,,,0.0,
1992-03-02,,,2.0,-0.65707,,,0.0,
1992-03-03,,,1.93,-0.65707,,,0.0,
1992-03-04,,,1.95,-0.65707,,,0.0,
1992-03-05,,,1.93,-0.65707,,,0.0,
1992-03-06,,,1.89,-0.65707,,,0.0,
1992-03-09,,,1.88,-0.66001,,,0.0,
1992-03-10,,,1.88,-0.66001,,,0.0,
1992-03-11,,,1.87,-0.66001,,,0.0,
1992-03-12,,,1.93,-0.66001,,,0.0,
1992-03-13,,,1.88,-0.66001,,,-0.29797582849717674,
1992-03-16,,,1.85,-0.6647,,,-0.29797582849717674,
1992-03-17,,,1.82,-0.6647,,,-0.29797582849717674,
1992-03-18,,,1.79,-0.6647,,,-0.29797582849717674,
1992-03-19,,,1.78,-0.6647,,,-0.29797582849717674,
1992-03-20,,,1.78,-0.6647,,,-0.29797582849717674,
1992-03-23,,,1.78,-0.67294,,,-0.29797582849717674,
1992-03-24,,,1.75,-0.67294,,,-0.29797582849717674,
1992-03-25,,,1.75,-0.67294,,,-0.29797582849717674,
1992-03-26,,,1.81,-0.67294,,,-0.29797582849717674,
1992-03-27,,,1.88,-0.67294,,,-0.29797582849717674,
1992-03-30,,,1.86,-0.68495,,,-0.29797582849717674,
1992-03-31,,,1.93,-0.68495,,0.0,0.0,
1992-04-01,,,1.94,-0.68495,,0.0,0.0,
1992-04-02,,,1.93,-0.68495,,0.0,0.0,
1992-04-03,,,1.92,-0.68495,,0.0,0.0,
1992-04-06,,,2.05,-0.70038,,0.0,0.0,
1992-04-07,,,2.05,-0.70038,,0.0,0.0,
1992-04-08,,,2.07,-0.70038,,0.0,0.0,
1992-04-09,,,2.11,-0.70038,,0.0,0.0,
1992-04-10,,,2.26,-0.70038,,4.137992143426761,0.24710887919798807,
1992-04-13,,,2.21,-0.71936,,4.137992143426761,0.24710887919798807,
1992-04-14,,,2.22,-0.71936,,4.137992143426761,0.24710887919798807,
1992-04-15,,,2.2,-0.71936,,4.137992143426761,0.24710887919798807,
1992-04-16,,,2.15,-0.71936,,4.137992143426761,0.24710887919798807,
1992-04-17,,,2.11,-0.71936,,4.137992143426761,0.24710887919798807,
1992-04-20,,,2.11,-0.74023,,4.137992143426761,0.24710887919798807,
1992-04-21,,,2.14,-0.74023,,4.137992143426761,0.24710887919798807,
1992-04-22,,,2.17,-0.74023,,4.137992143426761,0.24710887919798807,
