date,actual_regime,actual_regime_probability,predicted_regime,brier,prob_MID_CYCLE,prob_LATE_CYCLE,prob_BUST,prob_RECOVERY
2018-01-01,LATE_CYCLE,0.043566555740472794,MID_CYCLE,1.7450417344939935,0.9100140933097968,0.043566555740472794,0.04638048795633143,3.8862993398945076e-05
2018-01-02,LATE_CYCLE,0.07118220145399956,BUST,1.417182229509952,0.2162766933713759,0.07118220145399956,0.7125335911113218,7.514063302789527e-06
2018-01-03,LATE_CYCLE,0.07872420925191308,MID_CYCLE,1.5111684321287793,0.8056372744537228,0.07872420925191308,0.1156197698043565,1.874649000772027e-05
2018-01-04,LATE_CYCLE,0.05231456281203056,BUST,1.5640644085417488,0.14452019248559977,0.05231456281203056,0.8031628942138676,2.3504885020358924e-06
2018-01-05,LATE_CYCLE,0.1757955678963664,MID_CYCLE,1.1346497524286325,0.6526155152970817,0.1757955678963664,0.1715511419254977,3.7774881054205925e-05
2018-01-08,LATE_CYCLE,0.3065271045488054,MID_CYCLE,0.7629139447448635,0.49092283493011624,0.3065271045488054,0.20249458038558066,5.548013549779105e-05
2018-01-09,LATE_CYCLE,0.363325107764481,MID_CYCLE,0.7143923328482371,0.5489779074720651,0.363325107764481,0.08752509357973315,0.0001718911837208522
2018-01-10,LATE_CYCLE,0.42140720348906946,MID_CYCLE,0.5739895533888123,0.47887679353256113,0.42140720348906946,0.09948312217143088,0.0002328808069384346
2018-01-11,LATE_CYCLE,0.12308330720066324,MID_CYCLE,1.3962638400547813,0.786879603809066,0.12308330720066324,0.0900080119126394,2.9077077631280296e-05
2018-01-12,LATE_CYCLE,0.16218992353324294,MID_CYCLE,1.185164134143896,0.6760849961151747,0.16218992353324294,0.16170184724618855,2.3233105393816886e-05
2018-01-15,LATE_CYCLE,0.21441127770602145,MID_CYCLE,1.1468682240685217,0.7253265027414342,0.21441127770602145,0.060166758106354766,9.54614461896075e-05
2018-01-16,LATE_CYCLE,0.2840681056755964,MID_CYCLE,0.9567681879021532,0.6645188192355941,0.2840681056755964,0.05122905042923302,0.00018402465957652187
2018-01-17,LATE_CYCLE,0.3296451915572546,MID_CYCLE,0.8016435261558464,0.5877583953742036,0.3296451915572546,0.08251071613259141,8.569693595036604e-05
2018-01-18,LATE_CYCLE,0.3514461493956589,MID_CYCLE,0.8033902112277913,0.6179446062625332,0.3514461493956589,0.030206212111709017,0.00040303223009886504
2018-01-19,LATE_CYCLE,0.3153671409513111,MID_CYCLE,0.8849855275102645,0.6439045321231851,0.3153671409513111,0.04062411194774585,0.0001042149777580766
2018-01-22,LATE_CYCLE,0.32429618198492455,MID_CYCLE,0.8565863089787163,0.6308787213837487,0.32429618198492455,0.04475145562744508,7.364100388172024e-05
2018-01-23,LATE_CYCLE,0.46200390285489806,MID_CYCLE,0.5184072438474352,0.4742490542093256,0.46200390285489806,0.06368102957608165,6.601335969462452e-05
2018-01-24,LATE_CYCLE,0.4579052530068152,MID_CYCLE,0.5409293880481704,0.4948109768257517,0.4579052530068152,0.04716732963517485,0.00011644053225816069
2018-01-25,LATE_CYCLE,0.7211550857939659,LATE_CYCLE,0.11854673242211812,0.1704227883110286,0.7211550857939659,0.10838966008717467,3.246580783081833e-05
2018-01-26,LATE_CYCLE,0.6458899914981899,LATE_CYCLE,0.2229125230075433,0.30904547910656843,0.6458899914981899,0.04482700427196405,0.00023752512327760184
2018-01-29,LATE_CYCLE,0.8263746391999606,LATE_CYCLE,0.0469329708142947,0.11622421076172958,0.8263746391999606,0.05726359062766181,0.00013755941064796308
2018-01-30,LATE_CYCLE,0.6875144457949858,LATE_CYCLE,0.17328233431210482,0.2720805246053792,0.6875144457949858,0.04008991844229834,0.00031511115733678566
2018-01-31,LATE_CYCLE,0.3928639315399861,MID_CYCLE,0.6976683033500084,0.572597160337117,0.3928639315399861,0.03444678813333899,9.211998955788238e-05
2018-02-01,LATE_CYCLE,0.5224611633571073,LATE_CYCLE,0.42410905611309446,0.4413217344074041,0.5224611633571073,0.036066879315546,0.0001502229199425987
2018-02-02,LATE_CYCLE,0.5948426667545267,LATE_CYCLE,0.2954850360560913,0.3595230924437414,0.5948426667545267,0.04555998088961589,7.425991211599212e-05
2018-02-05,LATE_CYCLE,0.3401282806718235,MID_CYCLE,0.8330064764429335,0.6298227614668581,0.3401282806718235,0.02998458718219394,6.437067912445742e-05
2018-02-06,LATE_CYCLE,0.20743110789262156,MID_CYCLE,1.2164080987123569,0.7665304458341389,0.20743110789262156,0.025956093762734233,8.235251050525383e-05
2018-02-07,LATE_CYCLE,0.3572535966104085,MID_CYCLE,0.7462497145823526,0.5729682568378351,0.3572535966104085,0.06952761611626332,0.00025053043549310783
2018-02-08,LATE_CYCLE,0.18183506561275145,MID_CYCLE,1.3088064947047238,0.7994168174837217,0.18183506561275145,0.01858385824103434,0.00016425866249239726
2018-02-09,LATE_CYCLE,0.3228859826306658,MID_CYCLE,0.8458182434438944,0.6197443683458372,0.3228859826306658,0.057023230561975405,0.00034641846152156275
2018-02-12,LATE_CYCLE,0.6545969842852075,LATE_CYCLE,0.23441865954376495,0.004844839568464778,0.6545969842852075,0.3392495117253389,0.001308664420988719
2018-02-13,LATE_CYCLE,0.6578499500661673,LATE_CYCLE,0.17903625446018112,0.12795528502931747,0.6578499500661673,0.21353361727685288,0.0006611476276623173
2018-02-14,LATE_CYCLE,0.7432012302925065,LATE_CYCLE,0.12026768827042024,0.02152008734028634,0.7432012302925065,0.2320529260408657,0.003225756326341479
2018-02-15,LATE_CYCLE,0.6319675361196003,LATE_CYCLE,0.20449735705766853,0.21195282646798103,0.6319675361196003,0.15532188432504726,0.0007577530873714062
2018-02-16,LATE_CYCLE,0.29262971096264556,MID_CYCLE,0.9530520568176778,0.6719020625457222,0.29262971096264556,0.03502503292148729,0.0004431935701450218
2018-02-19,LATE_CYCLE,0.22321959268808478,MID_CYCLE,1.1617247663000045,0.746612480625544,0.22321959268808478,0.03011255260223222,5.5374084138966785e-05
2018-02-20,LATE_CYCLE,0.1972077348757182,MID_CYCLE,1.254885974514043,0.78098751100015,0.1972077348757182,0.021657319675848233,0.0001474344482836825
2018-02-21,LATE_CYCLE,0.20885782035134545,MID_CYCLE,1.2171415299864634,0.7685897446404033,0.20885782035134545,0.022480677295619252,7.175771263196936e-05
2018-02-22,LATE_CYCLE,0.193361269284493,MID_CYCLE,1.275628093843604,0.7903819889369691,0.193361269284493,0.01607263582359948,0.0001841059549384418
2018-02-23,LATE_CYCLE,0.23920147409139075,MID_CYCLE,1.1225557800092374,0.7370279553567844,0.23920147409139075,0.023035531796566193,0.0007350387552585535
2018-02-26,LATE_CYCLE,0.3597508137592265,MID_CYCLE,0.7781004787566888,0.6058293817749424,0.3597508137592265,0.033940965904632366,0.0004788385611986853
2018-02-27,LATE_CYCLE,0.20120217087674483,MID_CYCLE,1.247937479218927,0.7807274227495087,0.20120217087674483,0.01800540331161482,6.500306213176142e-05
2018-02-28,LATE_CYCLE,0.17470527487125234,MID_CYCLE,1.3413144653758329,0.8124282737249682,0.17470527487125234,0.012781820700116575,8.463070366278865e-05
2018-03-01,LATE_CYCLE,0.16761840773516426,MID_CYCLE,1.3667899174358373,0.8208536375915817,0.16761840773516426,0.011405833311751244,0.00012212136150285295
2018-03-02,LATE_CYCLE,0.4814519463742236,LATE_CYCLE,0.49497605212515405,0.4733868369738455,0.4814519463742236,0.04459313931662514,0.0005680773353056745
2018-03-05,LATE_CYCLE,0.6929661790098703,LATE_CYCLE,0.1479388382300022,0.2109687324962876,0.6929661790098703,0.09571385239512634,0.00035123609871581124
2018-03-06,LATE_CYCLE,0.4739668826233381,MID_CYCLE,0.5053722352879837,0.4755650681126985,0.4739668826233381,0.0499903238675726,0.0004777253963907562
2018-03-07,LATE_CYCLE,0.38863137438015566,MID_CYCLE,0.7246386247011771,0.5920467169385164,0.38863137438015566,0.018634392746851476,0.0006875159344764629
2018-03-08,LATE_CYCLE,0.48225055659843286,MID_CYCLE,0.5077078148113104,0.48868681292986565,0.48225055659843286,0.028782793968967983,0.00027983650273339793
