date,variant,shadow_state,prob_RECOVERY,prob_MID_CYCLE,prob_LATE_CYCLE,prob_BUST,entropy,effective_entropy,orthogonal_confidence,fdas_triggered,w_base,m_entropy,m_fdas,w_final_raw,w_final
2018-01-01,recovery_accelerated,MID_CYCLE,0.007877672617187671,0.972574954754939,0.0058966479717003075,0.013650724656173016,0.11115109791540542,0.1019401911732324,0.37667426327028203,False,1.0,1.0,1.0,1.0,1.0
2018-01-03,recovery_accelerated,MID_CYCLE,0.011827786589241829,0.9778223645691106,0.0034326969013681657,0.006917151940279509,0.09254605455468679,0.08275644407710249,0.480822544598812,False,1.0,1.0,1.0,1.0,1.0
2018-01-04,recovery_accelerated,MID_CYCLE,0.026328672257376215,0.9605858587146726,0.004380176650366076,0.008705292377585173,0.1438876042614527,0.1270500813661142,0.5319026289418503,False,1.0,1.0,1.0,1.0,1.0
2018-01-05,recovery_accelerated,MID_CYCLE,0.08257807212495022,0.8973351863261906,0.006794564879820503,0.013292176669038671,0.2845723676517023,0.251074566743547,0.5350580334175854,False,1.0,1.0,1.0,1.0,1.0
2018-01-08,recovery_accelerated,MID_CYCLE,0.1064024748914048,0.8709242940526478,0.007709592166605769,0.014963638889341482,0.3312053291213145,0.2930696184067077,0.5233736427844622,False,1.0,1.0,1.0,1.0,1.0
2018-01-09,recovery_accelerated,MID_CYCLE,0.10199678667625224,0.8754471566137231,0.0076797428510285036,0.014876313858996229,0.32409088741464825,0.28847203770703184,0.49956314291615506,False,1.0,1.0,1.0,1.0,1.0
2018-01-10,recovery_accelerated,MID_CYCLE,0.0428465923519441,0.9402442719755094,0.005772112521360318,0.011137023151186226,0.19674619441596597,0.17735292092438193,0.4480454801437842,False,1.0,1.0,1.0,1.0,1.0
2018-01-11,recovery_accelerated,MID_CYCLE,0.01742828290357905,0.9717858308328232,0.003638922492104982,0.007146963771492564,0.1111892681758124,0.0997928309278132,0.46589017394193255,False,1.0,1.0,1.0,1.0,1.0
2018-01-15,recovery_accelerated,MID_CYCLE,0.023603387017627462,0.9601907362042109,0.005503318323494464,0.010702558454667156,0.14760498573877479,0.13458565360774474,0.4009267174653917,False,1.0,1.0,1.0,1.0,1.0
2018-01-17,recovery_accelerated,MID_CYCLE,0.05175314088153647,0.9185646497891885,0.010119169109415922,0.019563040219859055,0.25587963425342847,0.23597025783736494,0.35367084133757676,False,1.0,1.0,1.0,1.0,1.0
2018-01-18,recovery_accelerated,MID_CYCLE,0.10318058476302104,0.8561731625232435,0.013856997648375242,0.026789255065360215,0.37767187505853617,0.34970878918192533,0.33654858674100707,False,1.0,1.0,1.0,1.0,1.0
2018-01-22,recovery_accelerated,MID_CYCLE,0.03369915054326632,0.9497861943465088,0.005622804825791389,0.01089185028443355,0.17423482420097258,0.1598446437080518,0.3754123874571166,False,1.0,1.0,1.0,1.0,1.0
2018-01-23,recovery_accelerated,MID_CYCLE,0.027327105474383693,0.9600378711638412,0.004318707574250777,0.008316315787524295,0.14489907722295273,0.13214262976196312,0.4001671591475285,False,1.0,1.0,1.0,1.0,1.0
2018-01-24,recovery_accelerated,MID_CYCLE,0.012485431473493083,0.9777151353344238,0.0033538427344515466,0.00644559045763163,0.09260921642555328,0.08449382682137181,0.39832033989959137,False,1.0,1.0,1.0,1.0,1.0
2018-01-25,recovery_accelerated,MID_CYCLE,0.011166020641243538,0.9792131555912609,0.003305549591569554,0.0063152741759261435,0.08773498259382793,0.08026161614436295,0.38718703182324316,False,1.0,1.0,1.0,1.0,1.0
2018-01-26,recovery_accelerated,MID_CYCLE,0.01450434150106695,0.9750721561444119,0.0035813361499376583,0.006842166204583513,0.10119916321988333,0.09225447498516444,0.4017589918785858,False,1.0,1.0,1.0,1.0,1.0
2018-01-29,recovery_accelerated,MID_CYCLE,0.018413648637051232,0.9704101941809001,0.0038648479960250214,0.0073113091860234685,0.11551361278470858,0.10453464255547452,0.4320218970719294,False,1.0,1.0,1.0,1.0,1.0
2018-01-30,recovery_accelerated,MID_CYCLE,0.018265689878469302,0.9650202245285449,0.00575756149777898,0.010956524095206857,0.13461951598564045,0.1257606531908973,0.2991212519455099,False,1.0,1.0,1.0,1.0,1.0
2018-01-31,recovery_accelerated,MID_CYCLE,0.0071919964453064,0.9805887508534491,0.00417117130552287,0.008048081395721636,0.08394984718086039,0.0789180649397974,0.27244525424927385,False,1.0,1.0,1.0,1.0,1.0
2018-02-01,recovery_accelerated,MID_CYCLE,0.0064326750290493945,0.9811252919346544,0.0042693319395593,0.00817270109673701,0.08204436044646192,0.07678617609803456,0.29131603704795206,False,1.0,1.0,1.0,1.0,1.0
2018-02-05,recovery_accelerated,MID_CYCLE,0.0007354318457187423,0.9213541530521341,0.024242019156736967,0.053668395945410195,0.2365469007401067,0.2153681449283297,0.4069682230902783,False,1.0,1.0,1.0,1.0,1.0
2018-02-06,recovery_accelerated,MID_CYCLE,0.0007871197451360593,0.9420376054541933,0.017501290401611126,0.03967398439905935,0.1880597974163703,0.17183966577374246,0.392044828909488,False,1.0,1.0,1.0,1.0,1.0
2018-02-07,recovery_accelerated,MID_CYCLE,0.0008081441183953226,0.9235166574702114,0.022785164798370536,0.05289003361302291,0.2314611956169777,0.21045561750676162,0.4125093203915808,False,1.0,1.0,1.0,1.0,1.0
2018-02-08,recovery_accelerated,MID_CYCLE,0.0006375615811828865,0.7689074404112817,0.07073539638790285,0.1597196016196324,0.49563217211514615,0.4418413843525503,0.4933166055295307,False,1.0,1.0,1.0,1.0,1.0
2018-02-09,recovery_accelerated,MID_CYCLE,0.0006078812198288704,0.8461969757019754,0.04618941913738757,0.10700572394080825,0.3801473191796538,0.3395442905247588,0.4854939436555456,False,1.0,1.0,1.0,1.0,1.0
2018-02-12,recovery_accelerated,MID_CYCLE,0.0005526604152251385,0.9319569580811528,0.0197094793785523,0.047780902125069656,0.21100811488671992,0.18924255193825232,0.46886527132666084,False,1.0,1.0,1.0,1.0,1.0
2018-02-13,recovery_accelerated,MID_CYCLE,0.0005762232465550607,0.9499606504564461,0.014667930747371083,0.034795195549627775,0.16724098629899925,0.15102158225548235,0.44082832483635576,False,1.0,1.0,1.0,1.0,1.0
2018-02-14,recovery_accelerated,MID_CYCLE,0.0007613408523530901,0.9458452142116789,0.01567998966243794,0.0377134552735302,0.17809994846357347,0.160999988529055,0.4364239927185883,False,1.0,1.0,1.0,1.0,1.0
2018-02-15,recovery_accelerated,MID_CYCLE,0.0007077828766882323,0.973963973065538,0.007531779822258712,0.017796464235515178,0.10051657719166586,0.09196955587096653,0.38650437567317847,False,1.0,1.0,1.0,1.0,1.0
2018-02-16,recovery_accelerated,MID_CYCLE,0.0008170834578618152,0.966776585878721,0.00979769894979202,0.022608631713625198,0.12224573154862205,0.11237642725041162,0.3669696562364785,False,1.0,1.0,1.0,1.0,1.0
2018-02-19,recovery_accelerated,MID_CYCLE,0.0010792774617927794,0.9455279205500458,0.01629874766945436,0.037094054318707104,0.18006942660667513,0.16574094621499122,0.36169080755778726,False,1.0,1.0,1.0,1.0,1.0
2018-02-21,recovery_accelerated,MID_CYCLE,0.001284492237616151,0.9286628433334476,0.021443045579608702,0.04860961884932769,0.22121227688267944,0.20320271265404374,0.3700592785278516,False,1.0,1.0,1.0,1.0,1.0
2018-02-22,recovery_accelerated,MID_CYCLE,0.0009374475581962599,0.9523901265785928,0.014325541092023898,0.03234688477118694,0.1621634422060705,0.14989764220138024,0.34381137712966353,False,1.0,1.0,1.0,1.0,1.0
2018-02-23,recovery_accelerated,MID_CYCLE,0.0010154212391593948,0.954990306490339,0.01337456116053506,0.03061971110996645,0.15539765239190814,0.14437423834918614,0.32244005424580896,False,1.0,1.0,1.0,1.0,1.0
2018-02-26,recovery_accelerated,MID_CYCLE,0.0015735499330809086,0.9599929450301569,0.011603955084097868,0.026829549952664178,0.1429279889480097,0.1349150874818832,0.2548295799833352,False,1.0,1.0,1.0,1.0,1.0
2018-02-27,recovery_accelerated,MID_CYCLE,0.0012946924655460566,0.9649667192246654,0.010299079971618108,0.023439508338170403,0.1284886755192146,0.12095313572585197,0.2665795523829776,False,1.0,1.0,1.0,1.0,1.0
2018-02-28,recovery_accelerated,MID_CYCLE,0.0035304800513297602,0.9191326200781529,0.023705175456016206,0.05363172441450116,0.2474596644947017,0.23304532713936454,0.2647692721370164,False,1.0,1.0,1.0,1.0,1.0
2018-03-01,recovery_accelerated,MID_CYCLE,0.0398077514354586,0.7041557528936642,0.0784798726504872,0.17755662302039016,0.6361849686071347,0.6006168941543084,0.25412902484733735,False,1.0,1.0,1.0,1.0,1.0
2018-03-02,recovery_accelerated,MID_CYCLE,0.010540129217276149,0.8602958931361525,0.038943852795152875,0.09022012485141842,0.3757234230055432,0.3539436214374618,0.26348929019331585,False,1.0,1.0,1.0,1.0,1.0
2018-03-05,recovery_accelerated,MID_CYCLE,0.009517621432170883,0.948522276369951,0.012546867639014405,0.02941323455886397,0.1825616436058455,0.1720350472925379,0.26209319830508443,False,1.0,1.0,1.0,1.0,1.0
2018-03-06,recovery_accelerated,MID_CYCLE,0.005874486257832207,0.9542785286446022,0.012014147831653155,0.027832837265912565,0.1642111317255246,0.1541839742781684,0.2775572393792174,False,1.0,1.0,1.0,1.0,1.0
2018-03-07,recovery_accelerated,MID_CYCLE,0.0029530882374503623,0.9782909820146836,0.005701931560389285,0.013053998187476634,0.09000366667754535,0.08472564515348259,0.26655588392315416,False,1.0,1.0,1.0,1.0,1.0
