date,variant,shadow_state,prob_RECOVERY,prob_MID_CYCLE,prob_LATE_CYCLE,prob_BUST,entropy,effective_entropy,orthogonal_confidence,fdas_triggered,w_base,m_entropy,m_fdas,w_final_raw,w_final
2019-08-27,barbell_balance,BUST,0.022879164966518414,0.019766447557726295,0.19346061764951747,0.7638937698262378,0.49593846099215744,0.49593846099215744,0.49699243539425036,False,0.3,1.0,1.0,0.3,0.5
2019-08-28,barbell_balance,BUST,0.014349664052288474,0.056148314448716444,0.17908039177264212,0.750421629726353,0.5381678890889299,0.5381678890889299,0.49554316592651965,False,0.3,1.0,1.0,0.3,0.5
2019-08-29,barbell_balance,BUST,0.034524471908526456,0.07438694733576254,0.1739320795223489,0.717156501233362,0.6146996179655192,0.6146996179655192,0.5148221391801113,False,0.3,1.0,1.0,0.3,0.5
2019-08-30,barbell_balance,BUST,0.12290822028152283,0.0511585110777733,0.16481058575910162,0.6611226828816023,0.7072593823153851,0.7072593823153851,0.5107369578322634,False,0.3,0.8936663897903836,1.0,0.26809991693711505,0.5
2019-09-02,barbell_balance,BUST,0.051387234402393865,0.26515417028997407,0.14190564114529716,0.541552954162335,0.8033932684223362,0.8033932684223362,0.4724696899174959,False,0.3,0.6773651460497437,1.0,0.20320954381492312,0.5
2019-09-04,barbell_balance,BUST,0.0664353546098697,0.14622698277907875,0.16205018692756326,0.6252874756834883,0.7572585246507164,0.7572585246507164,0.41923691370400157,False,0.3,0.7811683195358882,1.0,0.23435049586076645,0.5
2019-09-05,barbell_balance,BUST,0.06835568045425318,0.15744538083725476,0.15772355244936098,0.616475386259131,0.7674988305630905,0.7674988305630905,0.45819075234956314,False,0.3,0.7581276312330464,1.0,0.2274382893699139,0.5
2019-09-06,barbell_balance,BUST,0.11258243702556067,0.16396362474508594,0.15297918024932586,0.5704747579800276,0.8293788623584895,0.8293788623584895,0.4541918141202847,False,0.3,0.6188975596933988,1.0,0.18566926790801963,0.5
2019-09-09,barbell_balance,BUST,0.14381701418671633,0.19770510101372357,0.13981000568135116,0.5186678791182089,0.876394567952477,0.876394567952477,0.4558197644255592,False,0.3,0.5131122221069266,1.0,0.153933666632078,0.5
2019-09-10,barbell_balance,BUST,0.054502788296185344,0.22359344374528548,0.1561511804798588,0.5657525874786703,0.797605596948564,0.797605596948564,0.4351317004365665,False,0.3,0.690387406865731,1.0,0.20711622205971927,0.5
2019-09-11,barbell_balance,BUST,0.20152502565519656,0.33871369496664033,0.10228566624057506,0.3574756131375881,0.9308581812781358,0.9308581812781358,0.4007671523377931,False,0.3,0.39056909212419455,1.0,0.11717072763725836,0.5
2019-09-12,barbell_balance,RECOVERY,0.38638719709509545,0.2313450288385014,0.08600248933080189,0.2962652847356013,0.9215057311882277,0.8600290283034452,0.3335665791547047,False,1.0,0.5499346863172484,1.0,0.5499346863172484,0.5499346863172484
2019-09-13,barbell_balance,BUST,0.3364810905476969,0.18363667621390795,0.10946358825811914,0.37041864498027594,0.9289141405823659,0.9289141405823659,0.3390027199284269,False,0.3,0.39494318368967685,1.0,0.11848295510690304,0.5
2019-09-16,barbell_balance,BUST,0.2230110982260973,0.16917213093384917,0.13884116306601363,0.46897560777403985,0.9121216615211387,0.9121216615211387,0.35189748425420564,False,0.3,0.432726261577438,1.0,0.1298178784732314,0.5
2019-09-17,barbell_balance,BUST,0.28578231417282735,0.19802747845957713,0.11912307133641015,0.3970671360311853,0.9369021740492696,0.9369021740492696,0.3347713690350591,False,0.3,0.3769701083891436,1.0,0.11309103251674307,0.5
2019-09-18,barbell_balance,BUST,0.14178615871327477,0.2660999800889046,0.13649078280826626,0.4556230783895543,0.9083474790544731,0.9083474790544731,0.3301843853259437,False,0.3,0.4412181721274355,1.0,0.13236545163823066,0.5
2019-09-19,barbell_balance,BUST,0.21433854027531538,0.21051407411014128,0.13197262483896915,0.4431747607755742,0.9276997820888804,0.9276997820888804,0.3412853760721945,False,0.3,0.39767549030001925,1.0,0.11930264709000576,0.5
2019-09-23,barbell_balance,RECOVERY,0.5189967481597746,0.13665890543647613,0.0793225120557888,0.26502183434796045,0.8406089078160109,0.7845798839118763,0.3332645144678748,False,1.0,0.7196952611982784,1.0,0.7196952611982784,0.7196952611982784
2019-09-24,barbell_balance,BUST,0.3055613556432362,0.14548571319774828,0.12496914834667319,0.4239837828123423,0.9135324873110503,0.9135324873110503,0.3574690816778306,False,0.3,0.42955190355013695,1.0,0.12886557106504107,0.5
2019-09-25,barbell_balance,MID_CYCLE,0.07927110450961032,0.4143374999176494,0.11311032061606936,0.39328107495667103,0.8508573201883552,0.7855654605951796,0.3836827752667264,False,1.0,0.7174777136608459,1.0,0.7174777136608459,0.7174777136608459
2019-09-26,barbell_balance,BUST,0.04090316389969501,0.32708983387708995,0.14177344602139572,0.4902335562018193,0.809864720348777,0.809864720348777,0.35578783402073716,False,0.3,0.6628043792152518,1.0,0.19884131376457553,0.5
2019-09-27,barbell_balance,BUST,0.013980408027021931,0.3298826970503077,0.14467266782054186,0.5114642271021286,0.7560890167069956,0.7560890167069956,0.3922889102103929,False,0.3,0.78379971240926,1.0,0.235139913722778,0.5
2019-09-30,barbell_balance,MID_CYCLE,0.00830536135532926,0.4624078915844325,0.10256619834450764,0.4267205487157305,0.7166035561060456,0.6599291620208529,0.3954375721574413,False,1.0,1.0,1.0,1.0,1.0
2019-10-01,barbell_balance,MID_CYCLE,0.008748329953912774,0.46302917078219646,0.09935221753655828,0.42887028172733244,0.7144718401832141,0.6532275759848218,0.42859816688287666,False,1.0,1.0,1.0,1.0,1.0
2019-10-02,barbell_balance,BUST,0.0025108654681162547,0.12992721959524028,0.1343855963928023,0.7331763185438412,0.5608178609230509,0.5608178609230509,0.42345400854075643,False,0.3,1.0,1.0,0.3,0.5
2019-10-03,barbell_balance,BUST,0.001572994070712537,0.033233017073274966,0.10196771884309422,0.8632262700129183,0.34844684822205696,0.34844684822205696,0.4466875923458123,False,0.3,1.0,1.0,0.3,0.5
2019-10-04,barbell_balance,BUST,0.0030878449903539917,0.08251357306630465,0.0743678461084595,0.840030735834882,0.4064045929796351,0.4064045929796351,0.44678766302089185,False,0.3,1.0,1.0,0.3,0.5
2019-10-07,barbell_balance,BUST,0.004075046144556463,0.0686262862901226,0.07781922115102963,0.8494794464142913,0.3920939630211512,0.3920939630211512,0.4851108539553784,False,0.3,1.0,1.0,0.3,0.5
2019-10-08,barbell_balance,BUST,0.0030638572697565996,0.03854266127704049,0.09242601881756958,0.8659674626356333,0.35197889099572655,0.35197889099572655,0.4926660939426798,False,0.3,1.0,1.0,0.3,0.5
2019-10-09,barbell_balance,BUST,0.0017386113862155903,0.04122770328845012,0.07595167801938062,0.8810820073059537,0.3244875500397802,0.3244875500397802,0.439432885158825,False,0.3,1.0,1.0,0.3,0.5
2019-10-10,barbell_balance,BUST,0.0017182139531622463,0.09581815298899042,0.08731050154709753,0.8151531315107498,0.44373680898305257,0.44373680898305257,0.41885410446444743,False,0.3,1.0,1.0,0.3,0.5
2019-10-11,barbell_balance,BUST,0.0032903229696926253,0.247754305029125,0.08515196387652686,0.6638034081246554,0.6104537297126619,0.6104537297126619,0.3949032804037901,False,0.3,1.0,1.0,0.3,0.5
2019-10-14,barbell_balance,BUST,0.0061740954312145295,0.3627963565845086,0.1040010049476491,0.5270285430366278,0.7012994392018471,0.7012994392018471,0.3499375691489958,False,0.3,0.9070762617958441,1.0,0.2721228785387532,0.5
2019-10-16,barbell_balance,MID_CYCLE,0.009524149866959387,0.49089700255426033,0.10008507485787839,0.399493772720902,0.7145205524052083,0.6566703846416787,0.40481808094109556,False,1.0,1.0,1.0,1.0,1.0
2019-10-17,barbell_balance,MID_CYCLE,0.009141583061144314,0.520474645158051,0.09859692388524091,0.37178684789556377,0.7062540867910111,0.6445834909376688,0.43660346188971083,False,1.0,1.0,1.0,1.0,1.0
2019-10-18,barbell_balance,MID_CYCLE,0.010968195340258707,0.5023609511963388,0.1050459971067195,0.3816248563566829,0.7211111079353903,0.6584169843994296,0.43470501872769607,False,1.0,1.0,1.0,1.0,1.0
2019-10-21,barbell_balance,MID_CYCLE,0.01570951856620603,0.5180461194653047,0.10067028521926752,0.36557407674922177,0.7249291207185603,0.6647239485493662,0.4152486805159507,False,1.0,0.989371115763926,1.0,0.989371115763926,0.989371115763926
2019-10-22,barbell_balance,BUST,0.10655735388912897,0.2629234279472503,0.1386997928014028,0.49181942536221784,0.874877053454388,0.874877053454388,0.3744381319464331,False,0.3,0.516526629727627,1.0,0.15495798891828808,0.5
2019-10-23,barbell_balance,BUST,0.16586244281651563,0.14218241483046923,0.15247259089900325,0.5394825514540119,0.8620391630092831,0.8620391630092831,0.3580187771931711,False,0.3,0.5454118832291132,1.0,0.16362356496873395,0.5
2019-10-24,barbell_balance,BUST,0.20746466643839087,0.19153706345719226,0.1332454232535441,0.46775284685087287,0.9138158563282902,0.9138158563282902,0.34104847922802983,False,0.3,0.42891432326134704,1.0,0.1286742969784041,0.5
2019-10-25,barbell_balance,BUST,0.28581341403810906,0.2830156566616546,0.09539054502228922,0.3357803842779472,0.9419193869619388,0.9419193869619388,0.3687317879999355,False,0.3,0.3656813793356378,1.0,0.10970441380069135,0.5
2019-10-28,barbell_balance,RECOVERY,0.5936050378767522,0.11369618358906479,0.06536973468771728,0.22732904384646568,0.7731797569581116,0.7123075196398929,0.3936486746478318,False,1.0,0.882308080810241,1.0,0.882308080810241,0.882308080810241
2019-10-29,barbell_balance,RECOVERY,0.5178730173295636,0.17066906151906872,0.07025937000930019,0.24119855114206745,0.845503170548927,0.779881862100833,0.3880606882023321,False,1.0,0.7302658102731259,1.0,0.7302658102731259,0.7302658102731259
2019-10-30,barbell_balance,RECOVERY,0.5735487091792523,0.2074825049248536,0.05513832940186641,0.16383045649402764,0.7944163688973843,0.7299673832715801,0.4056373216179862,False,1.0,0.842573387638945,1.0,0.842573387638945,0.842573387638945
2019-10-31,barbell_balance,MID_CYCLE,0.1214519510024489,0.6557347328455102,0.05459590594498987,0.168217410207051,0.71512213757434,0.6528445210749471,0.4354334261741334,False,1.0,1.0,1.0,1.0,1.0
2019-11-04,barbell_balance,MID_CYCLE,0.06976202388688675,0.7024149060766655,0.04832490686530827,0.1794981631711396,0.6409801493261693,0.5792139562139524,0.4818104989456275,False,1.0,1.0,1.0,1.0,1.0
2019-11-05,barbell_balance,MID_CYCLE,0.08122184833844484,0.7389487058334219,0.04376390961372579,0.13606553621440753,0.6029013457246993,0.5501765488844658,0.4372589082286531,False,1.0,1.0,1.0,1.0,1.0
2019-11-06,barbell_balance,MID_CYCLE,0.04630776322925981,0.8196945349815811,0.03297946744239367,0.10101823434676557,0.4684098855830776,0.43061838372349936,0.40340205259049233,False,1.0,1.0,1.0,1.0,1.0
2019-11-07,barbell_balance,MID_CYCLE,0.0422067539147012,0.8255044532517128,0.03200192551284627,0.10028686732073964,0.4563764501931662,0.4166681500157973,0.43503888249012296,False,1.0,1.0,1.0,1.0,1.0
2019-11-08,barbell_balance,MID_CYCLE,0.0330950096324459,0.8582127734633518,0.02683437123149525,0.08185784567270711,0.3938440316757677,0.3624475428726019,0.3985903844927759,False,1.0,1.0,1.0,1.0,1.0
2019-11-11,barbell_balance,MID_CYCLE,0.021335442093245328,0.9035714689715421,0.018032615986437184,0.05706047294877537,0.29540626039164136,0.2700243019957159,0.4296110441646488,False,1.0,1.0,1.0,1.0,1.0
2019-11-13,barbell_balance,MID_CYCLE,0.022675634527559586,0.8724127377788722,0.024563729642864567,0.08034789805070372,0.3596435424846959,0.3331018263593084,0.3690003154514717,False,1.0,1.0,1.0,1.0,1.0
2019-11-14,barbell_balance,MID_CYCLE,0.022699475122905974,0.8315556935546756,0.028885770827760598,0.11685906049465772,0.42744713212611574,0.3961541881351836,0.3660446127604304,False,1.0,1.0,1.0,1.0,1.0
2019-11-15,barbell_balance,MID_CYCLE,0.041727106884230085,0.7810045978379239,0.03130269324577899,0.14596560203206713,0.515707766436684,0.47309492807566234,0.41314908495035707,False,1.0,1.0,1.0,1.0,1.0
2019-11-18,barbell_balance,MID_CYCLE,0.04278385138901513,0.8031373310543972,0.028292819078594694,0.12578599847799285,0.4851444580999637,0.44280620286018635,0.43634689145571554,False,1.0,1.0,1.0,1.0,1.0
2019-11-19,barbell_balance,MID_CYCLE,0.0777482572942766,0.7381181744472978,0.03694086027343269,0.1471927079849931,0.5962597361407793,0.5441449754518688,0.4370139180134577,False,1.0,1.0,1.0,1.0,1.0
2019-11-20,barbell_balance,MID_CYCLE,0.06689888964322806,0.746197555070943,0.04444542629507468,0.14245812899075427,0.5881745641854119,0.5394341220766191,0.41433653439515505,False,1.0,1.0,1.0,1.0,1.0
2019-11-21,barbell_balance,MID_CYCLE,0.046266825517381906,0.7464307520770957,0.04298122725122805,0.16432119515429433,0.5716702416235097,0.5214728420664441,0.4390415654180976,False,1.0,1.0,1.0,1.0,1.0
2019-11-22,barbell_balance,MID_CYCLE,0.0370440563133927,0.7337087981831314,0.042207632135784795,0.1870395133676911,0.5744994214227772,0.524591605651844,0.43435914737158404,False,1.0,1.0,1.0,1.0,1.0
2019-11-25,barbell_balance,MID_CYCLE,0.054135203107898315,0.7083360601046674,0.045028179572222514,0.19250055721521186,0.619577102158028,0.5625135447712911,0.46050408567376555,False,1.0,1.0,1.0,1.0,1.0
2019-11-26,barbell_balance,MID_CYCLE,0.07618389439170478,0.733829725146158,0.04180942752677233,0.14817695293536487,0.605137558445323,0.5506655753946493,0.450079343865379,False,1.0,1.0,1.0,1.0,1.0
2019-11-27,barbell_balance,MID_CYCLE,0.17230578927045248,0.6111787959343647,0.04529403359575075,0.17122138119943217,0.7547154055607773,0.6764675184657367,0.5183933342191418,False,1.0,0.9629480834520925,1.0,0.9629480834520925,0.9629480834520925
2019-11-28,barbell_balance,MID_CYCLE,0.1777713372739632,0.6094747059904396,0.051091670578922506,0.16166228615667477,0.7612992613380287,0.6851861534351241,0.4998895425770628,False,1.0,0.9433311547709708,1.0,0.9433311547709708,0.9433311547709708
2019-12-02,barbell_balance,MID_CYCLE,0.024333154470634125,0.6496291702914415,0.06768414628242468,0.2583535289554996,0.6510660228074847,0.5904782913304176,0.4652963705263298,False,1.0,1.0,1.0,1.0,1.0
2019-12-03,barbell_balance,MID_CYCLE,0.012824785441378316,0.5412331927098654,0.09593697747839863,0.35000504437035773,0.7072493343081718,0.647695424256799,0.421024857588789,False,1.0,1.0,1.0,1.0,1.0
2019-12-04,barbell_balance,MID_CYCLE,0.02122164530995975,0.5215168350866239,0.08762552942754252,0.3696359901758738,0.7231448257822066,0.6568581041635403,0.45832258805811,False,1.0,1.0,1.0,1.0,1.0
2019-12-05,barbell_balance,MID_CYCLE,0.03225270602733242,0.501609465219311,0.0992944910673147,0.3668433376860418,0.7603384325802174,0.6889134371888033,0.4696921287342571,False,1.0,0.9349447663251927,1.0,0.9349447663251927,0.9349447663251927
2019-12-06,barbell_balance,MID_CYCLE,0.04405711055870056,0.5866141453648871,0.07978427718381698,0.28954446689259544,0.7293218670511751,0.6664057412260247,0.43133305518135323,False,1.0,0.9855870822414445,1.0,0.9855870822414445,0.9855870822414445
2019-12-09,barbell_balance,MID_CYCLE,0.08128371975460383,0.46280651630992914,0.10130993655612953,0.35459982737933754,0.8368837840590224,0.76740937450182,0.415078000557259,False,1.0,0.7583289073709051,1.0,0.7583289073709051,0.7583289073709051
2019-12-10,barbell_balance,BUST,0.09491129340266759,0.3095857726330032,0.13383429362103222,0.46166864034329697,0.8746211696960927,0.8746211696960927,0.37594136352982155,False,0.3,0.5171023681837914,1.0,0.1551307104551374,0.5
2019-12-11,barbell_balance,BUST,0.13850485287036263,0.31582975189041823,0.12356676276857105,0.42209863247064827,0.9090820318310405,0.9090820318310405,0.38075045482456216,False,0.3,0.4395654283801589,1.0,0.13186962851404765,0.5
2019-12-12,barbell_balance,BUST,0.2550838566039144,0.2999988668391865,0.09987908257659912,0.3450381939803,0.9427534920183976,0.9427534920183976,0.4279232249645468,False,0.3,0.3638046429586054,1.0,0.10914139288758161,0.5
2019-12-13,barbell_balance,BUST,0.2638445915499515,0.3143139031234637,0.09843721246105873,0.3234042928655261,0.9439602012949326,0.9439602012949326,0.38175817717223665,False,0.3,0.3610895470864016,1.0,0.10832686412592048,0.5
2019-12-16,barbell_balance,MID_CYCLE,0.31484828830416267,0.3681243469835734,0.07303853485488246,0.24398882985738152,0.9139775144983633,0.8354566717967236,0.4295556589525939,False,1.0,0.605222488457372,1.0,0.605222488457372,0.605222488457372
2019-12-17,barbell_balance,MID_CYCLE,0.34271100894631745,0.39194433358381076,0.06251495256185072,0.20282970490802102,0.8879878895914103,0.8139579656711509,0.4168408420205077,False,1.0,0.6535945772399107,1.0,0.6535945772399107,0.6535945772399107
